,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.7699999999999999
1,mixed,mem,MSC01,0.95
2,motor,mixed,MSC01,0.705
3,motor,mem,MSC01,0.7799999999999999
4,mem,mixed,MSC01,0.95
5,mem,motor,MSC01,0.74
6,mixed,motor,MSC02,0.7500000000000001
7,mixed,mem,MSC02,0.47000000000000003
8,motor,mixed,MSC02,0.655
9,motor,mem,MSC02,0.6100000000000001
10,mem,mixed,MSC02,0.47000000000000003
11,mem,motor,MSC02,0.515
12,mixed,motor,MSC03,0.655
13,mixed,mem,MSC03,0.5350000000000001
14,motor,mixed,MSC03,0.705
15,motor,mem,MSC03,0.5499999999999999
16,mem,mixed,MSC03,0.43999999999999995
17,mem,motor,MSC03,0.6050000000000001
18,mixed,motor,MSC04,0.7350000000000001
19,mixed,mem,MSC04,0.9000000000000001
20,motor,mixed,MSC04,0.8099999999999999
21,motor,mem,MSC04,0.5549999999999999
22,mem,mixed,MSC04,0.9000000000000001
23,mem,motor,MSC04,0.5549999999999999
24,mixed,motor,MSC05,0.7500000000000001
25,mixed,mem,MSC05,0.65
26,motor,mixed,MSC05,0.8
27,motor,mem,MSC05,0.61
28,mem,mixed,MSC05,0.72
29,mem,motor,MSC05,0.695
30,mixed,motor,MSC06,0.82
31,mixed,mem,MSC06,0.6950000000000001
32,motor,mixed,MSC06,0.615
33,motor,mem,MSC06,0.5349999999999999
34,mem,mixed,MSC06,0.8099999999999999
35,mem,motor,MSC06,0.8550000000000001
36,mixed,motor,MSC07,0.77
37,mixed,mem,MSC07,0.7149999999999999
38,motor,mixed,MSC07,0.6900000000000001
39,motor,mem,MSC07,0.5900000000000001
40,mem,mixed,MSC07,0.74
41,mem,motor,MSC07,0.74
42,mixed,motor,MSC10,0.7899999999999998
43,mixed,mem,MSC10,0.675
44,motor,mixed,MSC10,0.605
45,motor,mem,MSC10,0.7350000000000001
46,mem,mixed,MSC10,0.6000000000000001
47,mem,motor,MSC10,0.8800000000000001
