train_sub,test_sub,task,acc
MSC01,MSC02,semantic,0.48
MSC01,MSC02,glass,0.5
MSC01,MSC02,motor,0.65
MSC01,MSC02,mem,0.47000000000000003
MSC01,MSC03,semantic,0.39
MSC01,MSC03,glass,0.385
MSC01,MSC03,motor,0.51
MSC01,MSC03,mem,0.47000000000000003
MSC01,MSC04,semantic,0.5349999999999999
MSC01,MSC04,glass,0.505
MSC01,MSC04,motor,0.5900000000000001
MSC01,MSC04,mem,0.6649999999999999
MSC01,MSC05,semantic,0.5149999999999999
MSC01,MSC05,glass,0.5299999999999999
MSC01,MSC05,motor,0.7150000000000001
MSC01,MSC05,mem,0.475
MSC01,MSC06,semantic,0.4749999999999999
MSC01,MSC06,glass,0.5888888888888889
MSC01,MSC06,motor,0.53
MSC01,MSC06,mem,0.6250000000000001
MSC01,MSC07,semantic,0.6699999999999999
MSC01,MSC07,glass,0.5899999999999999
MSC01,MSC07,motor,0.6249999999999999
MSC01,MSC07,mem,0.59
MSC01,MSC10,semantic,0.525
MSC01,MSC10,glass,0.5449999999999999
MSC01,MSC10,motor,0.54
MSC01,MSC10,mem,0.595
MSC02,MSC01,semantic,0.51
MSC02,MSC01,glass,0.495
MSC02,MSC01,motor,0.5549999999999999
MSC02,MSC01,mem,0.16499999999999998
MSC02,MSC03,semantic,0.5599999999999998
MSC02,MSC03,glass,0.6149999999999999
MSC02,MSC03,motor,0.68
MSC02,MSC03,mem,0.61
MSC02,MSC04,semantic,0.545
MSC02,MSC04,glass,0.48
MSC02,MSC04,motor,0.6199999999999999
MSC02,MSC04,mem,0.6300000000000001
MSC02,MSC05,semantic,0.41
MSC02,MSC05,glass,0.5349999999999999
MSC02,MSC05,motor,0.585
MSC02,MSC05,mem,0.67
MSC02,MSC06,semantic,0.505
MSC02,MSC06,glass,0.5
MSC02,MSC06,motor,0.5
MSC02,MSC06,mem,0.52
MSC02,MSC07,semantic,0.6100000000000001
MSC02,MSC07,glass,0.5449999999999999
MSC02,MSC07,motor,0.5749999999999998
MSC02,MSC07,mem,0.645
MSC02,MSC10,semantic,0.575
MSC02,MSC10,glass,0.505
MSC02,MSC10,motor,0.52
MSC02,MSC10,mem,0.62
MSC03,MSC01,semantic,0.51
MSC03,MSC01,glass,0.5
MSC03,MSC01,motor,0.525
MSC03,MSC01,mem,0.445
MSC03,MSC02,semantic,0.7100000000000001
MSC03,MSC02,glass,0.5900000000000001
MSC03,MSC02,motor,0.6700000000000002
MSC03,MSC02,mem,0.515
MSC03,MSC04,semantic,0.515
MSC03,MSC04,glass,0.54
MSC03,MSC04,motor,0.5499999999999999
MSC03,MSC04,mem,0.5549999999999999
MSC03,MSC05,semantic,0.575
MSC03,MSC05,glass,0.545
MSC03,MSC05,motor,0.715
MSC03,MSC05,mem,0.385
MSC03,MSC06,semantic,0.495
MSC03,MSC06,glass,0.5
MSC03,MSC06,motor,0.645
MSC03,MSC06,mem,0.615
MSC03,MSC07,semantic,0.525
MSC03,MSC07,glass,0.47000000000000003
MSC03,MSC07,motor,0.745
MSC03,MSC07,mem,0.45500000000000007
MSC03,MSC10,semantic,0.625
MSC03,MSC10,glass,0.5900000000000001
MSC03,MSC10,motor,0.74
MSC03,MSC10,mem,0.65
MSC04,MSC01,semantic,0.55
MSC04,MSC01,glass,0.40499999999999997
MSC04,MSC01,motor,0.565
MSC04,MSC01,mem,0.565
MSC04,MSC02,semantic,0.6049999999999999
MSC04,MSC02,glass,0.52
MSC04,MSC02,motor,0.5449999999999999
MSC04,MSC02,mem,0.6249999999999999
MSC04,MSC03,semantic,0.595
MSC04,MSC03,glass,0.49000000000000005
MSC04,MSC03,motor,0.45499999999999996
MSC04,MSC03,mem,0.5599999999999999
MSC04,MSC05,semantic,0.655
MSC04,MSC05,glass,0.635
MSC04,MSC05,motor,0.5
MSC04,MSC05,mem,0.8200000000000001
MSC04,MSC06,semantic,0.6700000000000002
MSC04,MSC06,glass,0.538888888888889
MSC04,MSC06,motor,0.4600000000000001
MSC04,MSC06,mem,0.6449999999999999
MSC04,MSC07,semantic,0.63
MSC04,MSC07,glass,0.53
MSC04,MSC07,motor,0.47000000000000003
MSC04,MSC07,mem,0.7100000000000001
MSC04,MSC10,semantic,0.6900000000000001
MSC04,MSC10,glass,0.74
MSC04,MSC10,motor,0.575
MSC04,MSC10,mem,0.6900000000000002
MSC05,MSC01,semantic,0.6049999999999999
MSC05,MSC01,glass,0.505
MSC05,MSC01,motor,0.525
MSC05,MSC01,mem,0.38499999999999995
MSC05,MSC02,semantic,0.38499999999999995
MSC05,MSC02,glass,0.44499999999999995
MSC05,MSC02,motor,0.6799999999999999
MSC05,MSC02,mem,0.5
MSC05,MSC03,semantic,0.515
MSC05,MSC03,glass,0.43499999999999994
MSC05,MSC03,motor,0.705
MSC05,MSC03,mem,0.305
MSC05,MSC04,semantic,0.6799999999999999
MSC05,MSC04,glass,0.5
MSC05,MSC04,motor,0.5499999999999999
MSC05,MSC04,mem,0.495
MSC05,MSC06,semantic,0.6049999999999999
MSC05,MSC06,glass,0.5333333333333333
MSC05,MSC06,motor,0.5
MSC05,MSC06,mem,0.45500000000000007
MSC05,MSC07,semantic,0.7349999999999999
MSC05,MSC07,glass,0.58
MSC05,MSC07,motor,0.7050000000000001
MSC05,MSC07,mem,0.6
MSC05,MSC10,semantic,0.495
MSC05,MSC10,glass,0.36499999999999994
MSC05,MSC10,motor,0.5149999999999999
MSC05,MSC10,mem,0.465
MSC06,MSC01,semantic,0.36
MSC06,MSC01,glass,0.6
MSC06,MSC01,motor,0.495
MSC06,MSC01,mem,0.495
MSC06,MSC02,semantic,0.545
MSC06,MSC02,glass,0.6166666666666667
MSC06,MSC02,motor,0.5399999999999999
MSC06,MSC02,mem,0.72
MSC06,MSC03,semantic,0.44000000000000006
MSC06,MSC03,glass,0.46111111111111114
MSC06,MSC03,motor,0.5149999999999999
MSC06,MSC03,mem,0.5199999999999999
MSC06,MSC04,semantic,0.6300000000000001
MSC06,MSC04,glass,0.75
MSC06,MSC04,motor,0.5549999999999999
MSC06,MSC04,mem,0.6500000000000001
MSC06,MSC05,semantic,0.535
MSC06,MSC05,glass,0.5055555555555555
MSC06,MSC05,motor,0.495
MSC06,MSC05,mem,0.6000000000000001
MSC06,MSC07,semantic,0.44000000000000006
MSC06,MSC07,glass,0.5722222222222222
MSC06,MSC07,motor,0.53
MSC06,MSC07,mem,0.5
MSC06,MSC10,semantic,0.47000000000000003
MSC06,MSC10,glass,0.7000000000000001
MSC06,MSC10,motor,0.29
MSC06,MSC10,mem,0.495
MSC07,MSC01,semantic,0.605
MSC07,MSC01,glass,0.75
MSC07,MSC01,motor,0.7049999999999998
MSC07,MSC01,mem,0.67
MSC07,MSC02,semantic,0.585
MSC07,MSC02,glass,0.53
MSC07,MSC02,motor,0.5799999999999998
MSC07,MSC02,mem,0.51
MSC07,MSC03,semantic,0.54
MSC07,MSC03,glass,0.5199999999999999
MSC07,MSC03,motor,0.585
MSC07,MSC03,mem,0.44000000000000006
MSC07,MSC04,semantic,0.575
MSC07,MSC04,glass,0.55
MSC07,MSC04,motor,0.65
MSC07,MSC04,mem,0.7050000000000001
MSC07,MSC05,semantic,0.5
MSC07,MSC05,glass,0.5
MSC07,MSC05,motor,0.5900000000000001
MSC07,MSC05,mem,0.5
MSC07,MSC06,semantic,0.505
