Network,task,train,diff_sub,feature,mu,std,z_score
auditory,glass,MSC03,0.5064748201438849,564,0.5456187050359713,0.0255779661016098,-1.5303751962366867
auditory,glass,MSC04,0.6093525179856115,564,0.6903237410071941,0.053067187901300335,-1.525824642756291
auditory,glass,MSC05,0.556115107913669,564,0.5867122302158274,0.03986700546451362,-0.7674798231182292
auditory,glass,MSC06,0.6674603174603174,564,0.6083492063492065,0.0509494214397955,1.1601919990585108
auditory,glass,MSC07,0.5359712230215827,564,0.5295179856115108,0.016458679053652957,0.39208720147196136
auditory,glass,MSC10,0.5719424460431655,564,0.6476187050359712,0.041694368082421066,-1.8150235265158485
sm,glass,MSC01,0.5517985611510792,2375,0.6483812949640287,0.043742165940882004,-2.208000718196766
sm,glass,MSC02,0.5143884892086331,2375,0.5358992805755398,0.01776979741197349,-1.2105254138920283
sm,glass,MSC03,0.5892086330935252,2375,0.5258705035971226,0.011880868737482016,5.331102539377625
sm,glass,MSC04,0.6107913669064748,2375,0.7012877697841726,0.04231464056938912,-2.138654651439102
sm,glass,MSC05,0.6316546762589927,2375,0.5776115107913672,0.024861584409962213,2.1737619202567826
sm,glass,MSC06,0.557936507936508,2375,0.5738333333333335,0.031585382965556415,-0.5032969020562748
sm,glass,MSC07,0.5280575539568345,2375,0.5184100719424463,0.007440094733823321,1.2966880610444322
sm,glass,MSC10,0.5928057553956835,2375,0.6537050359712226,0.038703360357537055,-1.5734881936079668
van,glass,MSC01,0.518705035971223,3151,0.6308992805755395,0.03217142591893377,-3.4873879972565054
van,glass,MSC02,0.6273381294964029,3151,0.5318417266187052,0.01453835907843188,6.568581939853834
van,glass,MSC03,0.5230215827338129,3151,0.5218201438848922,0.0062568207075087276,0.19202066114487432
van,glass,MSC04,0.5748201438848921,3151,0.7002374100719425,0.04610671335408816,-2.720151948890323
van,glass,MSC05,0.5309352517985612,3151,0.5752589928057553,0.018558535650911284,-2.388321031407331
van,glass,MSC06,0.5936507936507937,3151,0.5698968253968257,0.026954461949802257,0.8812629351758283
van,glass,MSC07,0.5201438848920863,3151,0.5177482014388489,0.006637142844832099,0.3609510160087534
van,glass,MSC10,0.5611510791366906,3151,0.6527194244604317,0.03715008629751726,-2.4648218739093655
co,glass,MSC01,0.5913669064748202,4060,0.6370647482014388,0.03640110544688362,-1.2553970865885038
co,glass,MSC02,0.6115107913669064,4060,0.5287985611510791,0.012700761022883847,6.512383790766467
co,glass,MSC03,0.5230215827338129,4060,0.5218057553956836,0.004683319338982439,0.2596080365498783
co,glass,MSC04,0.6971223021582734,4060,0.6916978417266185,0.03432668618945943,0.15802458768421893
co,glass,MSC05,0.458273381294964,4060,0.5746834532374102,0.019060447897294018,-6.107415343527829
co,glass,MSC06,0.6111111111111112,4060,0.563873015873016,0.02211703500271647,2.1358240483994932
co,glass,MSC07,0.6143884892086331,4060,0.5170000000000002,0.005443222498096898,17.891697288266755
co,glass,MSC10,0.5841726618705035,4060,0.6561726618705037,0.03543819595476652,-2.031706131200959
fp,glass,MSC01,0.5086330935251798,4620,0.6297482014388488,0.03188889031064862,-3.798034573602743
fp,glass,MSC02,0.6172661870503597,4620,0.5288776978417264,0.012220602624490207,7.2327439099854125
fp,glass,MSC03,0.5244604316546763,4620,0.5211654676258991,0.004859167598032384,0.6780922786263606
fp,glass,MSC04,0.6899280575539568,4620,0.6940215827338132,0.030175953252904567,-0.13565520683136578
fp,glass,MSC05,0.6661870503597123,4620,0.5766618705035972,0.018310507835159324,4.889278913619825
fp,glass,MSC06,0.5944444444444444,4620,0.561373015873016,0.022321366308501654,1.481604132755634
fp,glass,MSC07,0.6258992805755396,4620,0.5165179856115109,0.0053338461750347625,20.50702089535153
fp,glass,MSC10,0.7374100719424459,4620,0.654510791366906,0.034928997712301464,2.3733655703021785
dan,glass,MSC01,0.6503597122302158,5264,0.6338705035971222,0.031344424320352504,0.5260651293055308
dan,glass,MSC02,0.5510791366906475,5264,0.5260575539568344,0.009790614583809207,2.555670281944443
dan,glass,MSC03,0.6525179856115108,5264,0.5206402877697842,0.003717476431469844,35.475059566035696
dan,glass,MSC04,0.7474820143884892,5264,0.6929280575539568,0.029693291494329647,1.8372485530932197
dan,glass,MSC05,0.6366906474820144,5264,0.5708129496402878,0.014491043214217687,4.54609767342986
dan,glass,MSC06,0.5333333333333333,5264,0.5641349206349209,0.021446436712145453,-1.4362100201076355
dan,glass,MSC07,0.6453237410071943,5264,0.5167985611510789,0.00492031911066181,26.121309810498854
dan,glass,MSC10,0.6122302158273382,5264,0.6458633093525179,0.0331360527432603,-1.0149999997214674
visual,glass,MSC01,0.6705035971223021,8736,0.6241726618705035,0.024023289179161425,1.9285841712294585
visual,glass,MSC02,0.5697841726618705,8736,0.5245755395683455,0.008402760231839654,5.3802121976801125
visual,glass,MSC03,0.5223021582733813,8736,0.519187050359712,0.002183691135065084,1.4265332050159505
visual,glass,MSC04,0.7546762589928058,8736,0.6950071942446041,0.027988025927466777,2.1319497453246203
visual,glass,MSC05,0.7028776978417266,8736,0.5697913669064748,0.013173184970748368,10.102821089263971
visual,glass,MSC06,0.6087301587301588,8736,0.5596349206349209,0.016005149884693037,3.0674650627415514
visual,glass,MSC07,0.5165467625899279,8736,0.5159352517985613,0.0038428869723148937,0.15912796701338106
visual,glass,MSC10,0.5913669064748202,8736,0.6524172661870503,0.029426579131571328,-2.0746672400914643
default,glass,MSC01,0.6805755395683453,10824,0.6254964028776978,0.022283354825809905,2.4717614165911646
default,glass,MSC02,0.6539568345323741,10824,0.5244604316546763,0.006313338076967364,20.51155843374412
default,glass,MSC03,0.5330935251798561,10824,0.519165467625899,0.0024573448922782545,5.667929478569901
default,glass,MSC04,0.7323741007194244,10824,0.6929856115107913,0.02485908085189144,1.5844708596953698
default,glass,MSC05,0.5863309352517986,10824,0.5741582733812949,0.011592562544385057,1.0500406466557834
