train_sub,test_sub,task,acc
MSC01,MSC02,semantic,0.5749999999999998
MSC01,MSC02,glass,0.585
MSC01,MSC02,motor,0.705
MSC01,MSC02,mem,0.52
MSC01,MSC03,semantic,0.5599999999999999
MSC01,MSC03,glass,0.5050000000000001
MSC01,MSC03,motor,0.7899999999999999
MSC01,MSC03,mem,0.7
MSC01,MSC04,semantic,0.74
MSC01,MSC04,glass,0.41999999999999993
MSC01,MSC04,motor,0.8049999999999999
MSC01,MSC04,mem,0.5599999999999999
MSC01,MSC05,semantic,0.5199999999999999
MSC01,MSC05,glass,0.6650000000000001
MSC01,MSC05,motor,0.745
MSC01,MSC05,mem,0.89
MSC01,MSC06,semantic,0.5849999999999999
MSC01,MSC06,glass,0.7111111111111111
MSC01,MSC06,motor,0.82
MSC01,MSC06,mem,0.655
MSC01,MSC07,semantic,0.745
MSC01,MSC07,glass,0.6500000000000001
MSC01,MSC07,motor,0.8450000000000001
MSC01,MSC07,mem,0.59
MSC01,MSC10,semantic,0.5399999999999999
MSC01,MSC10,glass,0.55
MSC01,MSC10,motor,0.63
MSC01,MSC10,mem,0.585
MSC02,MSC01,semantic,0.5
MSC02,MSC01,glass,0.635
MSC02,MSC01,motor,0.575
MSC02,MSC01,mem,0.5250000000000001
MSC02,MSC03,semantic,0.59
MSC02,MSC03,glass,0.5999999999999999
MSC02,MSC03,motor,0.835
MSC02,MSC03,mem,0.72
MSC02,MSC04,semantic,0.5
MSC02,MSC04,glass,0.6200000000000001
MSC02,MSC04,motor,0.8149999999999998
MSC02,MSC04,mem,0.61
MSC02,MSC05,semantic,0.5149999999999999
MSC02,MSC05,glass,0.595
MSC02,MSC05,motor,0.905
MSC02,MSC05,mem,0.655
MSC02,MSC06,semantic,0.5
MSC02,MSC06,glass,0.4722222222222222
MSC02,MSC06,motor,0.6049999999999999
MSC02,MSC06,mem,0.59
MSC02,MSC07,semantic,0.635
MSC02,MSC07,glass,0.365
MSC02,MSC07,motor,0.72
MSC02,MSC07,mem,0.545
MSC02,MSC10,semantic,0.505
MSC02,MSC10,glass,0.5999999999999999
MSC02,MSC10,motor,0.8049999999999999
MSC02,MSC10,mem,0.78
MSC03,MSC01,semantic,0.5900000000000001
MSC03,MSC01,glass,0.5
MSC03,MSC01,motor,0.8950000000000001
MSC03,MSC01,mem,0.49000000000000005
MSC03,MSC02,semantic,0.615
MSC03,MSC02,glass,0.53
MSC03,MSC02,motor,0.8900000000000002
MSC03,MSC02,mem,0.6049999999999999
MSC03,MSC04,semantic,0.575
MSC03,MSC04,glass,0.6649999999999999
MSC03,MSC04,motor,0.885
MSC03,MSC04,mem,0.5499999999999999
MSC03,MSC05,semantic,0.505
MSC03,MSC05,glass,0.57
MSC03,MSC05,motor,0.89
MSC03,MSC05,mem,0.5999999999999999
MSC03,MSC06,semantic,0.55
MSC03,MSC06,glass,0.5
MSC03,MSC06,motor,0.8799999999999999
MSC03,MSC06,mem,0.675
MSC03,MSC07,semantic,0.5999999999999999
MSC03,MSC07,glass,0.58
MSC03,MSC07,motor,0.885
MSC03,MSC07,mem,0.7799999999999999
MSC03,MSC10,semantic,0.685
MSC03,MSC10,glass,0.625
MSC03,MSC10,motor,0.875
MSC03,MSC10,mem,0.68
MSC04,MSC01,semantic,0.7350000000000001
MSC04,MSC01,glass,0.53
MSC04,MSC01,motor,0.825
MSC04,MSC01,mem,0.585
MSC04,MSC02,semantic,0.655
MSC04,MSC02,glass,0.51
MSC04,MSC02,motor,0.8399999999999999
MSC04,MSC02,mem,0.5900000000000001
MSC04,MSC03,semantic,0.495
MSC04,MSC03,glass,0.6350000000000001
MSC04,MSC03,motor,0.8799999999999999
MSC04,MSC03,mem,0.76
MSC04,MSC05,semantic,0.5599999999999999
MSC04,MSC05,glass,0.51
MSC04,MSC05,motor,0.97
MSC04,MSC05,mem,0.7100000000000001
MSC04,MSC06,semantic,0.725
MSC04,MSC06,glass,0.638888888888889
MSC04,MSC06,motor,0.8300000000000001
MSC04,MSC06,mem,0.8049999999999999
MSC04,MSC07,semantic,0.7
MSC04,MSC07,glass,0.6199999999999999
MSC04,MSC07,motor,0.9000000000000001
MSC04,MSC07,mem,0.5599999999999999
MSC04,MSC10,semantic,0.5349999999999999
