train,task,same_sub,diff_sub,feature,Null_Network
MSC04,mem,1.0,0.9210144927536231,10824,default
MSC05,mem,1.0,0.9115942028985508,10824,default
MSC06,mem,1.0,0.9391304347826087,10824,default
MSC07,mem,1.0,0.9094202898550725,10824,default
MSC10,mem,1.0,0.8608695652173913,10824,default
MSC01,semantic,0.95,0.7785714285714286,10824,default
MSC02,semantic,0.95,0.5364285714285715,10824,default
MSC03,semantic,0.9,0.52,10824,default
MSC04,semantic,0.95,0.6742857142857143,10824,default
MSC05,semantic,0.95,0.785,10824,default
MSC06,semantic,1.0,0.7928571428571428,10824,default
MSC07,semantic,1.0,0.5535714285714286,10824,default
MSC10,semantic,0.9,0.7807142857142857,10824,default
MSC01,glass,0.9,0.6287769784172662,10824,default
MSC02,glass,0.85,0.5107913669064748,10824,default
MSC03,glass,0.9,0.5194244604316547,10824,default
MSC04,glass,0.95,0.6654676258992805,10824,default
MSC05,glass,0.9,0.59568345323741,10824,default
MSC06,glass,0.7777777777777778,0.5833333333333334,10824,default
MSC07,glass,0.9,0.5158273381294964,10824,default
MSC10,glass,0.85,0.6539568345323741,10824,default
MSC01,motor,1.0,0.9268115942028986,10824,default
MSC02,motor,0.95,0.5594202898550724,10824,default
MSC03,motor,0.95,0.8318840579710145,10824,default
MSC04,motor,1.0,0.963768115942029,10824,default
MSC05,motor,1.0,0.8,10824,default
MSC06,motor,1.0,0.8377298161470823,10824,default
MSC07,motor,0.9444444444444444,0.8816946442845723,10824,default
MSC10,motor,0.95,0.8826086956521739,10824,default
MSC01,mem,1.0,0.836231884057971,10824,default
MSC02,mem,1.0,0.9376811594202898,10824,default
MSC03,mem,0.9375,0.7642857142857142,10824,default
MSC04,mem,1.0,0.9434782608695652,10824,default
MSC05,mem,1.0,0.8891304347826087,10824,default
MSC06,mem,1.0,0.9101449275362319,10824,default
MSC07,mem,1.0,0.9065217391304348,10824,default
MSC10,mem,0.95,0.8557971014492753,10824,default
MSC01,semantic,0.95,0.7514285714285714,10824,default
MSC02,semantic,0.95,0.545,10824,default
MSC03,semantic,0.85,0.5057142857142857,10824,default
MSC04,semantic,0.95,0.6857142857142857,10824,default
MSC05,semantic,0.95,0.7721428571428571,10824,default
MSC06,semantic,0.95,0.7578571428571429,10824,default
MSC07,semantic,1.0,0.545,10824,default
MSC10,semantic,0.9,0.7807142857142857,10824,default
MSC01,glass,0.9,0.6517985611510791,10824,default
MSC02,glass,0.85,0.5230215827338129,10824,default
MSC03,glass,0.85,0.5172661870503598,10824,default
MSC04,glass,1.0,0.6741007194244605,10824,default
MSC05,glass,0.9,0.5935251798561151,10824,default
MSC06,glass,0.7777777777777778,0.553968253968254,10824,default
MSC07,glass,0.85,0.5115107913669065,10824,default
MSC10,glass,0.85,0.6496402877697841,10824,default
MSC01,motor,1.0,0.9181159420289855,10824,default
MSC02,motor,0.95,0.5804347826086956,10824,default
MSC03,motor,0.95,0.8405797101449276,10824,default
MSC04,motor,1.0,0.9753623188405797,10824,default
MSC05,motor,1.0,0.7818840579710145,10824,default
MSC06,motor,1.0,0.7609912070343725,10824,default
MSC07,motor,1.0,0.9144684252597922,10824,default
MSC10,motor,0.95,0.8594202898550725,10824,default
MSC01,mem,1.0,0.881159420289855,10824,default
MSC02,mem,1.0,0.9,10824,default
MSC03,mem,1.0,0.7535714285714286,10824,default
MSC04,mem,1.0,0.9405797101449276,10824,default
MSC05,mem,1.0,0.8695652173913043,10824,default
MSC06,mem,1.0,0.9376811594202898,10824,default
MSC07,mem,1.0,0.9079710144927536,10824,default
MSC10,mem,1.0,0.8934782608695652,10824,default
MSC01,semantic,0.95,0.7078571428571429,10824,default
MSC02,semantic,0.95,0.5314285714285714,10824,default
MSC03,semantic,0.9,0.51,10824,default
MSC04,semantic,0.95,0.6685714285714286,10824,default
MSC05,semantic,0.95,0.7671428571428571,10824,default
MSC06,semantic,0.9,0.7971428571428572,10824,default
MSC07,semantic,1.0,0.5564285714285715,10824,default
MSC10,semantic,0.9,0.7742857142857142,10824,default
MSC01,glass,0.9,0.5848920863309353,10824,default
MSC02,glass,0.85,0.5158273381294964,10824,default
MSC03,glass,0.9,0.5179856115107914,10824,default
MSC04,glass,0.95,0.6402877697841727,10824,default
MSC05,glass,0.95,0.5798561151079137,10824,default
MSC06,glass,0.7777777777777778,0.5547619047619048,10824,default
MSC07,glass,0.9,0.5151079136690647,10824,default
MSC10,glass,0.8,0.6244604316546762,10824,default
MSC01,motor,1.0,0.8601449275362318,10824,default
MSC02,motor,0.95,0.558695652173913,10824,default
MSC03,motor,0.95,0.8449275362318841,10824,default
MSC04,motor,1.0,0.9579710144927537,10824,default
MSC05,motor,1.0,0.7384057971014493,10824,default
MSC06,motor,1.0,0.7721822541966427,10824,default
MSC07,motor,0.9444444444444444,0.8952837729816148,10824,default
MSC10,motor,0.95,0.8557971014492753,10824,default
MSC01,mem,1.0,0.9065217391304348,10824,default
MSC02,mem,1.0,0.9289855072463769,10824,default
MSC03,mem,0.9375,0.75625,10824,default
MSC04,mem,1.0,0.9384057971014493,10824,default
MSC05,mem,1.0,0.8623188405797102,10824,default
MSC06,mem,1.0,0.9543478260869566,10824,default
MSC07,mem,1.0,0.8775362318840579,10824,default
MSC10,mem,1.0,0.8384057971014492,10824,default
MSC01,semantic,0.95,0.7135714285714285,10824,default
MSC02,semantic,0.95,0.5307142857142857,10824,default
MSC03,semantic,0.9,0.5092857142857142,10824,default
MSC04,semantic,0.95,0.6778571428571428,10824,default
MSC05,semantic,0.95,0.7714285714285715,10824,default
MSC06,semantic,0.95,0.8414285714285714,10824,default
MSC07,semantic,1.0,0.5521428571428572,10824,default
MSC10,semantic,0.9,0.7657142857142857,10824,default
MSC01,glass,0.9,0.6172661870503597,10824,default
MSC02,glass,0.8,0.5330935251798561,10824,default
MSC03,glass,0.95,0.516546762589928,10824,default
MSC04,glass,0.95,0.6741007194244604,10824,default
MSC05,glass,0.95,0.5705035971223021,10824,default
MSC06,glass,0.8888888888888888,0.5547619047619048,10824,default
MSC07,glass,0.95,0.5143884892086331,10824,default
MSC10,glass,0.85,0.6640287769784172,10824,default
MSC01,motor,1.0,0.9195652173913044,10824,default
MSC02,motor,0.95,0.5985507246376812,10824,default
MSC03,motor,0.95,0.8471014492753624,10824,default
MSC04,motor,1.0,0.9652173913043478,10824,default
MSC05,motor,1.0,0.7333333333333334,10824,default
MSC06,motor,1.0,0.8281374900079936,10824,default
MSC07,motor,1.0,0.894484412470024,10824,default
MSC10,motor,0.95,0.8608695652173913,10824,default
MSC01,mem,1.0,0.9014492753623189,10824,default
MSC02,mem,1.0,0.9028985507246376,10824,default
MSC03,mem,0.9375,0.7580357142857143,10824,default
MSC04,mem,1.0,0.9289855072463769,10824,default
MSC05,mem,1.0,0.8978260869565218,10824,default
MSC06,mem,1.0,0.9108695652173913,10824,default
MSC07,mem,1.0,0.9036231884057971,10824,default
MSC10,mem,1.0,0.8847826086956522,10824,default
MSC01,semantic,0.95,0.755,10824,default
MSC02,semantic,0.95,0.535,10824,default
MSC03,semantic,0.9,0.5007142857142857,10824,default
MSC04,semantic,0.95,0.7728571428571429,10824,default
MSC05,semantic,0.95,0.7728571428571429,10824,default
MSC06,semantic,0.95,0.8014285714285714,10824,default
MSC07,semantic,1.0,0.5578571428571428,10824,default
MSC10,semantic,0.9,0.7542857142857142,10824,default
MSC01,glass,0.9,0.6129496402877698,10824,default
MSC02,glass,0.85,0.5230215827338129,10824,default
MSC03,glass,0.85,0.518705035971223,10824,default
MSC04,glass,0.95,0.6712230215827338,10824,default
MSC05,glass,0.9,0.5683453237410072,10824,default
MSC06,glass,0.8333333333333334,0.5611111111111111,10824,default
MSC07,glass,0.9,0.5158273381294964,10824,default
MSC10,glass,0.85,0.6230215827338129,10824,default
MSC01,motor,1.0,0.9239130434782609,10824,default
MSC02,motor,0.95,0.5891304347826087,10824,default
MSC03,motor,1.0,0.8282608695652174,10824,default
MSC04,motor,1.0,0.9695652173913043,10824,default
MSC05,motor,1.0,0.736231884057971,10824,default
MSC06,motor,1.0,0.7857713828936851,10824,default
MSC07,motor,1.0,0.8697042366107114,10824,default
MSC10,motor,0.95,0.8775362318840579,10824,default
MSC01,mem,1.0,0.8644927536231884,10824,default
MSC02,mem,1.0,0.9297101449275362,10824,default
MSC03,mem,0.9375,0.7026785714285715,10824,default
MSC04,mem,1.0,0.9289855072463769,10824,default
MSC05,mem,1.0,0.8753623188405797,10824,default
MSC06,mem,1.0,0.941304347826087,10824,default
MSC07,mem,1.0,0.9065217391304348,10824,default
MSC10,mem,1.0,0.8710144927536232,10824,default
MSC01,semantic,0.95,0.7821428571428571,10824,default
MSC02,semantic,0.95,0.5414285714285715,10824,default
MSC03,semantic,0.9,0.5028571428571429,10824,default
MSC04,semantic,0.95,0.7492857142857143,10824,default
MSC05,semantic,0.95,0.7557142857142857,10824,default
MSC06,semantic,0.95,0.7921428571428571,10824,default
MSC07,semantic,1.0,0.5485714285714286,10824,default
MSC10,semantic,0.9,0.7821428571428571,10824,default
MSC01,glass,0.9,0.6625899280575539,10824,default
MSC02,glass,0.8,0.5316546762589929,10824,default
MSC03,glass,0.85,0.5179856115107914,10824,default
MSC04,glass,1.0,0.7064748201438849,10824,default
MSC05,glass,0.9,0.5848920863309353,10824,default
MSC06,glass,0.8333333333333334,0.5476190476190476,10824,default
MSC07,glass,0.85,0.5107913669064749,10824,default
MSC10,glass,0.85,0.6669064748201439,10824,default
MSC01,motor,1.0,0.9195652173913044,10824,default
MSC02,motor,0.95,0.5478260869565218,10824,default
MSC03,motor,0.95,0.8072463768115942,10824,default
MSC04,motor,1.0,0.9717391304347827,10824,default
MSC05,motor,1.0,0.8202898550724638,10824,default
MSC06,motor,1.0,0.7905675459632294,10824,default
MSC07,motor,1.0,0.8752997601918465,10824,default
MSC10,motor,0.95,0.8753623188405797,10824,default
MSC01,mem,1.0,0.8543478260869566,10824,default
MSC02,mem,1.0,0.9065217391304348,10824,default
MSC03,mem,0.9375,0.7678571428571429,10824,default
MSC04,mem,1.0,0.9231884057971015,10824,default
MSC05,mem,1.0,0.8833333333333333,10824,default
MSC06,mem,1.0,0.9355072463768116,10824,default
MSC07,mem,1.0,0.8797101449275362,10824,default
MSC10,mem,0.95,0.8826086956521739,10824,default
MSC01,semantic,0.95,0.7042857142857143,10824,default
MSC02,semantic,0.95,0.5428571428571428,10824,default
MSC03,semantic,0.9,0.5028571428571429,10824,default
MSC04,semantic,0.95,0.7728571428571429,10824,default
MSC05,semantic,0.95,0.7478571428571429,10824,default
MSC06,semantic,0.95,0.7728571428571429,10824,default
MSC07,semantic,1.0,0.5428571428571429,10824,default
MSC10,semantic,0.9,0.7664285714285715,10824,default
MSC01,glass,0.9,0.5834532374100719,10824,default
MSC02,glass,0.8,0.537410071942446,10824,default
MSC03,glass,0.85,0.5194244604316547,10824,default
MSC04,glass,0.95,0.6870503597122302,10824,default
MSC05,glass,0.95,0.5748201438848921,10824,default
MSC06,glass,0.7777777777777778,0.5444444444444444,10824,default
MSC07,glass,0.9,0.516546762589928,10824,default
MSC10,glass,0.85,0.6776978417266187,10824,default
MSC01,motor,1.0,0.8847826086956522,10824,default
MSC02,motor,0.95,0.5768115942028985,10824,default
MSC03,motor,0.95,0.8449275362318841,10824,default
MSC04,motor,1.0,0.9739130434782609,10824,default
MSC05,motor,1.0,0.744927536231884,10824,default
MSC06,motor,1.0,0.7753796962430056,10824,default
MSC07,motor,1.0,0.8697042366107114,10824,default
MSC10,motor,0.95,0.8673913043478261,10824,default
MSC01,mem,1.0,0.8978260869565218,10824,default
MSC02,mem,1.0,0.95,10824,default
MSC03,mem,1.0,0.7928571428571429,10824,default
MSC04,mem,1.0,0.8985507246376812,10824,default
MSC05,mem,1.0,0.8681159420289856,10824,default
MSC06,mem,1.0,0.946376811594203,10824,default
MSC07,mem,0.95,0.886231884057971,10824,default
MSC10,mem,0.95,0.8855072463768116,10824,default
MSC01,semantic,0.95,0.7442857142857143,10824,default
MSC02,semantic,0.95,0.5457142857142857,10824,default
MSC03,semantic,0.9,0.5064285714285715,10824,default
MSC04,semantic,0.95,0.685,10824,default
MSC05,semantic,0.95,0.7678571428571428,10824,default
MSC06,semantic,0.95,0.7392857142857143,10824,default
MSC07,semantic,1.0,0.5514285714285714,10824,default
MSC10,semantic,0.9,0.7764285714285715,10824,default
MSC01,glass,0.9,0.6784172661870503,10824,default
MSC02,glass,0.8,0.5122302158273381,10824,default
MSC03,glass,0.9,0.5179856115107914,10824,default
MSC04,glass,1.0,0.6992805755395683,10824,default
MSC05,glass,0.95,0.5755395683453237,10824,default
MSC06,glass,0.8333333333333334,0.557936507936508,10824,default
MSC07,glass,0.9,0.5179856115107914,10824,default
MSC10,glass,0.85,0.6798561151079137,10824,default
MSC01,motor,1.0,0.9289855072463769,10824,default
MSC02,motor,0.95,0.5688405797101449,10824,default
MSC03,motor,0.95,0.8594202898550725,10824,default
MSC04,motor,1.0,0.9702898550724638,10824,default
MSC05,motor,1.0,0.7485507246376811,10824,default
MSC06,motor,1.0,0.7889688249400479,10824,default
MSC07,motor,1.0,0.8721023181454837,10824,default
MSC10,motor,0.95,0.8630434782608696,10824,default
MSC01,mem,1.0,0.8572463768115942,10824,default
MSC02,mem,1.0,0.9398550724637681,10824,default
MSC03,mem,0.9375,0.7321428571428572,10824,default
MSC04,mem,1.0,0.9427536231884058,10824,default
MSC05,mem,1.0,0.9072463768115941,10824,default
MSC06,mem,1.0,0.9434782608695652,10824,default
MSC07,mem,1.0,0.8963768115942029,10824,default
MSC10,mem,0.95,0.8963768115942029,10824,default
MSC01,semantic,0.95,0.7328571428571429,10824,default
MSC02,semantic,0.9,0.5357142857142857,10824,default
MSC03,semantic,0.9,0.5185714285714286,10824,default
MSC04,semantic,0.95,0.7442857142857143,10824,default
MSC05,semantic,0.95,0.7142857142857143,10824,default
MSC06,semantic,1.0,0.7942857142857143,10824,default
MSC07,semantic,1.0,0.5557142857142857,10824,default
MSC10,semantic,0.85,0.7621428571428571,10824,default
MSC01,glass,0.9,0.6122302158273382,10824,default
MSC02,glass,0.8,0.518705035971223,10824,default
MSC03,glass,0.9,0.5223021582733813,10824,default
MSC04,glass,1.0,0.6798561151079137,10824,default
MSC05,glass,0.9,0.5870503597122302,10824,default
MSC06,glass,0.7777777777777778,0.5841269841269842,10824,default
MSC07,glass,0.9,0.5151079136690647,10824,default
MSC10,glass,0.85,0.6906474820143885,10824,default
MSC01,motor,1.0,0.9115942028985506,10824,default
MSC02,motor,0.95,0.5753623188405798,10824,default
MSC03,motor,0.95,0.8434782608695652,10824,default
MSC04,motor,1.0,0.9652173913043478,10824,default
MSC05,motor,1.0,0.777536231884058,10824,default
MSC06,motor,1.0,0.8129496402877697,10824,default
MSC07,motor,1.0,0.8880895283772982,10824,default
MSC10,motor,0.95,0.8971014492753623,10824,default
MSC01,mem,1.0,0.8710144927536232,10824,default
MSC02,mem,1.0,0.9586956521739131,10824,default
MSC03,mem,0.9375,0.8035714285714286,10824,default
MSC04,mem,1.0,0.9036231884057971,10824,default
MSC05,mem,1.0,0.8775362318840579,10824,default
MSC06,mem,1.0,0.9166666666666666,10824,default
MSC07,mem,1.0,0.9043478260869565,10824,default
MSC10,mem,1.0,0.8369565217391305,10824,default
MSC01,semantic,0.95,0.7692857142857142,10824,default
MSC02,semantic,0.9,0.5457142857142857,10824,default
MSC03,semantic,0.9,0.5064285714285715,10824,default
MSC04,semantic,0.95,0.7471428571428571,10824,default
MSC05,semantic,0.95,0.7914285714285714,10824,default
MSC06,semantic,1.0,0.8185714285714285,10824,default
MSC07,semantic,1.0,0.545,10824,default
MSC10,semantic,0.9,0.78,10824,default
MSC01,glass,0.9,0.6251798561151078,10824,default
MSC02,glass,0.8,0.5215827338129496,10824,default
MSC03,glass,0.9,0.5179856115107914,10824,default
MSC04,glass,1.0,0.6669064748201439,10824,default
MSC05,glass,0.9,0.5733812949640288,10824,default
MSC06,glass,0.7777777777777778,0.5738095238095238,10824,default
MSC07,glass,0.85,0.5136690647482015,10824,default
MSC10,glass,0.8,0.6503597122302158,10824,default
MSC01,motor,1.0,0.9079710144927536,10824,default
MSC02,motor,0.95,0.5666666666666667,10824,default
MSC03,motor,0.95,0.8557971014492753,10824,default
MSC04,motor,1.0,0.9753623188405797,10824,default
MSC05,motor,1.0,0.7485507246376811,10824,default
MSC06,motor,1.0,0.876898481215028,10824,default
MSC07,motor,0.9444444444444444,0.8936850519584333,10824,default
MSC10,motor,0.95,0.8855072463768117,10824,default
MSC01,mem,1.0,0.8507246376811595,10824,default
MSC02,mem,1.0,0.8869565217391304,10824,default
MSC03,mem,0.9375,0.7732142857142857,10824,default
MSC04,mem,1.0,0.9442028985507246,10824,default
MSC05,mem,1.0,0.8847826086956522,10824,default
MSC06,mem,1.0,0.9036231884057971,10824,default
MSC07,mem,1.0,0.8978260869565218,10824,default
MSC10,mem,1.0,0.9057971014492754,10824,default
MSC01,semantic,0.95,0.7678571428571428,10824,default
MSC02,semantic,0.95,0.5464285714285714,10824,default
MSC03,semantic,0.9,0.5057142857142857,10824,default
MSC04,semantic,0.95,0.7535714285714286,10824,default
MSC05,semantic,0.95,0.7564285714285715,10824,default
MSC06,semantic,0.95,0.765,10824,default
MSC07,semantic,1.0,0.5357142857142857,10824,default
MSC10,semantic,0.9,0.7371428571428571,10824,default
MSC01,glass,0.9,0.6273381294964029,10824,default
MSC02,glass,0.85,0.5172661870503596,10824,default
MSC03,glass,0.9,0.5201438848920863,10824,default
MSC04,glass,0.95,0.6870503597122302,10824,default
MSC05,glass,0.9,0.5841726618705035,10824,default
MSC06,glass,0.8333333333333334,0.5484126984126984,10824,default
MSC07,glass,0.95,0.5107913669064749,10824,default
MSC10,glass,0.85,0.6410071942446043,10824,default
MSC01,motor,1.0,0.9217391304347826,10824,default
MSC02,motor,0.95,0.586231884057971,10824,default
MSC03,motor,0.95,0.8543478260869566,10824,default
MSC04,motor,1.0,0.9659420289855073,10824,default
MSC05,motor,1.0,0.7434782608695653,10824,default
MSC06,motor,1.0,0.7921662669864109,10824,default
MSC07,motor,0.9444444444444444,0.8401278976818545,10824,default
MSC10,motor,0.95,0.8586956521739131,10824,default
MSC01,mem,1.0,0.8615942028985507,10824,default
MSC02,mem,1.0,0.9333333333333333,10824,default
MSC03,mem,1.0,0.7776785714285714,10824,default
MSC04,mem,1.0,0.9014492753623189,10824,default
MSC05,mem,1.0,0.8876811594202898,10824,default
MSC06,mem,1.0,0.9536231884057971,10824,default
MSC07,mem,1.0,0.9079710144927536,10824,default
MSC10,mem,1.0,0.8905797101449275,10824,default
MSC01,semantic,0.95,0.7392857142857143,10824,default
MSC02,semantic,0.95,0.5564285714285715,10824,default
MSC03,semantic,0.9,0.5021428571428571,10824,default
MSC04,semantic,0.95,0.6607142857142857,10824,default
MSC05,semantic,0.95,0.7242857142857143,10824,default
MSC06,semantic,1.0,0.7485714285714286,10824,default
MSC07,semantic,1.0,0.5564285714285714,10824,default
MSC10,semantic,0.9,0.77,10824,default
MSC01,glass,0.9,0.6179856115107913,10824,default
MSC02,glass,0.75,0.5302158273381294,10824,default
MSC03,glass,0.9,0.5201438848920863,10824,default
MSC04,glass,0.95,0.7223021582733813,10824,default
MSC05,glass,0.9,0.5705035971223021,10824,default
MSC06,glass,0.7777777777777778,0.5515873015873016,10824,default
MSC07,glass,0.9,0.5179856115107914,10824,default
MSC10,glass,0.85,0.718705035971223,10824,default
MSC01,motor,1.0,0.9166666666666667,10824,default
MSC02,motor,0.95,0.5746376811594203,10824,default
MSC03,motor,0.95,0.8492753623188406,10824,default
MSC04,motor,1.0,0.9594202898550724,10824,default
MSC05,motor,1.0,0.7507246376811594,10824,default
MSC06,motor,1.0,0.7825739408473221,10824,default
MSC07,motor,0.9444444444444444,0.8896882494004796,10824,default
MSC10,motor,0.95,0.9014492753623189,10824,default
MSC01,mem,1.0,0.8644927536231884,10824,default
MSC02,mem,1.0,0.8775362318840579,10824,default
MSC03,mem,0.9375,0.7517857142857143,10824,default
MSC04,mem,1.0,0.9166666666666666,10824,default
MSC05,mem,1.0,0.9094202898550725,10824,default
MSC06,mem,1.0,0.9318840579710145,10824,default
MSC07,mem,1.0,0.8920289855072464,10824,default
MSC10,mem,1.0,0.8681159420289856,10824,default
MSC01,semantic,0.95,0.7414285714285714,10824,default
MSC02,semantic,0.9,0.5371428571428571,10824,default
MSC03,semantic,0.9,0.5021428571428571,10824,default
MSC04,semantic,0.95,0.7428571428571429,10824,default
MSC05,semantic,0.95,0.73,10824,default
MSC06,semantic,0.95,0.7371428571428571,10824,default
MSC07,semantic,1.0,0.5407142857142857,10824,default
MSC10,semantic,0.9,0.7878571428571428,10824,default
MSC01,glass,0.9,0.6158273381294964,10824,default
MSC02,glass,0.8,0.5280575539568345,10824,default
MSC03,glass,0.9,0.5179856115107914,10824,default
MSC04,glass,0.95,0.7035971223021582,10824,default
MSC05,glass,0.95,0.579136690647482,10824,default
MSC06,glass,0.7777777777777778,0.5428571428571429,10824,default
MSC07,glass,0.9,0.5115107913669065,10824,default
MSC10,glass,0.85,0.7028776978417266,10824,default
MSC01,motor,1.0,0.9355072463768116,10824,default
MSC02,motor,0.95,0.6,10824,default
MSC03,motor,1.0,0.8347826086956522,10824,default
MSC04,motor,1.0,0.9717391304347827,10824,default
MSC05,motor,1.0,0.744927536231884,10824,default
MSC06,motor,1.0,0.7410071942446043,10824,default
MSC07,motor,0.9444444444444444,0.8633093525179856,10824,default
MSC10,motor,0.95,0.8913043478260869,10824,default
MSC01,mem,1.0,0.8666666666666667,10824,default
MSC02,mem,1.0,0.9043478260869565,10824,default
MSC03,mem,0.9375,0.7758928571428572,10824,default
MSC04,mem,1.0,0.9195652173913044,10824,default
MSC05,mem,1.0,0.9094202898550724,10824,default
MSC06,mem,1.0,0.9297101449275362,10824,default
MSC07,mem,1.0,0.9065217391304348,10824,default
MSC10,mem,1.0,0.8659420289855072,10824,default
MSC01,semantic,0.95,0.7342857142857143,10824,default
MSC02,semantic,0.95,0.5471428571428572,10824,default
MSC03,semantic,0.9,0.5014285714285714,10824,default
MSC04,semantic,0.95,0.7335714285714285,10824,default
MSC05,semantic,0.95,0.7357142857142858,10824,default
MSC06,semantic,0.95,0.76,10824,default
MSC07,semantic,1.0,0.5514285714285714,10824,default
MSC10,semantic,0.9,0.7885714285714286,10824,default
MSC01,glass,0.85,0.6215827338129496,10824,default
MSC02,glass,0.85,0.5294964028776978,10824,default
MSC03,glass,0.95,0.5194244604316547,10824,default
MSC04,glass,0.95,0.7,10824,default
MSC05,glass,0.95,0.5776978417266188,10824,default
MSC06,glass,0.8333333333333334,0.557936507936508,10824,default
MSC07,glass,0.9,0.5115107913669065,10824,default
MSC10,glass,0.85,0.6489208633093525,10824,default
MSC01,motor,1.0,0.9405797101449276,10824,default
MSC02,motor,0.95,0.5760869565217391,10824,default
MSC03,motor,0.95,0.8072463768115942,10824,default
MSC04,motor,1.0,0.972463768115942,10824,default
MSC05,motor,1.0,0.7898550724637682,10824,default
MSC06,motor,1.0,0.7929656274980016,10824,default
MSC07,motor,0.9444444444444444,0.8489208633093525,10824,default
MSC10,motor,0.95,0.886231884057971,10824,default
MSC01,mem,1.0,0.8898550724637682,10824,default
MSC02,mem,1.0,0.9050724637681159,10824,default
MSC03,mem,1.0,0.7142857142857143,10824,default
MSC04,mem,1.0,0.9065217391304348,10824,default
MSC05,mem,1.0,0.905072463768116,10824,default
MSC06,mem,1.0,0.9449275362318841,10824,default
MSC07,mem,1.0,0.8898550724637682,10824,default
MSC10,mem,0.95,0.7971014492753623,10824,default
MSC01,semantic,0.95,0.7657142857142857,10824,default
MSC02,semantic,0.95,0.5414285714285714,10824,default
MSC03,semantic,0.9,0.5164285714285713,10824,default
MSC04,semantic,0.95,0.7292857142857143,10824,default
MSC05,semantic,0.95,0.705,10824,default
MSC06,semantic,0.9,0.8049999999999999,10824,default
MSC07,semantic,1.0,0.5392857142857143,10824,default
MSC10,semantic,0.9,0.7335714285714285,10824,default
MSC01,glass,0.85,0.6431654676258993,10824,default
MSC02,glass,0.85,0.5366906474820143,10824,default
MSC03,glass,0.9,0.5179856115107914,10824,default
MSC04,glass,0.95,0.7129496402877697,10824,default
MSC05,glass,0.95,0.5669064748201439,10824,default
MSC06,glass,0.8333333333333334,0.5817460317460318,10824,default
MSC07,glass,0.9,0.5100719424460431,10824,default
MSC10,glass,0.85,0.6834532374100719,10824,default
MSC01,motor,1.0,0.9202898550724637,10824,default
MSC02,motor,0.95,0.6181159420289855,10824,default
MSC03,motor,0.95,0.8702898550724638,10824,default
MSC04,motor,1.0,0.9594202898550724,10824,default
MSC05,motor,1.0,0.7398550724637681,10824,default
MSC06,motor,1.0,0.815347721822542,10824,default
MSC07,motor,1.0,0.8217426059152678,10824,default
MSC10,motor,0.95,0.8731884057971014,10824,default
MSC01,mem,1.0,0.8586956521739131,10824,default
MSC02,mem,1.0,0.9565217391304348,10824,default
MSC03,mem,0.9375,0.8169642857142857,10824,default
MSC04,mem,1.0,0.922463768115942,10824,default
MSC05,mem,1.0,0.8978260869565218,10824,default
MSC06,mem,1.0,0.9347826086956522,10824,default
MSC07,mem,1.0,0.9391304347826087,10824,default
MSC10,mem,0.95,0.8427536231884059,10824,default
MSC01,semantic,0.95,0.7542857142857142,10824,default
MSC02,semantic,0.9,0.5328571428571428,10824,default
MSC03,semantic,0.9,0.51,10824,default
MSC04,semantic,0.95,0.7178571428571429,10824,default
MSC05,semantic,0.95,0.725,10824,default
MSC06,semantic,0.9,0.7571428571428571,10824,default
MSC07,semantic,1.0,0.5485714285714286,10824,default
MSC10,semantic,0.9,0.7664285714285715,10824,default
MSC01,glass,0.9,0.625179856115108,10824,default
MSC02,glass,0.85,0.5273381294964029,10824,default
MSC03,glass,0.9,0.5194244604316547,10824,default
MSC04,glass,0.95,0.681294964028777,10824,default
MSC05,glass,0.95,0.5669064748201439,10824,default
MSC06,glass,0.8333333333333334,0.5452380952380952,10824,default
MSC07,glass,0.95,0.5129496402877698,10824,default
MSC10,glass,0.85,0.6388489208633094,10824,default
MSC01,motor,1.0,0.9050724637681159,10824,default
MSC02,motor,0.95,0.5949275362318841,10824,default
MSC03,motor,0.95,0.8094202898550724,10824,default
MSC04,motor,1.0,0.9652173913043478,10824,default
MSC05,motor,1.0,0.7731884057971015,10824,default
MSC06,motor,1.0,0.7721822541966427,10824,default
MSC07,motor,0.9444444444444444,0.8369304556354916,10824,default
MSC10,motor,0.95,0.8623188405797101,10824,default
MSC01,mem,1.0,0.8934782608695653,10824,default
MSC02,mem,1.0,0.941304347826087,10824,default
MSC03,mem,0.875,0.7116071428571429,10824,default
MSC04,mem,1.0,0.9007246376811594,10824,default
MSC05,mem,1.0,0.8818840579710145,10824,default
MSC06,mem,1.0,0.932608695652174,10824,default
MSC07,mem,1.0,0.8869565217391304,10824,default
MSC10,mem,0.95,0.8601449275362318,10824,default
MSC01,semantic,0.95,0.7178571428571429,10824,default
MSC02,semantic,0.95,0.5464285714285714,10824,default
MSC03,semantic,0.9,0.5057142857142857,10824,default
MSC04,semantic,0.95,0.7164285714285714,10824,default
MSC05,semantic,0.95,0.6957142857142857,10824,default
MSC06,semantic,0.95,0.7907142857142857,10824,default
MSC07,semantic,1.0,0.5478571428571428,10824,default
MSC10,semantic,0.9,0.7628571428571429,10824,default
MSC01,glass,0.9,0.6,10824,default
MSC02,glass,0.8,0.537410071942446,10824,default
MSC03,glass,0.85,0.5223021582733813,10824,default
MSC04,glass,0.95,0.6762589928057554,10824,default
MSC05,glass,0.9,0.5834532374100719,10824,default
MSC06,glass,0.8333333333333334,0.5468253968253968,10824,default
MSC07,glass,0.9,0.516546762589928,10824,default
MSC10,glass,0.85,0.6179856115107913,10824,default
