train,task,same_sub,diff_sub,feature,Null_Network
MSC06,motor,1.0,0.7569944044764189,4060,co
MSC07,motor,0.9444444444444444,0.7482014388489209,4060,co
MSC10,motor,0.95,0.8355072463768116,4060,co
MSC01,mem,1.0,0.8043478260869565,4060,co
MSC02,mem,1.0,0.8826086956521739,4060,co
MSC03,mem,0.9375,0.7205357142857143,4060,co
MSC04,mem,1.0,0.8760869565217392,4060,co
MSC05,mem,1.0,0.9,4060,co
MSC06,mem,1.0,0.922463768115942,4060,co
MSC07,mem,1.0,0.8789855072463768,4060,co
MSC10,mem,1.0,0.8702898550724638,4060,co
MSC01,semantic,0.95,0.7942857142857143,4060,co
MSC02,semantic,0.95,0.5385714285714286,4060,co
MSC03,semantic,0.9,0.5178571428571428,4060,co
MSC04,semantic,0.95,0.7042857142857143,4060,co
MSC05,semantic,0.95,0.7364285714285714,4060,co
MSC06,semantic,1.0,0.8307142857142857,4060,co
MSC07,semantic,1.0,0.5364285714285715,4060,co
MSC10,semantic,0.95,0.785,4060,co
MSC01,glass,0.9,0.7302158273381295,4060,co
MSC02,glass,0.85,0.5287769784172662,4060,co
MSC03,glass,0.95,0.5194244604316547,4060,co
MSC04,glass,0.95,0.6489208633093525,4060,co
MSC05,glass,0.9,0.5733812949640288,4060,co
MSC06,glass,0.7777777777777778,0.5476190476190476,4060,co
MSC07,glass,0.95,0.516546762589928,4060,co
MSC10,glass,0.85,0.6611510791366906,4060,co
MSC01,motor,1.0,0.9405797101449276,4060,co
MSC02,motor,0.95,0.6094202898550725,4060,co
MSC03,motor,1.0,0.8282608695652174,4060,co
MSC04,motor,1.0,0.9492753623188406,4060,co
MSC05,motor,1.0,0.7876811594202898,4060,co
MSC06,motor,1.0,0.8217426059152678,4060,co
MSC07,motor,1.0,0.8776978417266187,4060,co
MSC10,motor,0.95,0.8586956521739131,4060,co
MSC01,mem,1.0,0.7876811594202898,4060,co
MSC02,mem,1.0,0.8557971014492753,4060,co
MSC03,mem,0.9375,0.8276785714285714,4060,co
MSC04,mem,1.0,0.9108695652173913,4060,co
MSC05,mem,1.0,0.9065217391304348,4060,co
MSC06,mem,1.0,0.9297101449275362,4060,co
MSC07,mem,0.95,0.886231884057971,4060,co
MSC10,mem,1.0,0.886231884057971,4060,co
MSC01,semantic,0.95,0.7678571428571429,4060,co
MSC02,semantic,0.85,0.5514285714285714,4060,co
MSC03,semantic,0.9,0.5214285714285715,4060,co
MSC04,semantic,0.95,0.8028571428571428,4060,co
MSC05,semantic,0.95,0.7585714285714286,4060,co
MSC06,semantic,0.95,0.8264285714285714,4060,co
MSC07,semantic,1.0,0.5285714285714286,4060,co
MSC10,semantic,0.85,0.7714285714285714,4060,co
MSC01,glass,0.85,0.5776978417266186,4060,co
MSC02,glass,0.8,0.5402877697841727,4060,co
MSC03,glass,0.95,0.5172661870503598,4060,co
MSC04,glass,0.95,0.7676258992805756,4060,co
MSC05,glass,0.95,0.576978417266187,4060,co
MSC06,glass,0.7777777777777778,0.5547619047619048,4060,co
MSC07,glass,0.95,0.5064748201438849,4060,co
MSC10,glass,0.85,0.6050359712230216,4060,co
MSC01,motor,1.0,0.8913043478260869,4060,co
MSC02,motor,0.95,0.6231884057971014,4060,co
MSC03,motor,0.95,0.8289855072463768,4060,co
MSC04,motor,1.0,0.9579710144927536,4060,co
MSC05,motor,1.0,0.7760869565217392,4060,co
MSC06,motor,1.0,0.8017585931254996,4060,co
MSC07,motor,0.9444444444444444,0.8617106314948042,4060,co
MSC10,motor,0.95,0.8391304347826087,4060,co
MSC01,mem,1.0,0.8833333333333333,4060,co
MSC02,mem,1.0,0.9268115942028985,4060,co
MSC03,mem,1.0,0.8008928571428572,4060,co
MSC04,mem,1.0,0.9297101449275362,4060,co
MSC05,mem,1.0,0.8884057971014493,4060,co
MSC06,mem,1.0,0.913768115942029,4060,co
MSC07,mem,1.0,0.9282608695652174,4060,co
MSC10,mem,1.0,0.855072463768116,4060,co
MSC01,semantic,0.95,0.7064285714285714,4060,co
MSC02,semantic,0.95,0.5207142857142857,4060,co
MSC03,semantic,0.9,0.5142857142857142,4060,co
MSC04,semantic,0.95,0.705,4060,co
MSC05,semantic,0.95,0.725,4060,co
MSC06,semantic,0.9,0.7721428571428571,4060,co
MSC07,semantic,1.0,0.5714285714285714,4060,co
MSC10,semantic,0.9,0.7921428571428571,4060,co
MSC01,glass,0.9,0.6129496402877698,4060,co
MSC02,glass,0.8,0.5215827338129496,4060,co
MSC03,glass,0.85,0.5158273381294964,4060,co
MSC04,glass,0.95,0.6453237410071943,4060,co
MSC05,glass,0.9,0.5510791366906475,4060,co
MSC06,glass,0.8333333333333334,0.5515873015873015,4060,co
MSC07,glass,0.85,0.5143884892086331,4060,co
MSC10,glass,0.85,0.7093525179856115,4060,co
MSC01,motor,1.0,0.8898550724637682,4060,co
MSC02,motor,0.95,0.5644927536231884,4060,co
MSC03,motor,0.95,0.8181159420289855,4060,co
MSC04,motor,1.0,0.9181159420289855,4060,co
MSC05,motor,1.0,0.7050724637681159,4060,co
MSC06,motor,1.0,0.8009592326139089,4060,co
MSC07,motor,1.0,0.8369304556354916,4060,co
MSC10,motor,0.95,0.855072463768116,4060,co
MSC01,mem,1.0,0.8594202898550725,4060,co
MSC02,mem,1.0,0.932608695652174,4060,co
MSC03,mem,1.0,0.7794642857142857,4060,co
MSC04,mem,1.0,0.894927536231884,4060,co
MSC05,mem,1.0,0.8833333333333333,4060,co
MSC06,mem,1.0,0.9217391304347826,4060,co
MSC07,mem,0.95,0.8942028985507247,4060,co
MSC10,mem,0.95,0.8449275362318841,4060,co
MSC01,semantic,0.95,0.7592857142857142,4060,co
MSC02,semantic,0.9,0.56,4060,co
MSC03,semantic,0.9,0.5021428571428571,4060,co
MSC04,semantic,0.95,0.77,4060,co
MSC05,semantic,0.95,0.75,4060,co
MSC06,semantic,0.9,0.8085714285714286,4060,co
MSC07,semantic,1.0,0.5742857142857143,4060,co
MSC10,semantic,0.9,0.7942857142857143,4060,co
MSC01,glass,0.9,0.6122302158273382,4060,co
MSC02,glass,0.85,0.5194244604316547,4060,co
MSC03,glass,0.85,0.516546762589928,4060,co
MSC04,glass,0.95,0.7014388489208633,4060,co
MSC05,glass,0.95,0.5669064748201439,4060,co
MSC06,glass,0.8333333333333334,0.5547619047619048,4060,co
MSC07,glass,0.95,0.520863309352518,4060,co
MSC10,glass,0.8,0.637410071942446,4060,co
MSC01,motor,1.0,0.8847826086956522,4060,co
MSC02,motor,0.95,0.6115942028985507,4060,co
MSC03,motor,0.95,0.7442028985507246,4060,co
MSC04,motor,1.0,0.9615942028985507,4060,co
MSC05,motor,1.0,0.7159420289855072,4060,co
MSC06,motor,1.0,0.7458033573141487,4060,co
MSC07,motor,0.9444444444444444,0.8481215027977618,4060,co
MSC10,motor,0.95,0.8615942028985507,4060,co
MSC01,mem,1.0,0.8833333333333333,4060,co
MSC02,mem,1.0,0.8898550724637682,4060,co
MSC03,mem,0.9375,0.6383928571428571,4060,co
MSC04,mem,1.0,0.9079710144927536,4060,co
MSC05,mem,1.0,0.8659420289855073,4060,co
MSC06,mem,1.0,0.9572463768115942,4060,co
MSC07,mem,0.95,0.8898550724637682,4060,co
MSC10,mem,0.95,0.8760869565217392,4060,co
MSC01,semantic,0.95,0.7728571428571429,4060,co
MSC02,semantic,0.95,0.53,4060,co
MSC03,semantic,0.9,0.5285714285714286,4060,co
MSC04,semantic,0.95,0.6778571428571428,4060,co
MSC05,semantic,0.95,0.6971428571428572,4060,co
MSC06,semantic,1.0,0.7271428571428571,4060,co
MSC07,semantic,1.0,0.5835714285714286,4060,co
MSC10,semantic,0.9,0.7728571428571429,4060,co
MSC01,glass,0.9,0.6532374100719425,4060,co
MSC02,glass,0.85,0.5201438848920863,4060,co
MSC03,glass,0.85,0.5273381294964029,4060,co
MSC04,glass,0.95,0.6330935251798561,4060,co
MSC05,glass,0.9,0.5676258992805755,4060,co
MSC06,glass,0.8333333333333334,0.5373015873015873,4060,co
MSC07,glass,0.9,0.5107913669064749,4060,co
MSC10,glass,0.8,0.658273381294964,4060,co
MSC01,motor,1.0,0.9195652173913044,4060,co
MSC02,motor,0.95,0.563768115942029,4060,co
MSC03,motor,1.0,0.8652173913043478,4060,co
MSC04,motor,1.0,0.9565217391304348,4060,co
MSC05,motor,1.0,0.7992753623188406,4060,co
MSC06,motor,1.0,0.7993605115907274,4060,co
MSC07,motor,1.0,0.929656274980016,4060,co
MSC10,motor,0.95,0.8398550724637681,4060,co
MSC01,mem,1.0,0.8615942028985507,4060,co
MSC02,mem,1.0,0.8818840579710145,4060,co
MSC03,mem,0.9375,0.78125,4060,co
MSC04,mem,1.0,0.9550724637681159,4060,co
MSC05,mem,1.0,0.8753623188405797,4060,co
MSC06,mem,1.0,0.9557971014492753,4060,co
MSC07,mem,1.0,0.8514492753623188,4060,co
MSC10,mem,1.0,0.8739130434782609,4060,co
MSC01,semantic,0.95,0.7621428571428571,4060,co
MSC02,semantic,0.9,0.5628571428571428,4060,co
MSC03,semantic,0.9,0.5071428571428571,4060,co
MSC04,semantic,0.95,0.7085714285714286,4060,co
MSC05,semantic,0.95,0.7471428571428571,4060,co
MSC06,semantic,0.95,0.8178571428571428,4060,co
MSC07,semantic,1.0,0.5614285714285714,4060,co
MSC10,semantic,0.9,0.81,4060,co
MSC01,glass,0.9,0.681294964028777,4060,co
MSC02,glass,0.85,0.5474820143884892,4060,co
MSC03,glass,0.95,0.520863309352518,4060,co
MSC04,glass,0.95,0.6935251798561151,4060,co
MSC05,glass,1.0,0.5884892086330935,4060,co
MSC06,glass,0.7777777777777778,0.5825396825396826,4060,co
MSC07,glass,0.9,0.5215827338129496,4060,co
MSC10,glass,0.8,0.6438848920863309,4060,co
MSC01,motor,1.0,0.9297101449275362,4060,co
MSC02,motor,0.95,0.5956521739130435,4060,co
MSC03,motor,0.95,0.8681159420289855,4060,co
MSC04,motor,1.0,0.9586956521739131,4060,co
MSC05,motor,1.0,0.7913043478260869,4060,co
MSC06,motor,1.0,0.8105515587529976,4060,co
MSC07,motor,0.9444444444444444,0.8505195843325339,4060,co
MSC10,motor,0.95,0.8304347826086956,4060,co
MSC01,mem,1.0,0.7985507246376812,4060,co
MSC02,mem,1.0,0.8992753623188405,4060,co
MSC03,mem,1.0,0.7875,4060,co
MSC04,mem,1.0,0.9297101449275362,4060,co
MSC05,mem,1.0,0.8760869565217392,4060,co
MSC06,mem,1.0,0.9007246376811594,4060,co
MSC07,mem,1.0,0.8623188405797102,4060,co
MSC10,mem,1.0,0.841304347826087,4060,co
MSC01,semantic,0.95,0.7421428571428571,4060,co
MSC02,semantic,0.9,0.5385714285714286,4060,co
MSC03,semantic,0.9,0.5264285714285715,4060,co
MSC04,semantic,0.95,0.7392857142857143,4060,co
MSC05,semantic,0.95,0.6685714285714286,4060,co
MSC06,semantic,0.95,0.7821428571428571,4060,co
MSC07,semantic,1.0,0.5528571428571428,4060,co
MSC10,semantic,0.85,0.6364285714285715,4060,co
MSC01,glass,0.85,0.6237410071942446,4060,co
MSC02,glass,0.75,0.5431654676258992,4060,co
MSC03,glass,0.85,0.5223021582733813,4060,co
MSC04,glass,0.95,0.676978417266187,4060,co
MSC05,glass,0.95,0.5546762589928057,4060,co
MSC06,glass,0.7777777777777778,0.5706349206349206,4060,co
MSC07,glass,0.9,0.516546762589928,4060,co
MSC10,glass,0.8,0.618705035971223,4060,co
MSC01,motor,1.0,0.908695652173913,4060,co
MSC02,motor,0.95,0.5572463768115942,4060,co
MSC03,motor,1.0,0.8992753623188405,4060,co
MSC04,motor,1.0,0.9565217391304348,4060,co
MSC05,motor,1.0,0.7579710144927536,4060,co
MSC06,motor,1.0,0.8593125499600319,4060,co
MSC07,motor,1.0,0.8465227817745804,4060,co
MSC10,motor,0.95,0.8130434782608695,4060,co
MSC01,mem,1.0,0.8789855072463768,4060,co
MSC02,mem,1.0,0.8942028985507247,4060,co
MSC03,mem,0.9375,0.8160714285714286,4060,co
MSC04,mem,1.0,0.9057971014492754,4060,co
MSC05,mem,1.0,0.8847826086956522,4060,co
MSC06,mem,1.0,0.9268115942028986,4060,co
MSC07,mem,1.0,0.8652173913043478,4060,co
MSC10,mem,0.95,0.9188405797101449,4060,co
MSC01,semantic,0.95,0.7342857142857143,4060,co
MSC02,semantic,0.95,0.5414285714285714,4060,co
MSC03,semantic,0.9,0.5107142857142857,4060,co
MSC04,semantic,0.95,0.6771428571428572,4060,co
MSC05,semantic,0.95,0.7007142857142857,4060,co
MSC06,semantic,0.9,0.8742857142857143,4060,co
MSC07,semantic,1.0,0.5557142857142857,4060,co
MSC10,semantic,0.85,0.7685714285714286,4060,co
MSC01,glass,0.9,0.6287769784172662,4060,co
MSC02,glass,0.85,0.5244604316546763,4060,co
MSC03,glass,0.85,0.5244604316546763,4060,co
MSC04,glass,1.0,0.6726618705035972,4060,co
MSC05,glass,0.9,0.5654676258992806,4060,co
MSC06,glass,0.7777777777777778,0.5523809523809524,4060,co
MSC07,glass,0.9,0.5100719424460431,4060,co
MSC10,glass,0.8,0.6719424460431654,4060,co
MSC01,motor,1.0,0.9094202898550725,4060,co
MSC02,motor,0.95,0.5847826086956521,4060,co
MSC03,motor,0.95,0.8021739130434783,4060,co
MSC04,motor,1.0,0.9384057971014492,4060,co
MSC05,motor,1.0,0.686231884057971,4060,co
MSC06,motor,1.0,0.882494004796163,4060,co
MSC07,motor,0.9444444444444444,0.8633093525179856,4060,co
MSC10,motor,1.0,0.8826086956521739,4060,co
MSC01,mem,1.0,0.8695652173913043,4060,co
MSC02,mem,1.0,0.9282608695652174,4060,co
MSC03,mem,0.9375,0.8071428571428572,4060,co
MSC04,mem,1.0,0.9188405797101449,4060,co
MSC05,mem,1.0,0.868840579710145,4060,co
MSC06,mem,1.0,0.922463768115942,4060,co
MSC07,mem,1.0,0.9246376811594202,4060,co
MSC10,mem,0.95,0.9,4060,co
MSC01,semantic,0.95,0.7778571428571428,4060,co
MSC02,semantic,0.95,0.5392857142857143,4060,co
MSC03,semantic,0.9,0.5021428571428571,4060,co
MSC04,semantic,0.95,0.6864285714285714,4060,co
MSC05,semantic,0.95,0.7314285714285714,4060,co
MSC06,semantic,0.95,0.7685714285714286,4060,co
MSC07,semantic,1.0,0.5614285714285714,4060,co
MSC10,semantic,0.9,0.6392857142857142,4060,co
MSC01,glass,0.9,0.6151079136690647,4060,co
MSC02,glass,0.85,0.5280575539568345,4060,co
MSC03,glass,0.85,0.520863309352518,4060,co
MSC04,glass,0.95,0.6755395683453237,4060,co
MSC05,glass,0.9,0.5733812949640288,4060,co
MSC06,glass,0.8333333333333334,0.5650793650793651,4060,co
MSC07,glass,0.85,0.5143884892086331,4060,co
MSC10,glass,0.9,0.60431654676259,4060,co
MSC01,motor,1.0,0.8913043478260869,4060,co
MSC02,motor,0.95,0.6159420289855072,4060,co
MSC03,motor,0.95,0.8514492753623188,4060,co
MSC04,motor,1.0,0.9152173913043478,4060,co
MSC05,motor,1.0,0.7652173913043478,4060,co
MSC06,motor,1.0,0.8289368505195843,4060,co
MSC07,motor,1.0,0.8393285371702638,4060,co
MSC10,motor,0.95,0.8304347826086956,4060,co
MSC01,mem,1.0,0.8818840579710145,4060,co
MSC02,mem,1.0,0.8891304347826087,4060,co
MSC03,mem,0.9375,0.7008928571428571,4060,co
MSC04,mem,1.0,0.9398550724637681,4060,co
MSC05,mem,1.0,0.8804347826086957,4060,co
MSC06,mem,1.0,0.9318840579710145,4060,co
MSC07,mem,1.0,0.9,4060,co
MSC10,mem,0.95,0.8644927536231884,4060,co
MSC01,semantic,0.95,0.7428571428571429,4060,co
MSC02,semantic,0.9,0.5435714285714286,4060,co
MSC03,semantic,0.85,0.5178571428571428,4060,co
MSC04,semantic,0.95,0.7071428571428572,4060,co
MSC05,semantic,0.95,0.7621428571428571,4060,co
MSC06,semantic,1.0,0.7664285714285715,4060,co
MSC07,semantic,1.0,0.5642857142857143,4060,co
MSC10,semantic,0.9,0.7771428571428571,4060,co
MSC01,glass,0.85,0.6683453237410072,4060,co
MSC02,glass,0.85,0.5230215827338129,4060,co
MSC03,glass,0.85,0.5172661870503598,4060,co
MSC04,glass,0.95,0.6964028776978417,4060,co
MSC05,glass,0.95,0.5582733812949641,4060,co
MSC06,glass,0.8333333333333334,0.5682539682539682,4060,co
MSC07,glass,0.95,0.5179856115107914,4060,co
MSC10,glass,0.85,0.6424460431654676,4060,co
MSC01,motor,1.0,0.9202898550724637,4060,co
MSC02,motor,0.95,0.5615942028985508,4060,co
MSC03,motor,0.95,0.8739130434782609,4060,co
MSC04,motor,1.0,0.9688405797101449,4060,co
MSC05,motor,1.0,0.7905797101449276,4060,co
MSC06,motor,1.0,0.7745803357314148,4060,co
MSC07,motor,1.0,0.903277378097522,4060,co
MSC10,motor,0.95,0.8384057971014492,4060,co
MSC01,mem,1.0,0.8855072463768117,4060,co
MSC02,mem,1.0,0.8528985507246377,4060,co
MSC03,mem,0.9375,0.7223214285714286,4060,co
MSC04,mem,1.0,0.9231884057971014,4060,co
MSC05,mem,1.0,0.8768115942028986,4060,co
MSC06,mem,1.0,0.9579710144927537,4060,co
MSC07,mem,1.0,0.8442028985507246,4060,co
MSC10,mem,1.0,0.8739130434782608,4060,co
MSC01,semantic,0.95,0.7371428571428571,4060,co
MSC02,semantic,0.9,0.5342857142857143,4060,co
MSC03,semantic,0.9,0.5178571428571428,4060,co
MSC04,semantic,0.95,0.7135714285714285,4060,co
MSC05,semantic,0.95,0.6907142857142857,4060,co
MSC06,semantic,1.0,0.8014285714285714,4060,co
MSC07,semantic,1.0,0.5614285714285714,4060,co
MSC10,semantic,0.85,0.7435714285714285,4060,co
MSC01,glass,0.9,0.60431654676259,4060,co
MSC02,glass,0.9,0.5194244604316547,4060,co
MSC03,glass,0.85,0.520863309352518,4060,co
MSC04,glass,0.95,0.7115107913669065,4060,co
MSC05,glass,0.95,0.5575539568345323,4060,co
MSC06,glass,0.8333333333333334,0.5825396825396826,4060,co
MSC07,glass,0.9,0.5230215827338129,4060,co
MSC10,glass,0.85,0.6136690647482015,4060,co
MSC01,motor,1.0,0.8891304347826087,4060,co
MSC02,motor,0.95,0.572463768115942,4060,co
MSC03,motor,0.95,0.8376811594202899,4060,co
MSC04,motor,1.0,0.9695652173913043,4060,co
MSC05,motor,1.0,0.7384057971014493,4060,co
MSC06,motor,1.0,0.768185451638689,4060,co
MSC07,motor,1.0,0.8305355715427658,4060,co
MSC10,motor,0.95,0.8826086956521739,4060,co
MSC01,mem,1.0,0.9115942028985508,4060,co
MSC02,mem,1.0,0.8434782608695652,4060,co
MSC03,mem,1.0,0.7044642857142858,4060,co
MSC04,mem,1.0,0.9115942028985508,4060,co
MSC05,mem,1.0,0.8833333333333333,4060,co
MSC06,mem,1.0,0.8942028985507247,4060,co
MSC07,mem,1.0,0.8978260869565218,4060,co
MSC10,mem,1.0,0.8507246376811595,4060,co
MSC01,semantic,0.95,0.7542857142857142,4060,co
MSC02,semantic,0.85,0.5707142857142857,4060,co
MSC03,semantic,0.85,0.5071428571428571,4060,co
MSC04,semantic,0.95,0.7507142857142857,4060,co
MSC05,semantic,0.95,0.7785714285714286,4060,co
MSC06,semantic,1.0,0.8535714285714285,4060,co
MSC07,semantic,1.0,0.5407142857142857,4060,co
MSC10,semantic,0.85,0.78,4060,co
MSC01,glass,0.9,0.6669064748201439,4060,co
MSC02,glass,0.85,0.5690647482014388,4060,co
MSC03,glass,0.9,0.5194244604316547,4060,co
MSC04,glass,0.95,0.7266187050359713,4060,co
MSC05,glass,0.9,0.5748201438848921,4060,co
MSC06,glass,0.8333333333333334,0.5753968253968254,4060,co
MSC07,glass,0.95,0.5093525179856115,4060,co
MSC10,glass,0.85,0.6345323741007194,4060,co
MSC01,motor,1.0,0.8985507246376812,4060,co
MSC02,motor,0.95,0.567391304347826,4060,co
MSC03,motor,0.95,0.8297101449275363,4060,co
MSC04,motor,1.0,0.9601449275362319,4060,co
MSC05,motor,1.0,0.8195652173913044,4060,co
MSC06,motor,1.0,0.8105515587529976,4060,co
MSC07,motor,0.9444444444444444,0.8409272581934453,4060,co
MSC10,motor,0.95,0.8384057971014492,4060,co
MSC01,mem,1.0,0.8543478260869565,4060,co
MSC02,mem,1.0,0.8782608695652174,4060,co
MSC03,mem,0.9375,0.71875,4060,co
MSC04,mem,1.0,0.8797101449275362,4060,co
MSC05,mem,1.0,0.8804347826086957,4060,co
MSC06,mem,1.0,0.9159420289855073,4060,co
MSC07,mem,1.0,0.9094202898550725,4060,co
MSC10,mem,1.0,0.8586956521739131,4060,co
MSC01,semantic,0.95,0.7135714285714285,4060,co
MSC02,semantic,0.95,0.5428571428571428,4060,co
MSC03,semantic,0.9,0.5042857142857142,4060,co
MSC04,semantic,0.95,0.6392857142857142,4060,co
MSC05,semantic,0.95,0.6492857142857142,4060,co
MSC06,semantic,0.95,0.6492857142857142,4060,co
MSC07,semantic,1.0,0.5585714285714286,4060,co
MSC10,semantic,0.9,0.7657142857142857,4060,co
MSC01,glass,0.9,0.6553956834532374,4060,co
MSC02,glass,0.8,0.5669064748201439,4060,co
MSC03,glass,0.95,0.518705035971223,4060,co
MSC04,glass,0.95,0.6755395683453237,4060,co
MSC05,glass,0.95,0.560431654676259,4060,co
MSC06,glass,0.8333333333333334,0.5388888888888889,4060,co
MSC07,glass,0.9,0.5136690647482014,4060,co
MSC10,glass,0.85,0.7086330935251799,4060,co
MSC01,motor,1.0,0.9050724637681159,4060,co
MSC02,motor,0.95,0.6514492753623189,4060,co
MSC03,motor,0.95,0.8036231884057972,4060,co
MSC04,motor,1.0,0.9007246376811594,4060,co
MSC05,motor,1.0,0.7326086956521739,4060,co
MSC06,motor,1.0,0.8033573141486811,4060,co
MSC07,motor,0.9444444444444444,0.9008792965627498,4060,co
MSC10,motor,0.95,0.8797101449275362,4060,co
MSC01,mem,1.0,0.8507246376811595,4060,co
MSC02,mem,1.0,0.8608695652173913,4060,co
MSC03,mem,1.0,0.7276785714285714,4060,co
MSC04,mem,1.0,0.9456521739130435,4060,co
MSC05,mem,1.0,0.8760869565217392,4060,co
MSC06,mem,1.0,0.9442028985507246,4060,co
MSC07,mem,1.0,0.8833333333333333,4060,co
MSC10,mem,1.0,0.744927536231884,4060,co
MSC01,semantic,0.95,0.7057142857142857,4060,co
MSC02,semantic,0.9,0.5385714285714286,4060,co
MSC03,semantic,0.9,0.51,4060,co
MSC04,semantic,0.95,0.7614285714285715,4060,co
MSC05,semantic,0.95,0.8142857142857143,4060,co
MSC06,semantic,0.95,0.8214285714285714,4060,co
MSC07,semantic,1.0,0.5535714285714286,4060,co
MSC10,semantic,0.9,0.8178571428571428,4060,co
MSC01,glass,0.9,0.6215827338129496,4060,co
MSC02,glass,0.8,0.5330935251798561,4060,co
MSC03,glass,0.85,0.5187050359712231,4060,co
MSC04,glass,0.95,0.6827338129496403,4060,co
MSC05,glass,0.9,0.5892086330935252,4060,co
MSC06,glass,0.7777777777777778,0.5817460317460318,4060,co
MSC07,glass,0.9,0.5223021582733813,4060,co
MSC10,glass,0.85,0.6913669064748201,4060,co
MSC01,motor,1.0,0.8507246376811595,4060,co
MSC02,motor,0.95,0.5652173913043479,4060,co
MSC03,motor,0.95,0.8507246376811595,4060,co
MSC04,motor,1.0,0.9355072463768116,4060,co
MSC05,motor,1.0,0.8304347826086956,4060,co
MSC06,motor,1.0,0.7529976019184652,4060,co
MSC07,motor,0.9444444444444444,0.8249400479616307,4060,co
MSC10,motor,0.95,0.9123188405797101,4060,co
MSC01,mem,1.0,0.8934782608695652,4060,co
MSC02,mem,1.0,0.9108695652173913,4060,co
MSC03,mem,1.0,0.7276785714285714,4060,co
MSC04,mem,1.0,0.8666666666666667,4060,co
MSC05,mem,1.0,0.8884057971014493,4060,co
MSC06,mem,1.0,0.8717391304347826,4060,co
MSC07,mem,1.0,0.8884057971014493,4060,co
MSC10,mem,1.0,0.8442028985507246,4060,co
MSC01,semantic,0.95,0.7292857142857143,4060,co
MSC02,semantic,0.95,0.5292857142857142,4060,co
MSC03,semantic,0.9,0.505,4060,co
MSC04,semantic,0.95,0.71,4060,co
MSC05,semantic,0.95,0.7371428571428571,4060,co
MSC06,semantic,1.0,0.7307142857142858,4060,co
MSC07,semantic,1.0,0.5635714285714286,4060,co
MSC10,semantic,0.9,0.8207142857142857,4060,co
MSC01,glass,0.9,0.620863309352518,4060,co
MSC02,glass,0.9,0.5258992805755396,4060,co
MSC03,glass,0.9,0.516546762589928,4060,co
MSC04,glass,0.95,0.6553956834532374,4060,co
MSC05,glass,0.95,0.5971223021582733,4060,co
MSC06,glass,0.7777777777777778,0.55,4060,co
MSC07,glass,0.95,0.5129496402877698,4060,co
MSC10,glass,0.85,0.637410071942446,4060,co
MSC01,motor,1.0,0.9181159420289855,4060,co
MSC02,motor,0.9,0.5876811594202899,4060,co
MSC03,motor,0.95,0.7579710144927536,4060,co
MSC04,motor,1.0,0.95,4060,co
MSC05,motor,1.0,0.741304347826087,4060,co
MSC06,motor,1.0,0.7106314948041567,4060,co
MSC07,motor,0.9444444444444444,0.8705035971223022,4060,co
MSC10,motor,0.95,0.8681159420289856,4060,co
MSC01,mem,1.0,0.8050724637681159,4060,co
MSC02,mem,1.0,0.894927536231884,4060,co
MSC03,mem,1.0,0.6696428571428571,4060,co
MSC04,mem,1.0,0.8920289855072464,4060,co
MSC05,mem,1.0,0.8869565217391304,4060,co
MSC06,mem,1.0,0.9427536231884058,4060,co
MSC07,mem,1.0,0.8731884057971014,4060,co
MSC10,mem,1.0,0.8442028985507246,4060,co
MSC01,semantic,0.95,0.8035714285714286,4060,co
MSC02,semantic,0.95,0.5428571428571429,4060,co
MSC03,semantic,0.9,0.5292857142857142,4060,co
MSC04,semantic,0.95,0.7157142857142857,4060,co
MSC05,semantic,0.95,0.6542857142857142,4060,co
MSC06,semantic,1.0,0.7707142857142857,4060,co
MSC07,semantic,1.0,0.5378571428571428,4060,co
MSC10,semantic,0.95,0.7614285714285715,4060,co
MSC01,glass,0.85,0.6985611510791366,4060,co
MSC02,glass,0.95,0.539568345323741,4060,co
MSC03,glass,0.9,0.5316546762589928,4060,co
MSC04,glass,0.95,0.6633093525179856,4060,co
MSC05,glass,0.95,0.5460431654676259,4060,co
MSC06,glass,0.7777777777777778,0.5738095238095238,4060,co
MSC07,glass,0.85,0.5122302158273382,4060,co
MSC10,glass,0.8,0.6021582733812949,4060,co
MSC01,motor,1.0,0.9260869565217391,4060,co
MSC02,motor,0.95,0.5688405797101449,4060,co
MSC03,motor,1.0,0.8731884057971014,4060,co
MSC04,motor,1.0,0.9398550724637681,4060,co
MSC05,motor,1.0,0.6927536231884058,4060,co
MSC06,motor,1.0,0.8097521982414069,4060,co
MSC07,motor,1.0,0.7689848121502798,4060,co
MSC10,motor,0.95,0.8666666666666667,4060,co
MSC01,mem,1.0,0.8101449275362319,4060,co
MSC02,mem,1.0,0.9253623188405797,4060,co
MSC03,mem,0.9375,0.79375,4060,co
MSC04,mem,1.0,0.941304347826087,4060,co
MSC05,mem,1.0,0.8782608695652174,4060,co
MSC06,mem,1.0,0.9376811594202898,4060,co
MSC07,mem,0.95,0.8644927536231884,4060,co
MSC10,mem,1.0,0.8789855072463768,4060,co
MSC01,semantic,0.95,0.7821428571428571,4060,co
MSC02,semantic,0.9,0.5342857142857143,4060,co
MSC03,semantic,0.9,0.5028571428571429,4060,co
MSC04,semantic,0.95,0.64,4060,co
MSC05,semantic,0.95,0.7142857142857143,4060,co
MSC06,semantic,1.0,0.7192857142857143,4060,co
MSC07,semantic,1.0,0.5707142857142857,4060,co
MSC10,semantic,0.9,0.7728571428571429,4060,co
MSC01,glass,0.9,0.6690647482014389,4060,co
