train_sub,test_sub,task,acc
MSC01,MSC02,mixed,0.8249999999999998
MSC01,MSC02,motor,0.89
MSC01,MSC02,mem,0.79
MSC01,MSC03,mixed,0.63
MSC01,MSC03,motor,0.925
MSC01,MSC03,mem,0.7250000000000001
MSC01,MSC04,mixed,0.8299999999999998
MSC01,MSC04,motor,0.9949999999999999
MSC01,MSC04,mem,0.885
MSC01,MSC05,mixed,0.89
MSC01,MSC05,motor,0.8750000000000002
MSC01,MSC05,mem,0.9800000000000001
MSC01,MSC06,mixed,0.7000000000000001
MSC01,MSC06,motor,0.7899999999999998
MSC01,MSC06,mem,0.975
MSC01,MSC07,mixed,0.6950000000000001
MSC01,MSC07,motor,0.9349999999999999
MSC01,MSC07,mem,0.64
MSC01,MSC10,mixed,0.8099999999999999
MSC01,MSC10,motor,0.99
MSC01,MSC10,mem,0.9299999999999999
MSC02,MSC01,mixed,0.655
MSC02,MSC01,motor,0.51
MSC02,MSC01,mem,0.925
MSC02,MSC03,mixed,0.76
MSC02,MSC03,motor,0.6900000000000001
MSC02,MSC03,mem,0.72
MSC02,MSC04,mixed,0.5499999999999999
MSC02,MSC04,motor,0.585
MSC02,MSC04,mem,0.9400000000000001
MSC02,MSC05,mixed,0.55
MSC02,MSC05,motor,0.595
MSC02,MSC05,mem,0.915
MSC02,MSC06,mixed,0.6049999999999999
MSC02,MSC06,motor,0.5399999999999999
MSC02,MSC06,mem,0.96
MSC02,MSC07,mixed,0.7699999999999999
MSC02,MSC07,motor,0.51
MSC02,MSC07,mem,0.9
MSC02,MSC10,mixed,0.54
MSC02,MSC10,motor,0.5399999999999999
MSC02,MSC10,mem,0.9899999999999999
MSC03,MSC01,mixed,0.5299999999999999
MSC03,MSC01,motor,0.7749999999999999
MSC03,MSC01,mem,0.505
MSC03,MSC02,mixed,0.625
MSC03,MSC02,motor,0.99
MSC03,MSC02,mem,0.57
MSC03,MSC04,mixed,0.5349999999999999
MSC03,MSC04,motor,0.9
MSC03,MSC04,mem,0.8549999999999999
MSC03,MSC05,mixed,0.805
MSC03,MSC05,motor,0.905
MSC03,MSC05,mem,0.8849999999999998
