train_sub,test_sub,task,acc
MSC01,MSC02,mixed,0.8399999999999999
MSC01,MSC02,motor,0.8900000000000002
MSC01,MSC02,mem,0.6500000000000001
MSC01,MSC03,mixed,0.6399999999999999
MSC01,MSC03,motor,0.9400000000000001
MSC01,MSC03,mem,0.7350000000000001
MSC01,MSC04,mixed,0.78
MSC01,MSC04,motor,0.9949999999999999
MSC01,MSC04,mem,0.825
MSC01,MSC05,mixed,0.8350000000000002
MSC01,MSC05,motor,0.8850000000000001
MSC01,MSC05,mem,0.9450000000000001
MSC01,MSC06,mixed,0.6799999999999999
MSC01,MSC06,motor,0.7549999999999999
MSC01,MSC06,mem,0.96
MSC01,MSC07,mixed,0.575
MSC01,MSC07,motor,0.86
MSC01,MSC07,mem,0.5850000000000001
MSC01,MSC10,mixed,0.7549999999999999
MSC01,MSC10,motor,0.9400000000000001
MSC01,MSC10,mem,0.7300000000000001
MSC02,MSC01,mixed,0.575
MSC02,MSC01,motor,0.5399999999999999
MSC02,MSC01,mem,0.97
MSC02,MSC03,mixed,0.6900000000000001
MSC02,MSC03,motor,0.7050000000000001
MSC02,MSC03,mem,0.85
MSC02,MSC04,mixed,0.535
MSC02,MSC04,motor,0.5650000000000001
MSC02,MSC04,mem,0.96
MSC02,MSC05,mixed,0.525
MSC02,MSC05,motor,0.6799999999999999
MSC02,MSC05,mem,0.85
MSC02,MSC06,mixed,0.55
MSC02,MSC06,motor,0.52
MSC02,MSC06,mem,0.975
MSC02,MSC07,mixed,0.655
MSC02,MSC07,motor,0.5449999999999999
MSC02,MSC07,mem,0.8950000000000002
MSC02,MSC10,mixed,0.51
MSC02,MSC10,motor,0.5449999999999999
MSC02,MSC10,mem,0.9400000000000001
MSC03,MSC01,mixed,0.545
MSC03,MSC01,motor,0.7849999999999999
MSC03,MSC01,mem,0.515
MSC03,MSC02,mixed,0.68
MSC03,MSC02,motor,0.99
MSC03,MSC02,mem,0.6299999999999999
MSC03,MSC04,mixed,0.65
MSC03,MSC04,motor,0.93
MSC03,MSC04,mem,0.8549999999999999
MSC03,MSC05,mixed,0.89
MSC03,MSC05,motor,0.9850000000000001
MSC03,MSC05,mem,0.805
MSC03,MSC06,mixed,0.505
MSC03,MSC06,motor,0.7899999999999999
MSC03,MSC06,mem,0.89
MSC03,MSC07,mixed,0.5149999999999999
MSC03,MSC07,motor,0.7649999999999999
MSC03,MSC07,mem,0.615
MSC03,MSC10,mixed,0.5199999999999999
MSC03,MSC10,motor,0.8649999999999999
MSC03,MSC10,mem,0.8950000000000001
MSC04,MSC01,mixed,0.95
MSC04,MSC01,motor,0.96
MSC04,MSC01,mem,0.9800000000000001
MSC04,MSC02,mixed,0.835
MSC04,MSC02,motor,1.0
MSC04,MSC02,mem,0.9200000000000002
MSC04,MSC03,mixed,0.755
MSC04,MSC03,motor,0.9949999999999999
MSC04,MSC03,mem,0.9249999999999998
MSC04,MSC05,mixed,0.8100000000000002
MSC04,MSC05,motor,0.975
MSC04,MSC05,mem,0.8949999999999999
MSC04,MSC06,mixed,0.9800000000000001
MSC04,MSC06,motor,0.865
MSC04,MSC06,mem,0.9799999999999999
MSC04,MSC07,mixed,0.65
MSC04,MSC07,motor,0.9549999999999998
MSC04,MSC07,mem,0.9200000000000002
MSC04,MSC10,mixed,0.865
MSC04,MSC10,motor,0.945
MSC04,MSC10,mem,0.9549999999999998
MSC05,MSC01,mixed,0.8150000000000001
MSC05,MSC01,motor,0.6300000000000001
MSC05,MSC01,mem,0.9600000000000002
MSC05,MSC02,mixed,0.6850000000000002
MSC05,MSC02,motor,0.93
MSC05,MSC02,mem,0.6699999999999999
MSC05,MSC03,mixed,0.885
MSC05,MSC03,motor,0.7949999999999999
MSC05,MSC03,mem,0.93
MSC05,MSC04,mixed,0.625
MSC05,MSC04,motor,0.5999999999999999
MSC05,MSC04,mem,0.6900000000000002
MSC05,MSC06,mixed,0.805
MSC05,MSC06,motor,0.655
MSC05,MSC06,mem,0.9649999999999999
MSC05,MSC07,mixed,0.8250000000000002
MSC05,MSC07,motor,0.685
MSC05,MSC07,mem,0.7150000000000001
MSC05,MSC10,mixed,0.74
MSC05,MSC10,motor,0.775
MSC05,MSC10,mem,0.795
MSC06,MSC01,mixed,0.6100000000000001
MSC06,MSC01,motor,0.55
MSC06,MSC01,mem,0.9800000000000001
MSC06,MSC02,mixed,0.72
MSC06,MSC02,motor,0.5349999999999999
MSC06,MSC02,mem,0.8800000000000001
MSC06,MSC03,mixed,0.6900000000000002
MSC06,MSC03,motor,0.62
MSC06,MSC03,mem,0.8550000000000001
MSC06,MSC04,mixed,0.8
MSC06,MSC04,motor,0.78
MSC06,MSC04,mem,0.9850000000000001
MSC06,MSC05,mixed,0.62
MSC06,MSC05,motor,0.9550000000000001
