train_sub,test_sub,task,acc
MSC01,MSC02,mixed,0.6249999999999999
MSC01,MSC02,motor,0.8150000000000001
MSC01,MSC02,mem,0.9700000000000001
MSC01,MSC03,mixed,0.52
MSC01,MSC03,motor,0.76
MSC01,MSC03,mem,0.78
MSC01,MSC04,mixed,0.6199999999999999
MSC01,MSC04,motor,0.9199999999999999
MSC01,MSC04,mem,0.95
MSC01,MSC05,mixed,0.59
MSC01,MSC05,motor,0.9099999999999999
MSC01,MSC05,mem,0.885
MSC01,MSC06,mixed,0.6849999999999999
MSC01,MSC06,motor,0.9349999999999999
MSC01,MSC06,mem,0.73
MSC01,MSC07,mixed,0.5399999999999999
MSC01,MSC07,motor,0.8499999999999999
MSC01,MSC07,mem,0.73
MSC01,MSC10,mixed,0.645
MSC01,MSC10,motor,0.8700000000000001
MSC01,MSC10,mem,0.8550000000000001
MSC02,MSC01,mixed,0.7949999999999998
MSC02,MSC01,motor,0.6249999999999998
MSC02,MSC01,mem,0.8549999999999999
MSC02,MSC03,mixed,0.6849999999999999
MSC02,MSC03,motor,0.7949999999999998
MSC02,MSC03,mem,0.6950000000000001
MSC02,MSC04,mixed,0.8700000000000001
MSC02,MSC04,motor,0.9349999999999999
MSC02,MSC04,mem,0.705
MSC02,MSC05,mixed,0.655
MSC02,MSC05,motor,0.9650000000000001
MSC02,MSC05,mem,0.7250000000000001
MSC02,MSC06,mixed,0.7699999999999999
MSC02,MSC06,motor,0.5399999999999999
MSC02,MSC06,mem,0.9150000000000003
MSC02,MSC07,mixed,0.7100000000000001
MSC02,MSC07,motor,0.7250000000000001
MSC02,MSC07,mem,0.78
MSC02,MSC10,mixed,0.72
MSC02,MSC10,motor,0.8600000000000001
MSC02,MSC10,mem,0.93
MSC03,MSC01,mixed,0.5599999999999999
MSC03,MSC01,motor,0.675
MSC03,MSC01,mem,0.7200000000000001
MSC03,MSC02,mixed,0.595
MSC03,MSC02,motor,0.8099999999999999
MSC03,MSC02,mem,0.7949999999999999
MSC03,MSC04,mixed,0.8049999999999999
MSC03,MSC04,motor,0.9350000000000002
MSC03,MSC04,mem,0.9400000000000002
MSC03,MSC05,mixed,0.785
MSC03,MSC05,motor,0.9099999999999999
MSC03,MSC05,mem,0.8850000000000001
MSC03,MSC06,mixed,0.635
MSC03,MSC06,motor,0.8449999999999998
MSC03,MSC06,mem,0.975
MSC03,MSC07,mixed,0.52
MSC03,MSC07,motor,0.6950000000000001
MSC03,MSC07,mem,0.5849999999999999
MSC03,MSC10,mixed,0.55
MSC03,MSC10,motor,0.59
MSC03,MSC10,mem,0.825
MSC04,MSC01,mixed,0.8349999999999997
MSC04,MSC01,motor,0.96
MSC04,MSC01,mem,0.9550000000000001
MSC04,MSC02,mixed,0.86
MSC04,MSC02,motor,0.7849999999999999
MSC04,MSC02,mem,0.9650000000000001
