,acc,train,test,train_task,test_task
0,0.75,MSC01,MSC02,motor,motor
1,0.95,MSC01,MSC02,motor,motor
2,0.9,MSC01,MSC02,motor,motor
3,0.95,MSC01,MSC02,motor,motor
4,0.95,MSC01,MSC02,motor,motor
5,0.95,MSC01,MSC02,motor,motor
6,0.95,MSC01,MSC02,motor,motor
7,0.95,MSC01,MSC02,motor,motor
8,0.95,MSC01,MSC02,motor,motor
9,0.95,MSC01,MSC02,motor,motor
