,acc,train,test,train_task,test_task
0,0.95,MSC01,MSC02,mem,mem
1,0.9,MSC01,MSC02,mem,mem
2,0.9,MSC01,MSC02,mem,mem
3,0.9,MSC01,MSC02,mem,mem
4,0.9,MSC01,MSC02,mem,mem
5,0.85,MSC01,MSC02,mem,mem
6,0.85,MSC01,MSC02,mem,mem
7,0.9,MSC01,MSC02,mem,mem
8,0.9,MSC01,MSC02,mem,mem
9,0.9,MSC01,MSC02,mem,mem
