,acc,train,test,train_task,test_task
0,0.85,MSC02,MSC04,mem,mem
1,0.85,MSC02,MSC04,mem,mem
2,0.95,MSC02,MSC04,mem,mem
3,0.85,MSC02,MSC04,mem,mem
4,0.9,MSC02,MSC04,mem,mem
5,0.55,MSC02,MSC04,mem,mem
6,0.9,MSC02,MSC04,mem,mem
7,0.95,MSC02,MSC04,mem,mem
8,0.95,MSC02,MSC04,mem,mem
9,0.75,MSC02,MSC04,mem,mem
