,acc,train,test,train_task,test_task
0,0.65,MSC10,MSC05,motor,motor
1,0.65,MSC10,MSC05,motor,motor
2,0.6,MSC10,MSC05,motor,motor
3,0.65,MSC10,MSC05,motor,motor
4,0.65,MSC10,MSC05,motor,motor
5,0.6,MSC10,MSC05,motor,motor
6,0.6,MSC10,MSC05,motor,motor
7,0.6,MSC10,MSC05,motor,motor
8,0.55,MSC10,MSC05,motor,motor
9,0.7,MSC10,MSC05,motor,motor
