,acc,train,test,train_task,test_task
0,0.65,MSC10,MSC06,mixed,mixed
1,0.65,MSC10,MSC06,mixed,mixed
2,0.65,MSC10,MSC06,mixed,mixed
3,0.65,MSC10,MSC06,mixed,mixed
4,0.5,MSC10,MSC06,mixed,mixed
5,0.6,MSC10,MSC06,mixed,mixed
6,0.65,MSC10,MSC06,mixed,mixed
7,0.6,MSC10,MSC06,mixed,mixed
8,0.55,MSC10,MSC06,mixed,mixed
9,0.55,MSC10,MSC06,mixed,mixed
