,train_task,test_task,sub,acc
0,semantic,glass,MSC01,0.775
1,semantic,motor,MSC01,0.65
2,semantic,mem,MSC01,0.6950000000000001
3,glass,semantic,MSC01,0.8850000000000001
4,glass,motor,MSC01,0.7050000000000001
5,glass,mem,MSC01,0.82
6,motor,semantic,MSC01,0.865
7,motor,glass,MSC01,0.62
8,motor,mem,MSC01,0.6649999999999999
9,mem,semantic,MSC01,0.89
10,mem,glass,MSC01,0.9099999999999999
11,mem,motor,MSC01,0.7999999999999999
12,semantic,glass,MSC02,0.6249999999999999
13,semantic,motor,MSC02,0.5799999999999998
14,semantic,mem,MSC02,0.655
15,glass,semantic,MSC02,0.62
16,glass,motor,MSC02,0.6150000000000001
17,glass,mem,MSC02,0.6900000000000001
18,motor,semantic,MSC02,0.7000000000000001
19,motor,glass,MSC02,0.595
20,motor,mem,MSC02,0.64
21,mem,semantic,MSC02,0.705
22,mem,glass,MSC02,0.67
23,mem,motor,MSC02,0.6649999999999999
24,semantic,glass,MSC03,0.53
25,semantic,motor,MSC03,0.7000000000000001
26,semantic,mem,MSC03,0.755
27,glass,semantic,MSC03,0.72
28,glass,motor,MSC03,0.7150000000000001
29,glass,mem,MSC03,0.835
30,motor,semantic,MSC03,0.62
31,motor,glass,MSC03,0.6700000000000002
32,motor,mem,MSC03,0.665
33,mem,semantic,MSC03,0.735
34,mem,glass,MSC03,0.6900000000000002
35,mem,motor,MSC03,0.8249999999999998
36,semantic,glass,MSC04,0.67
37,semantic,motor,MSC04,0.42000000000000004
38,semantic,mem,MSC04,0.76
39,glass,semantic,MSC04,0.7699999999999999
40,glass,motor,MSC04,0.6450000000000001
41,glass,mem,MSC04,0.71
42,motor,semantic,MSC04,0.475
43,motor,glass,MSC04,0.605
44,motor,mem,MSC04,0.5499999999999999
45,mem,semantic,MSC04,0.7550000000000001
46,mem,glass,MSC04,0.685
47,mem,motor,MSC04,0.5399999999999999
48,semantic,glass,MSC05,0.7300000000000001
49,semantic,motor,MSC05,0.82
50,semantic,mem,MSC05,0.775
51,glass,semantic,MSC05,0.6399999999999999
52,glass,motor,MSC05,0.89
53,glass,mem,MSC05,0.74
54,motor,semantic,MSC05,0.52
55,motor,glass,MSC05,0.5
56,motor,mem,MSC05,0.5999999999999999
57,mem,semantic,MSC05,0.5849999999999999
58,mem,glass,MSC05,0.6399999999999999
59,mem,motor,MSC05,0.8400000000000001
60,semantic,glass,MSC06,0.6611111111111112
61,semantic,motor,MSC06,0.7000000000000001
62,semantic,mem,MSC06,0.53
63,glass,semantic,MSC06,0.6944444444444444
64,glass,motor,MSC06,0.7833333333333333
65,glass,mem,MSC06,0.8388888888888889
66,motor,semantic,MSC06,0.6099999999999999
67,motor,glass,MSC06,0.5666666666666667
68,motor,mem,MSC06,0.5449999999999999
69,mem,semantic,MSC06,0.68
70,mem,glass,MSC06,0.8444444444444443
71,mem,motor,MSC06,0.55
72,semantic,glass,MSC07,0.925
73,semantic,motor,MSC07,0.74
74,semantic,mem,MSC07,0.505
75,glass,semantic,MSC07,0.76
76,glass,motor,MSC07,0.7649999999999999
77,glass,mem,MSC07,0.5549999999999999
78,motor,semantic,MSC07,0.56
79,motor,glass,MSC07,0.545
80,motor,mem,MSC07,0.40499999999999997
81,mem,semantic,MSC07,0.8099999999999999
82,mem,glass,MSC07,0.6849999999999999
83,mem,motor,MSC07,0.7849999999999999
84,semantic,glass,MSC10,0.7949999999999999
85,semantic,motor,MSC10,0.635
86,semantic,mem,MSC10,0.7100000000000002
87,glass,semantic,MSC10,0.7999999999999999
88,glass,motor,MSC10,0.73
89,glass,mem,MSC10,0.7899999999999999
90,motor,semantic,MSC10,0.59
91,motor,glass,MSC10,0.7849999999999999
92,motor,mem,MSC10,0.6399999999999999
93,mem,semantic,MSC10,0.78
94,mem,glass,MSC10,0.82
95,mem,motor,MSC10,0.7949999999999999
