,MSC01,MSC02,MSC03,MSC04,MSC05,MSC06,MSC07,MSC10
0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5
1,0.5,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,1.0
2,0.5,0.5,1.0,0.0,1.0,0.5,0.5,1.0
3,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5
4,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5
5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5
6,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5
8,0.5,1.0,,0.5,1.0,1.0,1.0,1.0
9,1.0,0.5,,1.0,1.0,0.5,1.0,0.5
