,test_task,train_task,Mean,Std
0,mem,mixed,0.6463392857142856,0.12912816420985698
1,mem,motor,0.634107142857143,0.12801671461484715
2,mixed,mem,0.6624107142857144,0.12905598176206878
3,mixed,motor,0.6177678571428571,0.12912967281998897
4,motor,mem,0.6925892857142856,0.16223157150261408
5,motor,mixed,0.6594642857142857,0.16330862742735855
