train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.5
mixed,mem,MSC01,MSC02,0.5
motor,mixed,MSC01,MSC02,0.52
motor,mem,MSC01,MSC02,0.525
mem,mixed,MSC01,MSC02,0.505
mem,motor,MSC01,MSC02,0.45500000000000007
mixed,motor,MSC01,MSC03,0.55
mixed,mem,MSC01,MSC03,0.55
motor,mixed,MSC01,MSC03,0.595
motor,mem,MSC01,MSC03,0.7299999999999999
mem,mixed,MSC01,MSC03,0.515
mem,motor,MSC01,MSC03,0.905
mixed,motor,MSC01,MSC04,0.505
mixed,mem,MSC01,MSC04,0.505
motor,mixed,MSC01,MSC04,0.5449999999999999
motor,mem,MSC01,MSC04,0.595
mem,mixed,MSC01,MSC04,0.74
mem,motor,MSC01,MSC04,0.8149999999999998
mixed,motor,MSC01,MSC05,0.505
mixed,mem,MSC01,MSC05,0.505
motor,mixed,MSC01,MSC05,0.44000000000000006
motor,mem,MSC01,MSC05,0.4700000000000001
mem,mixed,MSC01,MSC05,0.29500000000000004
mem,motor,MSC01,MSC05,0.425
mixed,motor,MSC01,MSC06,0.595
mixed,mem,MSC01,MSC06,0.59
motor,mixed,MSC01,MSC06,0.665
motor,mem,MSC01,MSC06,0.6950000000000001
mem,mixed,MSC01,MSC06,0.47000000000000003
mem,motor,MSC01,MSC06,0.62
mixed,motor,MSC01,MSC07,0.5
mixed,mem,MSC01,MSC07,0.5
motor,mixed,MSC01,MSC07,0.61
motor,mem,MSC01,MSC07,0.4950000000000001
mem,mixed,MSC01,MSC07,0.565
mem,motor,MSC01,MSC07,0.565
mixed,motor,MSC01,MSC10,0.5
mixed,mem,MSC01,MSC10,0.5
motor,mixed,MSC01,MSC10,0.58
motor,mem,MSC01,MSC10,0.5549999999999999
mem,mixed,MSC01,MSC10,0.71
mem,motor,MSC01,MSC10,0.74
mixed,motor,MSC02,MSC01,0.63
mixed,mem,MSC02,MSC01,0.6300000000000001
