train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.535
mixed,mem,MSC01,MSC02,0.7100000000000001
motor,mixed,MSC01,MSC02,0.5599999999999999
motor,mem,MSC01,MSC02,0.62
mem,mixed,MSC01,MSC02,0.7400000000000001
mem,motor,MSC01,MSC02,0.5449999999999999
mixed,motor,MSC01,MSC03,0.5650000000000001
mixed,mem,MSC01,MSC03,0.5650000000000001
motor,mixed,MSC01,MSC03,0.5549999999999999
motor,mem,MSC01,MSC03,0.66
mem,mixed,MSC01,MSC03,0.565
mem,motor,MSC01,MSC03,0.735
mixed,motor,MSC01,MSC04,0.5349999999999999
mixed,mem,MSC01,MSC04,0.5349999999999999
motor,mixed,MSC01,MSC04,0.51
motor,mem,MSC01,MSC04,0.65
mem,mixed,MSC01,MSC04,0.755
mem,motor,MSC01,MSC04,0.78
mixed,motor,MSC01,MSC05,0.5449999999999999
mixed,mem,MSC01,MSC05,0.5499999999999999
motor,mixed,MSC01,MSC05,0.495
motor,mem,MSC01,MSC05,0.51
mem,mixed,MSC01,MSC05,0.5449999999999999
mem,motor,MSC01,MSC05,0.5399999999999999
mixed,motor,MSC01,MSC06,0.61
mixed,mem,MSC01,MSC06,0.6049999999999999
motor,mixed,MSC01,MSC06,0.615
motor,mem,MSC01,MSC06,0.595
mem,mixed,MSC01,MSC06,0.615
mem,motor,MSC01,MSC06,0.6900000000000001
mixed,motor,MSC01,MSC07,0.49000000000000005
mixed,mem,MSC01,MSC07,0.505
motor,mixed,MSC01,MSC07,0.6399999999999999
motor,mem,MSC01,MSC07,0.46499999999999997
mem,mixed,MSC01,MSC07,0.55
mem,motor,MSC01,MSC07,0.5199999999999999
mixed,motor,MSC01,MSC10,0.51
mixed,mem,MSC01,MSC10,0.5399999999999999
motor,mixed,MSC01,MSC10,0.57
motor,mem,MSC01,MSC10,0.7150000000000001
mem,mixed,MSC01,MSC10,0.7849999999999999
mem,motor,MSC01,MSC10,0.74
mixed,motor,MSC02,MSC01,0.57
mixed,mem,MSC02,MSC01,0.7250000000000001
motor,mixed,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
mem,mixed,MSC02,MSC01,0.675
mem,motor,MSC02,MSC01,0.6900000000000001
mixed,motor,MSC02,MSC03,0.45500000000000007
mixed,mem,MSC02,MSC03,0.485
motor,mixed,MSC02,MSC03,0.635
motor,mem,MSC02,MSC03,0.5199999999999999
mem,mixed,MSC02,MSC03,0.5349999999999999
mem,motor,MSC02,MSC03,0.5499999999999999
mixed,motor,MSC02,MSC04,0.6500000000000001
mixed,mem,MSC02,MSC04,0.585
motor,mixed,MSC02,MSC04,0.5
motor,mem,MSC02,MSC04,0.5
mem,mixed,MSC02,MSC04,0.6050000000000001
mem,motor,MSC02,MSC04,0.615
mixed,motor,MSC02,MSC05,0.6649999999999999
mixed,mem,MSC02,MSC05,0.8250000000000002
motor,mixed,MSC02,MSC05,0.5799999999999998
motor,mem,MSC02,MSC05,0.5349999999999999
mem,mixed,MSC02,MSC05,0.53
mem,motor,MSC02,MSC05,0.43499999999999994
mixed,motor,MSC02,MSC06,0.57
mixed,mem,MSC02,MSC06,0.8600000000000001
motor,mixed,MSC02,MSC06,0.6400000000000001
motor,mem,MSC02,MSC06,0.45500000000000007
mem,mixed,MSC02,MSC06,0.465
mem,motor,MSC02,MSC06,0.4450000000000001
mixed,motor,MSC02,MSC07,0.38
mixed,mem,MSC02,MSC07,0.6199999999999999
motor,mixed,MSC02,MSC07,0.5449999999999999
motor,mem,MSC02,MSC07,0.5449999999999999
mem,mixed,MSC02,MSC07,0.54
mem,motor,MSC02,MSC07,0.49000000000000005
mixed,motor,MSC02,MSC10,0.5349999999999999
mixed,mem,MSC02,MSC10,0.5449999999999999
motor,mixed,MSC02,MSC10,0.5499999999999999
motor,mem,MSC02,MSC10,0.5599999999999999
