train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.6200000000000001
mixed,mem,MSC01,MSC02,0.7350000000000001
motor,mixed,MSC01,MSC02,0.515
motor,mem,MSC01,MSC02,0.45000000000000007
mem,mixed,MSC01,MSC02,0.6850000000000002
mem,motor,MSC01,MSC02,0.6500000000000001
mixed,motor,MSC01,MSC03,0.565
mixed,mem,MSC01,MSC03,0.565
motor,mixed,MSC01,MSC03,0.6650000000000001
motor,mem,MSC01,MSC03,0.5799999999999998
mem,mixed,MSC01,MSC03,0.6499999999999999
mem,motor,MSC01,MSC03,0.765
mixed,motor,MSC01,MSC04,0.925
mixed,mem,MSC01,MSC04,0.8049999999999999
motor,mixed,MSC01,MSC04,0.6950000000000001
motor,mem,MSC01,MSC04,0.6500000000000001
mem,mixed,MSC01,MSC04,0.76
mem,motor,MSC01,MSC04,0.8699999999999999
mixed,motor,MSC01,MSC05,0.7899999999999999
mixed,mem,MSC01,MSC05,0.7699999999999999
motor,mixed,MSC01,MSC05,0.5
motor,mem,MSC01,MSC05,0.5
mem,mixed,MSC01,MSC05,0.6650000000000001
mem,motor,MSC01,MSC05,0.8049999999999999
mixed,motor,MSC01,MSC06,0.8149999999999998
mixed,mem,MSC01,MSC06,0.8550000000000001
motor,mixed,MSC01,MSC06,0.505
motor,mem,MSC01,MSC06,0.505
mem,mixed,MSC01,MSC06,0.5349999999999999
mem,motor,MSC01,MSC06,0.7100000000000001
mixed,motor,MSC01,MSC07,0.7449999999999999
mixed,mem,MSC01,MSC07,0.7
motor,mixed,MSC01,MSC07,0.7899999999999999
motor,mem,MSC01,MSC07,0.5299999999999999
mem,mixed,MSC01,MSC07,0.8150000000000001
mem,motor,MSC01,MSC07,0.8150000000000001
mixed,motor,MSC01,MSC10,0.8950000000000001
mixed,mem,MSC01,MSC10,0.8400000000000001
motor,mixed,MSC01,MSC10,0.565
motor,mem,MSC01,MSC10,0.59
mem,mixed,MSC01,MSC10,0.77
mem,motor,MSC01,MSC10,0.75
mixed,motor,MSC02,MSC01,0.7000000000000002
mixed,mem,MSC02,MSC01,0.7100000000000001
motor,mixed,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
mem,mixed,MSC02,MSC01,0.8850000000000001
mem,motor,MSC02,MSC01,0.7849999999999999
mixed,motor,MSC02,MSC03,0.54
mixed,mem,MSC02,MSC03,0.575
motor,mixed,MSC02,MSC03,0.6350000000000001
motor,mem,MSC02,MSC03,0.495
mem,mixed,MSC02,MSC03,0.545
mem,motor,MSC02,MSC03,0.6300000000000001
mixed,motor,MSC02,MSC04,0.6599999999999999
mixed,mem,MSC02,MSC04,0.5599999999999999
motor,mixed,MSC02,MSC04,0.5449999999999999
motor,mem,MSC02,MSC04,0.5
mem,mixed,MSC02,MSC04,0.8049999999999999
mem,motor,MSC02,MSC04,0.8150000000000001
mixed,motor,MSC02,MSC05,0.6799999999999999
mixed,mem,MSC02,MSC05,0.635
motor,mixed,MSC02,MSC05,0.6150000000000001
motor,mem,MSC02,MSC05,0.53
mem,mixed,MSC02,MSC05,0.78
mem,motor,MSC02,MSC05,0.7
mixed,motor,MSC02,MSC06,0.575
mixed,mem,MSC02,MSC06,0.635
motor,mixed,MSC02,MSC06,0.6250000000000001
motor,mem,MSC02,MSC06,0.59
mem,mixed,MSC02,MSC06,0.7999999999999999
mem,motor,MSC02,MSC06,0.905
mixed,motor,MSC02,MSC07,0.575
mixed,mem,MSC02,MSC07,0.655
motor,mixed,MSC02,MSC07,0.5
motor,mem,MSC02,MSC07,0.5
mem,mixed,MSC02,MSC07,0.8800000000000001
mem,motor,MSC02,MSC07,0.8150000000000001
mixed,motor,MSC02,MSC10,0.5999999999999999
mixed,mem,MSC02,MSC10,0.5549999999999999
motor,mixed,MSC02,MSC10,0.5
motor,mem,MSC02,MSC10,0.505
mem,mixed,MSC02,MSC10,0.775
mem,motor,MSC02,MSC10,0.5349999999999999
mixed,motor,MSC03,MSC01,0.63
mixed,mem,MSC03,MSC01,0.5449999999999999
motor,mixed,MSC03,MSC01,0.5
motor,mem,MSC03,MSC01,0.5
mem,mixed,MSC03,MSC01,0.5599999999999999
mem,motor,MSC03,MSC01,0.66
mixed,motor,MSC03,MSC02,0.755
mixed,mem,MSC03,MSC02,0.5
motor,mixed,MSC03,MSC02,0.5
motor,mem,MSC03,MSC02,0.5
mem,mixed,MSC03,MSC02,0.41
mem,motor,MSC03,MSC02,0.43500000000000005
mixed,motor,MSC03,MSC04,0.805
mixed,mem,MSC03,MSC04,0.5349999999999999
motor,mixed,MSC03,MSC04,0.5
motor,mem,MSC03,MSC04,0.5
mem,mixed,MSC03,MSC04,0.62
mem,motor,MSC03,MSC04,0.735
mixed,motor,MSC03,MSC05,0.8200000000000001
mixed,mem,MSC03,MSC05,0.5900000000000001
motor,mixed,MSC03,MSC05,0.5
motor,mem,MSC03,MSC05,0.5
mem,mixed,MSC03,MSC05,0.6250000000000001
mem,motor,MSC03,MSC05,0.675
mixed,motor,MSC03,MSC06,0.5299999999999999
mixed,mem,MSC03,MSC06,0.5549999999999999
motor,mixed,MSC03,MSC06,0.5249999999999999
motor,mem,MSC03,MSC06,0.5
mem,mixed,MSC03,MSC06,0.67
mem,motor,MSC03,MSC06,0.86
mixed,motor,MSC03,MSC07,0.5349999999999999
mixed,mem,MSC03,MSC07,0.5
motor,mixed,MSC03,MSC07,0.5
motor,mem,MSC03,MSC07,0.5
mem,mixed,MSC03,MSC07,0.49000000000000005
mem,motor,MSC03,MSC07,0.875
mixed,motor,MSC03,MSC10,0.5399999999999999
mixed,mem,MSC03,MSC10,0.595
motor,mixed,MSC03,MSC10,0.5
motor,mem,MSC03,MSC10,0.5
mem,mixed,MSC03,MSC10,0.6549999999999999
mem,motor,MSC03,MSC10,0.64
mixed,motor,MSC04,MSC01,0.885
mixed,mem,MSC04,MSC01,0.9400000000000001
motor,mixed,MSC04,MSC01,0.51
motor,mem,MSC04,MSC01,0.6399999999999999
mem,mixed,MSC04,MSC01,0.7799999999999999
mem,motor,MSC04,MSC01,0.8800000000000001
mixed,motor,MSC04,MSC02,0.7499999999999999
mixed,mem,MSC04,MSC02,0.86
motor,mixed,MSC04,MSC02,0.5
motor,mem,MSC04,MSC02,0.53
mem,mixed,MSC04,MSC02,0.54
mem,motor,MSC04,MSC02,0.575
mixed,motor,MSC04,MSC03,0.545
mixed,mem,MSC04,MSC03,0.595
motor,mixed,MSC04,MSC03,0.5499999999999999
motor,mem,MSC04,MSC03,0.635
mem,mixed,MSC04,MSC03,0.635
mem,motor,MSC04,MSC03,0.675
