train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.8200000000000001
mixed,mem,MSC01,MSC02,0.825
motor,mixed,MSC01,MSC02,0.6249999999999999
motor,mem,MSC01,MSC02,0.5650000000000001
mem,mixed,MSC01,MSC02,0.76
mem,motor,MSC01,MSC02,0.7
mixed,motor,MSC01,MSC03,0.63
mixed,mem,MSC01,MSC03,0.64
motor,mixed,MSC01,MSC03,0.54
motor,mem,MSC01,MSC03,0.68
mem,mixed,MSC01,MSC03,0.7100000000000001
mem,motor,MSC01,MSC03,0.8150000000000001
mixed,motor,MSC01,MSC04,0.7550000000000001
mixed,mem,MSC01,MSC04,0.7500000000000001
motor,mixed,MSC01,MSC04,0.72
motor,mem,MSC01,MSC04,0.7
mem,mixed,MSC01,MSC04,0.945
mem,motor,MSC01,MSC04,0.9149999999999998
mixed,motor,MSC01,MSC05,0.7799999999999999
mixed,mem,MSC01,MSC05,0.76
motor,mixed,MSC01,MSC05,0.5
motor,mem,MSC01,MSC05,0.505
mem,mixed,MSC01,MSC05,0.6650000000000001
mem,motor,MSC01,MSC05,0.685
mixed,motor,MSC01,MSC06,0.7699999999999999
mixed,mem,MSC01,MSC06,0.735
motor,mixed,MSC01,MSC06,0.5
motor,mem,MSC01,MSC06,0.525
mem,mixed,MSC01,MSC06,0.5349999999999999
mem,motor,MSC01,MSC06,0.635
mixed,motor,MSC01,MSC07,0.59
mixed,mem,MSC01,MSC07,0.59
motor,mixed,MSC01,MSC07,0.8699999999999999
motor,mem,MSC01,MSC07,0.6799999999999999
mem,mixed,MSC01,MSC07,0.8099999999999999
mem,motor,MSC01,MSC07,0.8099999999999999
mixed,motor,MSC01,MSC10,0.825
mixed,mem,MSC01,MSC10,0.7899999999999999
motor,mixed,MSC01,MSC10,0.55
motor,mem,MSC01,MSC10,0.685
mem,mixed,MSC01,MSC10,0.8149999999999998
mem,motor,MSC01,MSC10,0.7699999999999999
mixed,motor,MSC02,MSC01,0.5799999999999998
mixed,mem,MSC02,MSC01,0.58
motor,mixed,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
mem,mixed,MSC02,MSC01,0.915
mem,motor,MSC02,MSC01,0.8399999999999999
mixed,motor,MSC02,MSC03,0.52
mixed,mem,MSC02,MSC03,0.52
motor,mixed,MSC02,MSC03,0.505
motor,mem,MSC02,MSC03,0.5
mem,mixed,MSC02,MSC03,0.615
mem,motor,MSC02,MSC03,0.8
mixed,motor,MSC02,MSC04,0.59
mixed,mem,MSC02,MSC04,0.525
motor,mixed,MSC02,MSC04,0.5
motor,mem,MSC02,MSC04,0.5
mem,mixed,MSC02,MSC04,0.845
mem,motor,MSC02,MSC04,0.775
mixed,motor,MSC02,MSC05,0.53
mixed,mem,MSC02,MSC05,0.5
motor,mixed,MSC02,MSC05,0.5
motor,mem,MSC02,MSC05,0.5
mem,mixed,MSC02,MSC05,0.6950000000000001
mem,motor,MSC02,MSC05,0.7150000000000001
mixed,motor,MSC02,MSC06,0.505
mixed,mem,MSC02,MSC06,0.515
motor,mixed,MSC02,MSC06,0.505
motor,mem,MSC02,MSC06,0.5
mem,mixed,MSC02,MSC06,0.75
mem,motor,MSC02,MSC06,0.85
mixed,motor,MSC02,MSC07,0.57
mixed,mem,MSC02,MSC07,0.7050000000000001
motor,mixed,MSC02,MSC07,0.5
motor,mem,MSC02,MSC07,0.5
mem,mixed,MSC02,MSC07,0.85
mem,motor,MSC02,MSC07,0.905
mixed,motor,MSC02,MSC10,0.5499999999999999
mixed,mem,MSC02,MSC10,0.5
motor,mixed,MSC02,MSC10,0.5
motor,mem,MSC02,MSC10,0.5
mem,mixed,MSC02,MSC10,0.7250000000000001
mem,motor,MSC02,MSC10,0.61
mixed,motor,MSC03,MSC01,0.505
mixed,mem,MSC03,MSC01,0.52
motor,mixed,MSC03,MSC01,0.5
motor,mem,MSC03,MSC01,0.53
mem,mixed,MSC03,MSC01,0.74
mem,motor,MSC03,MSC01,0.75
mixed,motor,MSC03,MSC02,0.7549999999999999
mixed,mem,MSC03,MSC02,0.5449999999999999
motor,mixed,MSC03,MSC02,0.5
motor,mem,MSC03,MSC02,0.525
mem,mixed,MSC03,MSC02,0.5050000000000001
mem,motor,MSC03,MSC02,0.48
mixed,motor,MSC03,MSC04,0.7899999999999999
mixed,mem,MSC03,MSC04,0.64
motor,mixed,MSC03,MSC04,0.5149999999999999
motor,mem,MSC03,MSC04,0.5
mem,mixed,MSC03,MSC04,0.745
mem,motor,MSC03,MSC04,0.8549999999999999
mixed,motor,MSC03,MSC05,0.7949999999999998
mixed,mem,MSC03,MSC05,0.6399999999999999
motor,mixed,MSC03,MSC05,0.5
motor,mem,MSC03,MSC05,0.5149999999999999
mem,mixed,MSC03,MSC05,0.755
mem,motor,MSC03,MSC05,0.7000000000000001
mixed,motor,MSC03,MSC06,0.5949999999999999
mixed,mem,MSC03,MSC06,0.5349999999999999
motor,mixed,MSC03,MSC06,0.565
motor,mem,MSC03,MSC06,0.5
mem,mixed,MSC03,MSC06,0.7949999999999999
mem,motor,MSC03,MSC06,0.8700000000000001
mixed,motor,MSC03,MSC07,0.52
mixed,mem,MSC03,MSC07,0.53
motor,mixed,MSC03,MSC07,0.505
motor,mem,MSC03,MSC07,0.5
mem,mixed,MSC03,MSC07,0.6950000000000001
mem,motor,MSC03,MSC07,0.9200000000000002
mixed,motor,MSC03,MSC10,0.5599999999999998
mixed,mem,MSC03,MSC10,0.5999999999999999
motor,mixed,MSC03,MSC10,0.5
motor,mem,MSC03,MSC10,0.5599999999999999
mem,mixed,MSC03,MSC10,0.8399999999999999
mem,motor,MSC03,MSC10,0.73
mixed,motor,MSC04,MSC01,0.9
mixed,mem,MSC04,MSC01,0.9800000000000001
motor,mixed,MSC04,MSC01,0.51
motor,mem,MSC04,MSC01,0.615
mem,mixed,MSC04,MSC01,0.75
mem,motor,MSC04,MSC01,0.78
mixed,motor,MSC04,MSC02,0.82
mixed,mem,MSC04,MSC02,0.89
motor,mixed,MSC04,MSC02,0.5199999999999999
motor,mem,MSC04,MSC02,0.5499999999999999
mem,mixed,MSC04,MSC02,0.5850000000000001
mem,motor,MSC04,MSC02,0.5449999999999999
mixed,motor,MSC04,MSC03,0.7
mixed,mem,MSC04,MSC03,0.735
motor,mixed,MSC04,MSC03,0.5650000000000001
motor,mem,MSC04,MSC03,0.63
mem,mixed,MSC04,MSC03,0.7249999999999999
mem,motor,MSC04,MSC03,0.7799999999999999
mixed,motor,MSC04,MSC05,0.75
mixed,mem,MSC04,MSC05,0.7649999999999999
motor,mixed,MSC04,MSC05,0.5
motor,mem,MSC04,MSC05,0.5
mem,mixed,MSC04,MSC05,0.5449999999999999
mem,motor,MSC04,MSC05,0.5850000000000001
mixed,motor,MSC04,MSC06,0.8800000000000001
mixed,mem,MSC04,MSC06,0.95
motor,mixed,MSC04,MSC06,0.525
motor,mem,MSC04,MSC06,0.5
mem,mixed,MSC04,MSC06,0.6900000000000002
mem,motor,MSC04,MSC06,0.745
mixed,motor,MSC04,MSC07,0.595
mixed,mem,MSC04,MSC07,0.6249999999999999
motor,mixed,MSC04,MSC07,0.5499999999999999
motor,mem,MSC04,MSC07,0.5449999999999999
mem,mixed,MSC04,MSC07,0.7300000000000001
mem,motor,MSC04,MSC07,0.8549999999999999
mixed,motor,MSC04,MSC10,0.795
mixed,mem,MSC04,MSC10,0.8499999999999999
motor,mixed,MSC04,MSC10,0.5399999999999999
motor,mem,MSC04,MSC10,0.67
mem,mixed,MSC04,MSC10,0.8300000000000001
mem,motor,MSC04,MSC10,0.7050000000000001
mixed,motor,MSC05,MSC01,0.6900000000000002
mixed,mem,MSC05,MSC01,0.7050000000000001
motor,mixed,MSC05,MSC01,0.5399999999999999
motor,mem,MSC05,MSC01,0.5
mem,mixed,MSC05,MSC01,0.795
mem,motor,MSC05,MSC01,0.805
