,test_task,train_task,Mean,Std
0,mem,mixed,0.6808035714285715,0.13795841529478853
1,mem,motor,0.7126785714285715,0.15352513648411958
2,mixed,mem,0.7094642857142858,0.13380337871610026
3,mixed,motor,0.6566964285714286,0.13541275885137363
4,motor,mem,0.7151785714285716,0.14242690082256962
5,motor,mixed,0.6683928571428571,0.1381866561866664
