,train_sub,test_sub,task,acc
0,MSC01,MSC02,glass,0.7699999999999999
1,MSC01,MSC02,semantic,0.565
2,MSC01,MSC02,motor,0.61
3,MSC01,MSC02,mem,0.4250000000000001
4,MSC01,MSC03,glass,0.505
5,MSC01,MSC03,semantic,0.6450000000000001
6,MSC01,MSC03,motor,0.64
7,MSC01,MSC03,mem,0.465
8,MSC01,MSC04,glass,0.5
9,MSC01,MSC04,semantic,0.55
10,MSC01,MSC04,motor,0.65
11,MSC01,MSC04,mem,0.4800000000000001
12,MSC01,MSC05,glass,0.5800000000000001
13,MSC01,MSC05,semantic,0.5199999999999999
14,MSC01,MSC05,motor,0.6700000000000002
15,MSC01,MSC05,mem,0.52
16,MSC01,MSC06,glass,0.5611111111111111
17,MSC01,MSC06,semantic,0.5
18,MSC01,MSC06,motor,0.68
19,MSC01,MSC06,mem,0.36500000000000005
20,MSC01,MSC07,glass,0.76
21,MSC01,MSC07,semantic,0.66
22,MSC01,MSC07,motor,0.6600000000000001
23,MSC01,MSC07,mem,0.5
24,MSC01,MSC10,glass,0.5349999999999999
25,MSC01,MSC10,semantic,0.5399999999999999
26,MSC01,MSC10,motor,0.665
27,MSC01,MSC10,mem,0.5349999999999999
28,MSC02,MSC01,glass,0.6199999999999999
29,MSC02,MSC01,semantic,0.5950000000000001
30,MSC02,MSC01,motor,0.7100000000000001
31,MSC02,MSC01,mem,0.42000000000000004
32,MSC02,MSC03,glass,0.6849999999999999
33,MSC02,MSC03,semantic,0.5849999999999999
34,MSC02,MSC03,motor,0.7250000000000001
35,MSC02,MSC03,mem,0.8399999999999999
36,MSC02,MSC04,glass,0.5499999999999999
37,MSC02,MSC04,semantic,0.5499999999999999
38,MSC02,MSC04,motor,0.6599999999999999
39,MSC02,MSC04,mem,0.7300000000000001
40,MSC02,MSC05,glass,0.5
41,MSC02,MSC05,semantic,0.5149999999999999
42,MSC02,MSC05,motor,0.845
43,MSC02,MSC05,mem,0.675
44,MSC02,MSC06,glass,0.5888888888888888
45,MSC02,MSC06,semantic,0.615
46,MSC02,MSC06,motor,0.7050000000000001
47,MSC02,MSC06,mem,0.7050000000000002
48,MSC02,MSC07,glass,0.7
49,MSC02,MSC07,semantic,0.5800000000000001
50,MSC02,MSC07,motor,0.8400000000000001
51,MSC02,MSC07,mem,0.47000000000000003
52,MSC02,MSC10,glass,0.5399999999999999
53,MSC02,MSC10,semantic,0.51
54,MSC02,MSC10,motor,0.78
55,MSC02,MSC10,mem,0.82
56,MSC03,MSC01,glass,0.645
57,MSC03,MSC01,semantic,0.525
58,MSC03,MSC01,motor,0.6249999999999999
59,MSC03,MSC01,mem,0.4600000000000001
60,MSC03,MSC02,glass,0.7250000000000001
61,MSC03,MSC02,semantic,0.5149999999999999
62,MSC03,MSC02,motor,0.8099999999999998
63,MSC03,MSC02,mem,0.86
64,MSC03,MSC04,glass,0.505
65,MSC03,MSC04,semantic,0.55
66,MSC03,MSC04,motor,0.57
67,MSC03,MSC04,mem,0.725
68,MSC03,MSC05,glass,0.565
69,MSC03,MSC05,semantic,0.5
70,MSC03,MSC05,motor,0.5599999999999998
71,MSC03,MSC05,mem,0.5800000000000001
72,MSC03,MSC06,glass,0.5222222222222221
73,MSC03,MSC06,semantic,0.5
74,MSC03,MSC06,motor,0.7350000000000001
75,MSC03,MSC06,mem,0.575
76,MSC03,MSC07,glass,0.5
77,MSC03,MSC07,semantic,0.5
78,MSC03,MSC07,motor,0.6900000000000002
79,MSC03,MSC07,mem,0.52
80,MSC03,MSC10,glass,0.74
81,MSC03,MSC10,semantic,0.5399999999999999
82,MSC03,MSC10,motor,0.85
83,MSC03,MSC10,mem,0.7000000000000001
84,MSC04,MSC01,glass,0.43
85,MSC04,MSC01,semantic,0.6199999999999999
86,MSC04,MSC01,motor,0.655
87,MSC04,MSC01,mem,0.38
88,MSC04,MSC02,glass,0.53
89,MSC04,MSC02,semantic,0.565
90,MSC04,MSC02,motor,0.65
91,MSC04,MSC02,mem,0.825
92,MSC04,MSC03,glass,0.53
93,MSC04,MSC03,semantic,0.6649999999999999
94,MSC04,MSC03,motor,0.805
95,MSC04,MSC03,mem,0.5849999999999999
96,MSC04,MSC05,glass,0.5549999999999999
97,MSC04,MSC05,semantic,0.595
98,MSC04,MSC05,motor,0.835
99,MSC04,MSC05,mem,0.7050000000000001
100,MSC04,MSC06,glass,0.5111111111111111
101,MSC04,MSC06,semantic,0.595
102,MSC04,MSC06,motor,0.7999999999999999
103,MSC04,MSC06,mem,0.6950000000000001
104,MSC04,MSC07,glass,0.6449999999999999
105,MSC04,MSC07,semantic,0.595
106,MSC04,MSC07,motor,0.74
107,MSC04,MSC07,mem,0.54
108,MSC04,MSC10,glass,0.5549999999999999
109,MSC04,MSC10,semantic,0.495
110,MSC04,MSC10,motor,0.65
111,MSC04,MSC10,mem,0.74
112,MSC05,MSC01,glass,0.5700000000000001
113,MSC05,MSC01,semantic,0.45499999999999996
114,MSC05,MSC01,motor,0.6250000000000001
115,MSC05,MSC01,mem,0.505
116,MSC05,MSC02,glass,0.41000000000000003
117,MSC05,MSC02,semantic,0.5599999999999998
118,MSC05,MSC02,motor,0.8949999999999999
119,MSC05,MSC02,mem,0.5199999999999999
120,MSC05,MSC03,glass,0.615
121,MSC05,MSC03,semantic,0.41
122,MSC05,MSC03,motor,0.6699999999999999
123,MSC05,MSC03,mem,0.48
124,MSC05,MSC04,glass,0.5499999999999999
125,MSC05,MSC04,semantic,0.5549999999999999
126,MSC05,MSC04,motor,0.74
127,MSC05,MSC04,mem,0.58
128,MSC05,MSC06,glass,0.6499999999999999
129,MSC05,MSC06,semantic,0.43
130,MSC05,MSC06,motor,0.7
131,MSC05,MSC06,mem,0.5
132,MSC05,MSC07,glass,0.545
133,MSC05,MSC07,semantic,0.6100000000000001
134,MSC05,MSC07,motor,0.805
135,MSC05,MSC07,mem,0.5199999999999999
136,MSC05,MSC10,glass,0.53
137,MSC05,MSC10,semantic,0.6100000000000001
138,MSC05,MSC10,motor,0.7100000000000001
139,MSC05,MSC10,mem,0.595
140,MSC06,MSC01,glass,0.5111111111111112
141,MSC06,MSC01,semantic,0.5549999999999999
142,MSC06,MSC01,motor,0.6799999999999999
143,MSC06,MSC01,mem,0.4600000000000001
144,MSC06,MSC02,glass,0.4222222222222223
145,MSC06,MSC02,semantic,0.54
146,MSC06,MSC02,motor,0.7799999999999999
147,MSC06,MSC02,mem,0.73
148,MSC06,MSC03,glass,0.41666666666666674
149,MSC06,MSC03,semantic,0.5399999999999999
150,MSC06,MSC03,motor,0.725
151,MSC06,MSC03,mem,0.7350000000000001
152,MSC06,MSC04,glass,0.6388888888888888
153,MSC06,MSC04,semantic,0.5449999999999999
154,MSC06,MSC04,motor,0.6449999999999999
155,MSC06,MSC04,mem,0.525
156,MSC06,MSC05,glass,0.55
157,MSC06,MSC05,semantic,0.6
158,MSC06,MSC05,motor,0.8099999999999999
159,MSC06,MSC05,mem,0.63
160,MSC06,MSC07,glass,0.4388888888888889
161,MSC06,MSC07,semantic,0.53
162,MSC06,MSC07,motor,0.7949999999999999
163,MSC06,MSC07,mem,0.51
164,MSC06,MSC10,glass,0.4888888888888888
165,MSC06,MSC10,semantic,0.515
166,MSC06,MSC10,motor,0.835
167,MSC06,MSC10,mem,0.7999999999999999
168,MSC07,MSC01,glass,0.67
169,MSC07,MSC01,semantic,0.5999999999999999
170,MSC07,MSC01,motor,0.6249999999999999
171,MSC07,MSC01,mem,0.585
172,MSC07,MSC02,glass,0.59
173,MSC07,MSC02,semantic,0.51
174,MSC07,MSC02,motor,0.7799999999999999
175,MSC07,MSC02,mem,0.6799999999999999
176,MSC07,MSC03,glass,0.545
177,MSC07,MSC03,semantic,0.5349999999999999
178,MSC07,MSC03,motor,0.6699999999999999
179,MSC07,MSC03,mem,0.6950000000000001
180,MSC07,MSC04,glass,0.5499999999999999
181,MSC07,MSC04,semantic,0.5349999999999999
182,MSC07,MSC04,motor,0.615
183,MSC07,MSC04,mem,0.595
184,MSC07,MSC05,glass,0.5
185,MSC07,MSC05,semantic,0.5
186,MSC07,MSC05,motor,0.515
187,MSC07,MSC05,mem,0.5399999999999999
188,MSC07,MSC06,glass,0.46111111111111114
189,MSC07,MSC06,semantic,0.5
190,MSC07,MSC06,motor,0.515
191,MSC07,MSC06,mem,0.59
192,MSC07,MSC10,glass,0.5
193,MSC07,MSC10,semantic,0.47000000000000003
194,MSC07,MSC10,motor,0.7150000000000001
195,MSC07,MSC10,mem,0.5249999999999999
196,MSC10,MSC01,glass,0.5850000000000001
197,MSC10,MSC01,semantic,0.6700000000000002
198,MSC10,MSC01,motor,0.75
199,MSC10,MSC01,mem,0.57
200,MSC10,MSC02,glass,0.6599999999999999
201,MSC10,MSC02,semantic,0.5
202,MSC10,MSC02,motor,0.655
203,MSC10,MSC02,mem,0.7
204,MSC10,MSC03,glass,0.565
205,MSC10,MSC03,semantic,0.565
206,MSC10,MSC03,motor,0.7899999999999999
207,MSC10,MSC03,mem,0.635
208,MSC10,MSC04,glass,0.615
209,MSC10,MSC04,semantic,0.56
210,MSC10,MSC04,motor,0.595
211,MSC10,MSC04,mem,0.745
212,MSC10,MSC05,glass,0.5549999999999999
213,MSC10,MSC05,semantic,0.54
214,MSC10,MSC05,motor,0.8350000000000002
215,MSC10,MSC05,mem,0.75
216,MSC10,MSC06,glass,0.5833333333333334
217,MSC10,MSC06,semantic,0.5399999999999999
218,MSC10,MSC06,motor,0.8549999999999999
219,MSC10,MSC06,mem,0.765
220,MSC10,MSC07,glass,0.51
221,MSC10,MSC07,semantic,0.51
222,MSC10,MSC07,motor,0.835
223,MSC10,MSC07,mem,0.5449999999999999
