,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.9949999999999999
1,mixed,mem,MSC01,0.9349999999999999
2,motor,mixed,MSC01,0.8149999999999998
3,motor,mem,MSC01,0.6500000000000001
4,mem,mixed,MSC01,0.945
5,mem,motor,MSC01,1.0
6,mixed,motor,MSC02,0.75
7,mixed,mem,MSC02,0.8299999999999998
8,motor,mixed,MSC02,0.5
9,motor,mem,MSC02,0.5
10,mem,mixed,MSC02,0.7300000000000001
11,mem,motor,MSC02,0.63
12,mixed,motor,MSC03,1.0
13,mixed,mem,MSC03,0.8049999999999999
14,motor,mixed,MSC03,0.5449999999999999
15,motor,mem,MSC03,0.5849999999999999
16,mem,mixed,MSC03,0.6350000000000001
17,mem,motor,MSC03,0.8750000000000002
18,mixed,motor,MSC04,0.95
19,mixed,mem,MSC04,0.9600000000000002
20,motor,mixed,MSC04,0.5849999999999999
21,motor,mem,MSC04,0.6549999999999999
22,mem,mixed,MSC04,0.915
23,mem,motor,MSC04,0.8999999999999998
24,mixed,motor,MSC05,0.9650000000000001
25,mixed,mem,MSC05,1.0
26,motor,mixed,MSC05,0.5599999999999998
27,motor,mem,MSC05,0.7899999999999999
28,mem,mixed,MSC05,0.8449999999999998
29,mem,motor,MSC05,1.0
30,mixed,motor,MSC06,0.915
31,mixed,mem,MSC06,1.0
32,motor,mixed,MSC06,0.5999999999999999
33,motor,mem,MSC06,0.745
34,mem,mixed,MSC06,0.755
35,mem,motor,MSC06,0.9099999999999999
36,mixed,motor,MSC07,0.8299999999999998
37,mixed,mem,MSC07,0.9000000000000001
38,motor,mixed,MSC07,0.5499999999999999
39,motor,mem,MSC07,0.5
40,mem,mixed,MSC07,0.885
41,mem,motor,MSC07,0.7849999999999999
42,mixed,motor,MSC10,0.9049999999999999
43,mixed,mem,MSC10,0.9650000000000001
44,motor,mixed,MSC10,0.505
45,motor,mem,MSC10,0.635
46,mem,mixed,MSC10,0.8150000000000001
47,mem,motor,MSC10,0.9100000000000001
