,test_task,train_task,Mean,Std
0,mem,mixed,0.8624999999999999,0.11877349391654206
1,mem,motor,0.2875,0.21671244937540096
2,mixed,mem,0.6375000000000001,0.21339098923270938
3,mixed,motor,0.1625,0.19226098333849673
4,motor,mem,0.7625000000000001,0.24458419526091332
5,motor,mixed,0.8375,0.1407885953173359
