sub,mixed,motor,mem
MSC01,0.8,0.9,0.7
MSC02,0.75,0.95,0.9
MSC03,0.95,0.9,0.7291666666666666
MSC04,0.6,0.9,0.85
MSC05,0.95,1.0,1.0
MSC06,0.8,0.7962962962962963,0.75
MSC07,0.9,0.8888888888888888,0.9
MSC10,0.85,0.95,0.65
