train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.525
mixed,mem,MSC01,MSC02,0.53
motor,mixed,MSC01,MSC02,0.6250000000000001
motor,mem,MSC01,MSC02,0.5549999999999999
mem,mixed,MSC01,MSC02,0.535
mem,motor,MSC01,MSC02,0.505
mixed,motor,MSC01,MSC03,0.54
mixed,mem,MSC01,MSC03,0.6950000000000001
motor,mixed,MSC01,MSC03,0.59
motor,mem,MSC01,MSC03,0.62
mem,mixed,MSC01,MSC03,0.5
mem,motor,MSC01,MSC03,0.5700000000000001
mixed,motor,MSC01,MSC04,0.5
mixed,mem,MSC01,MSC04,0.5
motor,mixed,MSC01,MSC04,0.5349999999999999
motor,mem,MSC01,MSC04,0.5
mem,mixed,MSC01,MSC04,0.505
mem,motor,MSC01,MSC04,0.505
mixed,motor,MSC01,MSC05,0.5450000000000002
mixed,mem,MSC01,MSC05,0.615
motor,mixed,MSC01,MSC05,0.475
motor,mem,MSC01,MSC05,0.505
mem,mixed,MSC01,MSC05,0.5
mem,motor,MSC01,MSC05,0.5499999999999999
mixed,motor,MSC01,MSC06,0.5850000000000001
mixed,mem,MSC01,MSC06,0.5549999999999999
motor,mixed,MSC01,MSC06,0.505
motor,mem,MSC01,MSC06,0.51
mem,mixed,MSC01,MSC06,0.5499999999999999
mem,motor,MSC01,MSC06,0.5799999999999998
mixed,motor,MSC01,MSC07,0.67
mixed,mem,MSC01,MSC07,0.845
motor,mixed,MSC01,MSC07,0.675
motor,mem,MSC01,MSC07,0.745
mem,mixed,MSC01,MSC07,0.745
mem,motor,MSC01,MSC07,0.7150000000000001
mixed,motor,MSC01,MSC10,0.5899999999999999
mixed,mem,MSC01,MSC10,0.5050000000000001
motor,mixed,MSC01,MSC10,0.645
motor,mem,MSC01,MSC10,0.53
mem,mixed,MSC01,MSC10,0.6799999999999999
mem,motor,MSC01,MSC10,0.5549999999999999
mixed,motor,MSC02,MSC01,0.585
mixed,mem,MSC02,MSC01,0.505
motor,mixed,MSC02,MSC01,0.4450000000000001
motor,mem,MSC02,MSC01,0.45
mem,mixed,MSC02,MSC01,0.45500000000000007
mem,motor,MSC02,MSC01,0.495
mixed,motor,MSC02,MSC03,0.61
