,test_task,train_task,Mean,Std
0,mem,mixed,0.5585714285714286,0.10228620401827188
1,mem,motor,0.6083928571428573,0.09883920432545129
2,mixed,mem,0.5656249999999998,0.09564642511021329
3,mixed,motor,0.5496428571428571,0.0752925032055718
4,motor,mem,0.6267857142857143,0.12557297252423164
5,motor,mixed,0.56,0.11312904940015106
