train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.64
mixed,mem,MSC01,MSC02,0.7050000000000001
motor,mixed,MSC01,MSC02,0.71
motor,mem,MSC01,MSC02,0.73
mem,mixed,MSC01,MSC02,0.835
mem,motor,MSC01,MSC02,0.76
mixed,motor,MSC01,MSC03,0.6450000000000001
mixed,mem,MSC01,MSC03,0.67
motor,mixed,MSC01,MSC03,0.565
motor,mem,MSC01,MSC03,0.68
mem,mixed,MSC01,MSC03,0.7150000000000001
mem,motor,MSC01,MSC03,0.785
mixed,motor,MSC01,MSC04,0.8850000000000001
mixed,mem,MSC01,MSC04,0.82
motor,mixed,MSC01,MSC04,0.6699999999999999
motor,mem,MSC01,MSC04,0.6400000000000001
mem,mixed,MSC01,MSC04,0.8049999999999999
mem,motor,MSC01,MSC04,0.8800000000000001
mixed,motor,MSC01,MSC05,0.77
mixed,mem,MSC01,MSC05,0.7900000000000001
motor,mixed,MSC01,MSC05,0.635
motor,mem,MSC01,MSC05,0.705
mem,mixed,MSC01,MSC05,0.7749999999999999
mem,motor,MSC01,MSC05,0.7899999999999999
mixed,motor,MSC01,MSC06,0.8200000000000001
mixed,mem,MSC01,MSC06,0.9149999999999998
motor,mixed,MSC01,MSC06,0.5299999999999999
motor,mem,MSC01,MSC06,0.5499999999999999
mem,mixed,MSC01,MSC06,0.6199999999999999
mem,motor,MSC01,MSC06,0.7799999999999999
mixed,motor,MSC01,MSC07,0.7750000000000001
mixed,mem,MSC01,MSC07,0.7700000000000001
motor,mixed,MSC01,MSC07,0.9400000000000001
motor,mem,MSC01,MSC07,0.7350000000000001
mem,mixed,MSC01,MSC07,0.915
mem,motor,MSC01,MSC07,0.915
mixed,motor,MSC01,MSC10,0.8550000000000001
mixed,mem,MSC01,MSC10,0.8450000000000001
motor,mixed,MSC01,MSC10,0.715
motor,mem,MSC01,MSC10,0.86
mem,mixed,MSC01,MSC10,0.8399999999999999
mem,motor,MSC01,MSC10,0.72
mixed,motor,MSC02,MSC01,0.615
mixed,mem,MSC02,MSC01,0.5449999999999999
motor,mixed,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
mem,mixed,MSC02,MSC01,0.9349999999999999
mem,motor,MSC02,MSC01,1.0
mixed,motor,MSC02,MSC03,0.6
mixed,mem,MSC02,MSC03,0.57
motor,mixed,MSC02,MSC03,0.5
motor,mem,MSC02,MSC03,0.5
mem,mixed,MSC02,MSC03,0.675
mem,motor,MSC02,MSC03,0.7849999999999999
mixed,motor,MSC02,MSC04,0.6099999999999999
mixed,mem,MSC02,MSC04,0.5199999999999999
motor,mixed,MSC02,MSC04,0.5
motor,mem,MSC02,MSC04,0.5
mem,mixed,MSC02,MSC04,0.9800000000000001
mem,motor,MSC02,MSC04,0.9949999999999999
mixed,motor,MSC02,MSC05,0.7050000000000001
mixed,mem,MSC02,MSC05,0.6400000000000001
motor,mixed,MSC02,MSC05,0.5
motor,mem,MSC02,MSC05,0.5
mem,mixed,MSC02,MSC05,0.9349999999999999
mem,motor,MSC02,MSC05,0.8549999999999999
mixed,motor,MSC02,MSC06,0.54
mixed,mem,MSC02,MSC06,0.5449999999999999
motor,mixed,MSC02,MSC06,0.5
motor,mem,MSC02,MSC06,0.5
mem,mixed,MSC02,MSC06,0.86
mem,motor,MSC02,MSC06,0.9200000000000002
mixed,motor,MSC02,MSC07,0.525
mixed,mem,MSC02,MSC07,0.6049999999999999
motor,mixed,MSC02,MSC07,0.5
motor,mem,MSC02,MSC07,0.5
mem,mixed,MSC02,MSC07,0.9399999999999998
mem,motor,MSC02,MSC07,0.96
mixed,motor,MSC02,MSC10,0.515
mixed,mem,MSC02,MSC10,0.525
motor,mixed,MSC02,MSC10,0.5
motor,mem,MSC02,MSC10,0.5
mem,mixed,MSC02,MSC10,0.7749999999999999
mem,motor,MSC02,MSC10,0.9000000000000001
mixed,motor,MSC03,MSC01,0.505
mixed,mem,MSC03,MSC01,0.51
motor,mixed,MSC03,MSC01,0.5
motor,mem,MSC03,MSC01,0.5499999999999999
mem,mixed,MSC03,MSC01,0.515
mem,motor,MSC03,MSC01,0.515
mixed,motor,MSC03,MSC02,0.8799999999999999
mixed,mem,MSC03,MSC02,0.6499999999999999
motor,mixed,MSC03,MSC02,0.5
motor,mem,MSC03,MSC02,0.6950000000000001
mem,mixed,MSC03,MSC02,0.5
mem,motor,MSC03,MSC02,0.4800000000000001
mixed,motor,MSC03,MSC04,0.7100000000000001
mixed,mem,MSC03,MSC04,0.5299999999999999
motor,mixed,MSC03,MSC04,0.5
motor,mem,MSC03,MSC04,0.5
mem,mixed,MSC03,MSC04,0.74
mem,motor,MSC03,MSC04,0.8249999999999998
mixed,motor,MSC03,MSC05,0.8499999999999999
mixed,mem,MSC03,MSC05,0.89
motor,mixed,MSC03,MSC05,0.5549999999999999
motor,mem,MSC03,MSC05,0.7050000000000001
mem,mixed,MSC03,MSC05,0.8649999999999999
mem,motor,MSC03,MSC05,0.865
mixed,motor,MSC03,MSC06,0.565
mixed,mem,MSC03,MSC06,0.5
motor,mixed,MSC03,MSC06,0.54
motor,mem,MSC03,MSC06,0.5
mem,mixed,MSC03,MSC06,0.8450000000000001
mem,motor,MSC03,MSC06,0.865
mixed,motor,MSC03,MSC07,0.55
mixed,mem,MSC03,MSC07,0.525
motor,mixed,MSC03,MSC07,0.51
motor,mem,MSC03,MSC07,0.55
mem,mixed,MSC03,MSC07,0.615
mem,motor,MSC03,MSC07,0.925
mixed,motor,MSC03,MSC10,0.5900000000000001
mixed,mem,MSC03,MSC10,0.5449999999999999
motor,mixed,MSC03,MSC10,0.505
motor,mem,MSC03,MSC10,0.65
mem,mixed,MSC03,MSC10,0.8800000000000001
mem,motor,MSC03,MSC10,0.8800000000000001
mixed,motor,MSC04,MSC01,0.7899999999999999
mixed,mem,MSC04,MSC01,0.7899999999999999
motor,mixed,MSC04,MSC01,0.5949999999999999
