train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.665
mixed,mem,MSC01,MSC02,0.705
motor,mixed,MSC01,MSC02,0.7799999999999999
motor,mem,MSC01,MSC02,0.8550000000000001
mem,mixed,MSC01,MSC02,0.7050000000000001
mem,motor,MSC01,MSC02,0.715
mixed,motor,MSC01,MSC03,0.515
mixed,mem,MSC01,MSC03,0.525
motor,mixed,MSC01,MSC03,0.905
motor,mem,MSC01,MSC03,0.755
mem,mixed,MSC01,MSC03,0.5799999999999998
mem,motor,MSC01,MSC03,0.57
mixed,motor,MSC01,MSC04,0.7100000000000002
mixed,mem,MSC01,MSC04,0.7000000000000001
motor,mixed,MSC01,MSC04,0.8400000000000001
motor,mem,MSC01,MSC04,0.8049999999999999
mem,mixed,MSC01,MSC04,0.8399999999999999
mem,motor,MSC01,MSC04,0.8549999999999999
mixed,motor,MSC01,MSC05,0.655
mixed,mem,MSC01,MSC05,0.6599999999999999
motor,mixed,MSC01,MSC05,0.74
motor,mem,MSC01,MSC05,0.8
mem,mixed,MSC01,MSC05,0.925
mem,motor,MSC01,MSC05,0.865
mixed,motor,MSC01,MSC06,0.9100000000000001
mixed,mem,MSC01,MSC06,0.8850000000000001
motor,mixed,MSC01,MSC06,0.5299999999999999
motor,mem,MSC01,MSC06,0.5599999999999998
mem,mixed,MSC01,MSC06,0.73
mem,motor,MSC01,MSC06,0.8899999999999999
mixed,motor,MSC01,MSC07,0.5549999999999999
mixed,mem,MSC01,MSC07,0.55
motor,mixed,MSC01,MSC07,0.8950000000000001
motor,mem,MSC01,MSC07,0.7649999999999999
mem,mixed,MSC01,MSC07,0.6250000000000001
mem,motor,MSC01,MSC07,0.6250000000000001
mixed,motor,MSC01,MSC10,0.68
mixed,mem,MSC01,MSC10,0.6900000000000001
motor,mixed,MSC01,MSC10,0.72
motor,mem,MSC01,MSC10,0.8100000000000002
mem,mixed,MSC01,MSC10,0.78
mem,motor,MSC01,MSC10,0.8049999999999999
mixed,motor,MSC02,MSC01,0.635
mixed,mem,MSC02,MSC01,0.5549999999999999
motor,mixed,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
