train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.6500000000000001
mixed,mem,MSC01,MSC02,0.74
motor,mixed,MSC01,MSC02,0.7749999999999999
motor,mem,MSC01,MSC02,0.7649999999999999
mem,mixed,MSC01,MSC02,0.775
mem,motor,MSC01,MSC02,0.7200000000000001
mixed,motor,MSC01,MSC03,0.5700000000000001
mixed,mem,MSC01,MSC03,0.5700000000000001
motor,mixed,MSC01,MSC03,0.72
motor,mem,MSC01,MSC03,0.7449999999999999
mem,mixed,MSC01,MSC03,0.6800000000000002
mem,motor,MSC01,MSC03,0.7350000000000001
mixed,motor,MSC01,MSC04,0.77
mixed,mem,MSC01,MSC04,0.775
motor,mixed,MSC01,MSC04,0.725
motor,mem,MSC01,MSC04,0.6799999999999999
mem,mixed,MSC01,MSC04,0.85
mem,motor,MSC01,MSC04,0.905
mixed,motor,MSC01,MSC05,0.6950000000000001
mixed,mem,MSC01,MSC05,0.7150000000000001
motor,mixed,MSC01,MSC05,0.6900000000000001
motor,mem,MSC01,MSC05,0.835
mem,mixed,MSC01,MSC05,0.8249999999999998
mem,motor,MSC01,MSC05,0.8300000000000001
mixed,motor,MSC01,MSC06,0.865
mixed,mem,MSC01,MSC06,0.9
motor,mixed,MSC01,MSC06,0.5149999999999999
motor,mem,MSC01,MSC06,0.5449999999999999
mem,mixed,MSC01,MSC06,0.675
mem,motor,MSC01,MSC06,0.7849999999999999
mixed,motor,MSC01,MSC07,0.635
mixed,mem,MSC01,MSC07,0.63
motor,mixed,MSC01,MSC07,0.9200000000000002
motor,mem,MSC01,MSC07,0.6950000000000001
mem,mixed,MSC01,MSC07,0.8149999999999998
mem,motor,MSC01,MSC07,0.8149999999999998
mixed,motor,MSC01,MSC10,0.6
mixed,mem,MSC01,MSC10,0.595
motor,mixed,MSC01,MSC10,0.725
motor,mem,MSC01,MSC10,0.8299999999999998
mem,mixed,MSC01,MSC10,0.8399999999999999
mem,motor,MSC01,MSC10,0.82
mixed,motor,MSC02,MSC01,0.625
mixed,mem,MSC02,MSC01,0.585
motor,mixed,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
mem,mixed,MSC02,MSC01,0.9550000000000001
mem,motor,MSC02,MSC01,0.9850000000000001
mixed,motor,MSC02,MSC03,0.62
mixed,mem,MSC02,MSC03,0.5850000000000001
motor,mixed,MSC02,MSC03,0.5
motor,mem,MSC02,MSC03,0.5
mem,mixed,MSC02,MSC03,0.7899999999999999
mem,motor,MSC02,MSC03,0.8450000000000001
mixed,motor,MSC02,MSC04,0.6600000000000001
mixed,mem,MSC02,MSC04,0.53
motor,mixed,MSC02,MSC04,0.5
motor,mem,MSC02,MSC04,0.5
mem,mixed,MSC02,MSC04,0.985
mem,motor,MSC02,MSC04,0.99
mixed,motor,MSC02,MSC05,0.685
mixed,mem,MSC02,MSC05,0.655
motor,mixed,MSC02,MSC05,0.5
motor,mem,MSC02,MSC05,0.5
mem,mixed,MSC02,MSC05,0.9400000000000001
mem,motor,MSC02,MSC05,0.885
mixed,motor,MSC02,MSC06,0.575
mixed,mem,MSC02,MSC06,0.54
motor,mixed,MSC02,MSC06,0.5
motor,mem,MSC02,MSC06,0.5
mem,mixed,MSC02,MSC06,0.8400000000000001
mem,motor,MSC02,MSC06,0.9400000000000001
mixed,motor,MSC02,MSC07,0.5650000000000001
mixed,mem,MSC02,MSC07,0.6250000000000001
motor,mixed,MSC02,MSC07,0.5
motor,mem,MSC02,MSC07,0.5
mem,mixed,MSC02,MSC07,0.8950000000000001
mem,motor,MSC02,MSC07,0.9199999999999999
mixed,motor,MSC02,MSC10,0.58
mixed,mem,MSC02,MSC10,0.55
motor,mixed,MSC02,MSC10,0.5
motor,mem,MSC02,MSC10,0.5
