,test_task,train_task,Mean,Std
0,mem,mixed,0.920625,0.0631572583771199
1,mem,motor,0.6268576388888888,0.11287295951923344
2,mixed,mem,0.87890625,0.09292238865042161
3,mixed,motor,0.6087499999999999,0.09006941767325913
4,motor,mem,0.8669791666666667,0.1361602954138178
5,motor,mixed,0.9009722222222223,0.06650890725510435
