diff_acc,SS,OS
-0.001241783115794181,0.500441006362059,0.5016827894778532
-0.0065767630294504215,0.4901080827067669,0.49668484573621735
0.0035958127528330614,0.502359263543474,0.498763450790641
0.0017489430084398796,0.5003346708116445,0.4985857278032046
-0.00024670057073735867,0.4997701585695007,0.5000168591402381
-0.004156469829829005,0.49503506362058997,0.49919153345041894
-0.006786923936158174,0.49442145026026607,0.5012083741964242
0.006397076534540981,0.5066726310969732,0.5002755545624322
-0.014238905392417229,0.4843698790244843,0.49860878441690154
0.006415363761319816,0.5065467153460574,0.5001313515847376
0.007708686840695785,0.5082465779834201,0.5005378911427243
0.003159990575535662,0.5046326754385965,0.5014726848630608
0.00023980361828847572,0.5007615191825718,0.5005217155642834
-0.012981253820321845,0.4852865336417968,0.49826778746211864
0.003505390313387708,0.5041404593213804,0.5006350690079927
-0.0012534058393149183,0.4974612010796221,0.49871460691893704
-0.004493753940482958,0.49622794968189704,0.50072170362238
-0.001215987393223396,0.49604690813572394,0.4972628955289473
-0.0038993461351092364,0.49456694621168307,0.4984662923467923
0.006209885462030672,0.506644013880856,0.5004341284188253
-0.0032730845606897025,0.4951540509928668,0.4984271355535565
0.00625154215649775,0.5051062150568729,0.4988546729003752
-0.007995749946698915,0.49359185222672064,0.5015876021734196
-0.0015495897755140697,0.4997758820127241,0.5013254717882382
-0.006697439545386665,0.49346473154038945,0.5001621710857761
-0.004412699179715466,0.4957324199922884,0.5001451191720039
-0.0059200752225614705,0.4977555065548487,0.5036755817774101
-0.0010601890582384369,0.5000837430113746,0.501143932069613
0.002164012140856504,0.5018628301523038,0.49969881801144733
0.009097934611932892,0.510294968189705,0.5011970335777721
0.0032646275522338944,0.5030810198573357,0.4998163923051018
0.005050871844786077,0.5031298197416618,0.4980789478968758
-0.014713527726901427,0.48246517736649314,0.49717870509339457
0.003102866273068513,0.5061219756121071,0.5030191093390387
-0.00036061581167327883,0.4994613938692886,0.4998220096809619
0.0015449770526874576,0.5015269544052439,0.4999819773525564
-0.0029976593278942996,0.49451302535184116,0.4975106846797354
0.006314490951431704,0.5079531762097551,0.5016386852583234
0.0005834878166324696,0.5015040606323501,0.5009205728157177
0.0007121327110665194,0.5006160232311548,0.49990389052008827
0.013113859221314028,0.5150044582610372,0.5018905990397232
0.005151185898139856,0.5049700573549257,0.49981887145678594
0.0030024759042052854,0.5019932644110275,0.49899078850682227
0.0009479539122137107,0.5013570585116638,0.5004091045994501
0.009172786541365746,0.5075739227877386,0.49840113624637283
0.0023977954597845775,0.503106925968768,0.5007091305089835
-0.001959890337404291,0.49997529882398306,0.5019351891613874
0.0011577569093992462,0.5043588538654328,0.5032010969560335
-0.006314483977882652,0.49342075139772507,0.4997352353756077
0.003478538451335036,0.5022583502024291,0.4987798117510941
0.0011792237738982392,0.5040940693078851,0.5029148455339869
0.0007899666698868732,0.4988321163485637,0.4980421496786768
0.0005733575523787524,0.5021956935608252,0.5016223360084464
-0.014431726387309675,0.4850467514941199,0.49947847788142963
-0.005324230079022957,0.49567639049546947,0.5010006205744924
-0.002265660901678392,0.49588815789473684,0.49815381879641524
-0.004027274428327182,0.4930032412762676,0.4970305157045948
0.007740771746350567,0.5075516314825526,0.499810859736202
0.002594062504947237,0.5009238842298053,0.49832982172485807
-0.003550202021833911,0.4951832706766917,0.49873347269852564
-0.005251688599072391,0.49488354299209564,0.500135231591168
-0.004717251770750564,0.4935523905918643,0.49826964236261484
-0.009053262169147659,0.48770032051282053,0.4967535826819682
-0.006989330114552319,0.49556463273568535,0.5025539628502377
-0.005146215060470941,0.4941078658183921,0.4992540808788631
