,test_task,train_task,Mean,Std
0,mem,mixed,0.5401785714285715,0.07509971725957117
1,mem,motor,0.5195535714285713,0.08321536563593337
2,mixed,mem,0.5433928571428569,0.09633798053471172
3,mixed,motor,0.545625,0.082070161225846
4,motor,mem,0.5288392857142856,0.11432008918911758
5,motor,mixed,0.5414285714285713,0.11090419405838654
