,test_task,train_task,Mean,Std
0,mem,mixed,0.5659821428571431,0.100694947254554
1,mem,motor,0.543625992063492,0.10321115182998933
2,mixed,mem,0.5649776785714288,0.08839332652702345
3,mixed,motor,0.522202380952381,0.10459166307717513
4,motor,mem,0.5358035714285714,0.10568761248405494
5,motor,mixed,0.5114781746031747,0.08736626957426642
