sub,train_task,test_task,acc,frames
MSC02,mem,mixed,0.56,96
MSC05,mem,mixed,0.9649999999999999,96
MSC06,mem,mixed,0.8833333333333332,96
MSC07,mem,mixed,0.89,96
MSC02,mem,mixed,0.56,96
MSC05,mem,mixed,0.9649999999999999,96
MSC06,mem,mixed,0.8833333333333332,96
MSC07,mem,mixed,0.89,96
MSC02,mem,mixed,0.56,96
MSC05,mem,mixed,0.9649999999999999,96
MSC06,mem,mixed,0.8833333333333332,96
MSC07,mem,mixed,0.89,96
MSC02,mem,mixed,0.56,96
MSC05,mem,mixed,0.9649999999999999,96
MSC06,mem,mixed,0.8833333333333332,96
MSC07,mem,mixed,0.89,96
MSC02,mem,mixed,0.55,97
MSC05,mem,mixed,0.96,97
MSC06,mem,mixed,0.9000000000000001,97
MSC07,mem,mixed,0.8949999999999999,97
MSC02,mem,mixed,0.55,97
MSC05,mem,mixed,0.96,97
MSC06,mem,mixed,0.9000000000000001,97
MSC07,mem,mixed,0.8949999999999999,97
MSC02,mem,mixed,0.55,97
MSC05,mem,mixed,0.96,97
MSC06,mem,mixed,0.9000000000000001,97
MSC07,mem,mixed,0.8949999999999999,97
MSC02,mem,mixed,0.55,97
MSC05,mem,mixed,0.96,97
MSC06,mem,mixed,0.9000000000000001,97
MSC07,mem,mixed,0.8949999999999999,97
MSC02,mem,mixed,0.55,97
MSC05,mem,mixed,0.96,97
MSC06,mem,mixed,0.9000000000000001,97
MSC07,mem,mixed,0.8949999999999999,97
MSC02,mem,mixed,0.55,98
MSC05,mem,mixed,0.96,98
MSC06,mem,mixed,0.9111111111111112,98
MSC07,mem,mixed,0.9,98
MSC02,mem,mixed,0.55,98
MSC05,mem,mixed,0.96,98
MSC06,mem,mixed,0.9111111111111112,98
MSC07,mem,mixed,0.9,98
MSC02,mem,mixed,0.55,98
MSC05,mem,mixed,0.96,98
MSC06,mem,mixed,0.9111111111111112,98
MSC07,mem,mixed,0.9,98
MSC02,mem,mixed,0.55,98
MSC05,mem,mixed,0.96,98
MSC06,mem,mixed,0.9111111111111112,98
MSC07,mem,mixed,0.9,98
MSC02,mem,mixed,0.55,98
MSC05,mem,mixed,0.96,98
MSC06,mem,mixed,0.9111111111111112,98
MSC07,mem,mixed,0.9,98
MSC02,mem,mixed,0.56,99
MSC05,mem,mixed,0.9400000000000001,99
MSC06,mem,mixed,0.9166666666666667,99
MSC07,mem,mixed,0.9,99
MSC02,mem,mixed,0.56,99
MSC05,mem,mixed,0.9400000000000001,99
MSC06,mem,mixed,0.9166666666666667,99
MSC07,mem,mixed,0.9,99
MSC02,mem,mixed,0.56,99
MSC05,mem,mixed,0.9400000000000001,99
MSC06,mem,mixed,0.9166666666666667,99
MSC07,mem,mixed,0.9,99
MSC02,mem,mixed,0.56,99
MSC05,mem,mixed,0.9400000000000001,99
MSC06,mem,mixed,0.9166666666666667,99
MSC07,mem,mixed,0.9,99
MSC02,mem,mixed,0.56,99
MSC05,mem,mixed,0.9400000000000001,99
MSC06,mem,mixed,0.9166666666666667,99
MSC07,mem,mixed,0.9,99
MSC02,mem,mixed,0.56,100
MSC05,mem,mixed,0.9299999999999999,100
MSC06,mem,mixed,0.9222222222222223,100
MSC07,mem,mixed,0.9,100
MSC02,mem,mixed,0.56,100
MSC05,mem,mixed,0.9299999999999999,100
MSC06,mem,mixed,0.9222222222222223,100
MSC07,mem,mixed,0.9,100
MSC02,mem,mixed,0.56,100
MSC05,mem,mixed,0.9299999999999999,100
MSC06,mem,mixed,0.9222222222222223,100
MSC07,mem,mixed,0.9,100
MSC02,mem,mixed,0.56,100
MSC05,mem,mixed,0.9299999999999999,100
MSC06,mem,mixed,0.9222222222222223,100
MSC07,mem,mixed,0.9,100
MSC02,mem,mixed,0.56,100
MSC05,mem,mixed,0.9299999999999999,100
MSC06,mem,mixed,0.9222222222222223,100
MSC07,mem,mixed,0.9,100
MSC02,mem,mixed,0.5600000000000002,101
MSC05,mem,mixed,0.9299999999999999,101
MSC06,mem,mixed,0.9277777777777778,101
MSC07,mem,mixed,0.8949999999999999,101
MSC02,mem,mixed,0.5600000000000002,101
MSC05,mem,mixed,0.9299999999999999,101
MSC06,mem,mixed,0.9277777777777778,101
MSC07,mem,mixed,0.8949999999999999,101
MSC02,mem,mixed,0.5600000000000002,101
MSC05,mem,mixed,0.9299999999999999,101
MSC06,mem,mixed,0.9277777777777778,101
MSC07,mem,mixed,0.8949999999999999,101
MSC02,mem,mixed,0.5600000000000002,101
MSC05,mem,mixed,0.9299999999999999,101
MSC06,mem,mixed,0.9277777777777778,101
MSC07,mem,mixed,0.8949999999999999,101
MSC02,mem,mixed,0.5600000000000002,101
MSC05,mem,mixed,0.9299999999999999,101
MSC06,mem,mixed,0.9277777777777778,101
MSC07,mem,mixed,0.8949999999999999,101
MSC02,mem,mixed,0.5600000000000002,101
MSC05,mem,mixed,0.9299999999999999,101
MSC06,mem,mixed,0.9277777777777778,101
MSC07,mem,mixed,0.8949999999999999,101
MSC02,mem,mixed,0.5650000000000002,102
MSC05,mem,mixed,0.93,102
MSC06,mem,mixed,0.9277777777777778,102
MSC07,mem,mixed,0.9,102
MSC02,mem,mixed,0.5650000000000002,102
MSC05,mem,mixed,0.93,102
MSC06,mem,mixed,0.9277777777777778,102
MSC07,mem,mixed,0.9,102
MSC02,mem,mixed,0.5650000000000002,102
MSC05,mem,mixed,0.93,102
MSC06,mem,mixed,0.9277777777777778,102
MSC07,mem,mixed,0.9,102
MSC02,mem,mixed,0.5650000000000002,102
MSC05,mem,mixed,0.93,102
MSC06,mem,mixed,0.9277777777777778,102
MSC07,mem,mixed,0.9,102
MSC02,mem,mixed,0.5650000000000002,102
MSC05,mem,mixed,0.93,102
MSC06,mem,mixed,0.9277777777777778,102
MSC07,mem,mixed,0.9,102
MSC02,mem,mixed,0.5650000000000002,103
MSC05,mem,mixed,0.9250000000000002,103
MSC06,mem,mixed,0.9277777777777778,103
MSC07,mem,mixed,0.9,103
MSC02,mem,mixed,0.5650000000000002,103
MSC05,mem,mixed,0.9250000000000002,103
MSC06,mem,mixed,0.9277777777777778,103
MSC07,mem,mixed,0.9,103
MSC02,mem,mixed,0.5650000000000002,103
MSC05,mem,mixed,0.9250000000000002,103
MSC06,mem,mixed,0.9277777777777778,103
MSC07,mem,mixed,0.9,103
MSC02,mem,mixed,0.5650000000000002,103
MSC05,mem,mixed,0.9250000000000002,103
MSC06,mem,mixed,0.9277777777777778,103
MSC07,mem,mixed,0.9,103
MSC02,mem,mixed,0.5650000000000002,103
MSC05,mem,mixed,0.9250000000000002,103
MSC06,mem,mixed,0.9277777777777778,103
MSC07,mem,mixed,0.9,103
MSC02,mem,mixed,0.56,104
MSC05,mem,mixed,0.9200000000000002,104
MSC06,mem,mixed,0.9333333333333333,104
MSC07,mem,mixed,0.89,104
MSC02,mem,mixed,0.56,104
MSC05,mem,mixed,0.9200000000000002,104
MSC06,mem,mixed,0.9333333333333333,104
MSC07,mem,mixed,0.89,104
MSC02,mem,mixed,0.56,104
MSC05,mem,mixed,0.9200000000000002,104
MSC06,mem,mixed,0.9333333333333333,104
MSC07,mem,mixed,0.89,104
MSC02,mem,mixed,0.56,104
MSC05,mem,mixed,0.9200000000000002,104
MSC06,mem,mixed,0.9333333333333333,104
MSC07,mem,mixed,0.89,104
MSC02,mem,mixed,0.5650000000000002,105
MSC05,mem,mixed,0.93,105
MSC06,mem,mixed,0.9277777777777778,105
MSC07,mem,mixed,0.8800000000000001,105
MSC02,mem,mixed,0.5650000000000002,105
MSC05,mem,mixed,0.93,105
MSC06,mem,mixed,0.9277777777777778,105
MSC07,mem,mixed,0.8800000000000001,105
MSC02,mem,mixed,0.5650000000000002,105
MSC05,mem,mixed,0.93,105
MSC06,mem,mixed,0.9277777777777778,105
MSC07,mem,mixed,0.8800000000000001,105
MSC02,mem,mixed,0.5650000000000002,105
MSC05,mem,mixed,0.93,105
MSC06,mem,mixed,0.9277777777777778,105
MSC07,mem,mixed,0.8800000000000001,105
MSC02,mem,mixed,0.5650000000000002,105
MSC05,mem,mixed,0.93,105
MSC06,mem,mixed,0.9277777777777778,105
MSC07,mem,mixed,0.8800000000000001,105
MSC02,mem,mixed,0.5650000000000002,106
MSC05,mem,mixed,0.9349999999999999,106
MSC06,mem,mixed,0.9222222222222223,106
MSC07,mem,mixed,0.8700000000000001,106
MSC02,mem,mixed,0.5650000000000002,106
MSC05,mem,mixed,0.9349999999999999,106
MSC06,mem,mixed,0.9222222222222223,106
MSC07,mem,mixed,0.8700000000000001,106
MSC02,mem,mixed,0.5650000000000002,106
MSC05,mem,mixed,0.9349999999999999,106
MSC06,mem,mixed,0.9222222222222223,106
MSC07,mem,mixed,0.8700000000000001,106
MSC02,mem,mixed,0.5650000000000002,106
MSC05,mem,mixed,0.9349999999999999,106
MSC06,mem,mixed,0.9222222222222223,106
MSC07,mem,mixed,0.8700000000000001,106
MSC02,mem,mixed,0.5650000000000002,106
MSC05,mem,mixed,0.9349999999999999,106
MSC06,mem,mixed,0.9222222222222223,106
MSC07,mem,mixed,0.8700000000000001,106
MSC02,mem,mixed,0.5650000000000002,107
MSC05,mem,mixed,0.945,107
MSC06,mem,mixed,0.9166666666666667,107
MSC07,mem,mixed,0.8800000000000001,107
MSC02,mem,mixed,0.5650000000000002,107
MSC05,mem,mixed,0.945,107
MSC06,mem,mixed,0.9166666666666667,107
MSC07,mem,mixed,0.8800000000000001,107
MSC02,mem,mixed,0.5650000000000002,107
MSC05,mem,mixed,0.945,107
MSC06,mem,mixed,0.9166666666666667,107
MSC07,mem,mixed,0.8800000000000001,107
MSC02,mem,mixed,0.5650000000000002,107
MSC05,mem,mixed,0.945,107
MSC06,mem,mixed,0.9166666666666667,107
MSC07,mem,mixed,0.8800000000000001,107
MSC02,mem,mixed,0.5650000000000002,107
MSC05,mem,mixed,0.945,107
MSC06,mem,mixed,0.9166666666666667,107
MSC07,mem,mixed,0.8800000000000001,107
MSC02,mem,mixed,0.6100000000000001,108
MSC05,mem,mixed,0.9550000000000001,108
MSC06,mem,mixed,0.9166666666666667,108
MSC07,mem,mixed,0.8800000000000001,108
MSC02,mem,mixed,0.6100000000000001,108
MSC05,mem,mixed,0.9550000000000001,108
MSC06,mem,mixed,0.9166666666666667,108
MSC07,mem,mixed,0.8800000000000001,108
MSC02,mem,mixed,0.6100000000000001,108
MSC05,mem,mixed,0.9550000000000001,108
MSC06,mem,mixed,0.9166666666666667,108
MSC07,mem,mixed,0.8800000000000001,108
MSC02,mem,mixed,0.6100000000000001,108
MSC05,mem,mixed,0.9550000000000001,108
MSC06,mem,mixed,0.9166666666666667,108
MSC07,mem,mixed,0.8800000000000001,108
MSC02,mem,mixed,0.6100000000000001,108
MSC05,mem,mixed,0.9550000000000001,108
MSC06,mem,mixed,0.9166666666666667,108
MSC07,mem,mixed,0.8800000000000001,108
MSC02,mem,mixed,0.6050000000000001,109
MSC05,mem,mixed,0.945,109
MSC06,mem,mixed,0.9166666666666667,109
MSC07,mem,mixed,0.89,109
MSC02,mem,mixed,0.6050000000000001,109
MSC05,mem,mixed,0.945,109
MSC06,mem,mixed,0.9166666666666667,109
MSC07,mem,mixed,0.89,109
MSC02,mem,mixed,0.6050000000000001,109
MSC05,mem,mixed,0.945,109
MSC06,mem,mixed,0.9166666666666667,109
MSC07,mem,mixed,0.89,109
MSC02,mem,mixed,0.6050000000000001,109
MSC05,mem,mixed,0.945,109
MSC06,mem,mixed,0.9166666666666667,109
MSC07,mem,mixed,0.89,109
MSC02,mem,mixed,0.6050000000000001,109
MSC05,mem,mixed,0.945,109
MSC06,mem,mixed,0.9166666666666667,109
MSC07,mem,mixed,0.89,109
MSC02,mem,mixed,0.6050000000000001,110
MSC05,mem,mixed,0.945,110
MSC06,mem,mixed,0.9111111111111112,110
MSC07,mem,mixed,0.8800000000000001,110
MSC02,mem,mixed,0.6050000000000001,110
MSC05,mem,mixed,0.945,110
MSC06,mem,mixed,0.9111111111111112,110
MSC07,mem,mixed,0.8800000000000001,110
MSC02,mem,mixed,0.6050000000000001,110
MSC05,mem,mixed,0.945,110
MSC06,mem,mixed,0.9111111111111112,110
MSC07,mem,mixed,0.8800000000000001,110
MSC02,mem,mixed,0.6050000000000001,110
MSC05,mem,mixed,0.945,110
MSC06,mem,mixed,0.9111111111111112,110
MSC07,mem,mixed,0.8800000000000001,110
MSC02,mem,mixed,0.6050000000000001,111
MSC05,mem,mixed,0.95,111
MSC06,mem,mixed,0.9166666666666667,111
MSC07,mem,mixed,0.8800000000000001,111
MSC02,mem,mixed,0.6050000000000001,111
MSC05,mem,mixed,0.95,111
MSC06,mem,mixed,0.9166666666666667,111
MSC07,mem,mixed,0.8800000000000001,111
MSC02,mem,mixed,0.6050000000000001,111
MSC05,mem,mixed,0.95,111
MSC06,mem,mixed,0.9166666666666667,111
MSC07,mem,mixed,0.8800000000000001,111
MSC02,mem,mixed,0.6050000000000001,111
MSC05,mem,mixed,0.95,111
MSC06,mem,mixed,0.9166666666666667,111
MSC07,mem,mixed,0.8800000000000001,111
MSC02,mem,mixed,0.6050000000000001,111
MSC05,mem,mixed,0.95,111
MSC06,mem,mixed,0.9166666666666667,111
MSC07,mem,mixed,0.8800000000000001,111
MSC02,mem,mixed,0.6150000000000001,112
MSC05,mem,mixed,0.95,112
MSC06,mem,mixed,0.9166666666666667,112
MSC07,mem,mixed,0.8800000000000001,112
MSC02,mem,mixed,0.6150000000000001,112
MSC05,mem,mixed,0.95,112
MSC06,mem,mixed,0.9166666666666667,112
MSC07,mem,mixed,0.8800000000000001,112
MSC02,mem,mixed,0.6150000000000001,112
MSC05,mem,mixed,0.95,112
MSC06,mem,mixed,0.9166666666666667,112
MSC07,mem,mixed,0.8800000000000001,112
MSC02,mem,mixed,0.6150000000000001,112
MSC05,mem,mixed,0.95,112
MSC06,mem,mixed,0.9166666666666667,112
MSC07,mem,mixed,0.8800000000000001,112
MSC02,mem,mixed,0.6200000000000002,113
MSC05,mem,mixed,0.95,113
MSC06,mem,mixed,0.9166666666666667,113
MSC07,mem,mixed,0.8750000000000002,113
MSC02,mem,mixed,0.6200000000000002,113
MSC05,mem,mixed,0.95,113
MSC06,mem,mixed,0.9166666666666667,113
MSC07,mem,mixed,0.8750000000000002,113
MSC02,mem,mixed,0.6200000000000002,113
MSC05,mem,mixed,0.95,113
MSC06,mem,mixed,0.9166666666666667,113
MSC07,mem,mixed,0.8750000000000002,113
MSC02,mem,mixed,0.6200000000000002,113
MSC05,mem,mixed,0.95,113
MSC06,mem,mixed,0.9166666666666667,113
MSC07,mem,mixed,0.8750000000000002,113
MSC02,mem,mixed,0.6200000000000002,113
MSC05,mem,mixed,0.95,113
MSC06,mem,mixed,0.9166666666666667,113
MSC07,mem,mixed,0.8750000000000002,113
MSC02,mem,mixed,0.6250000000000002,114
MSC05,mem,mixed,0.95,114
MSC06,mem,mixed,0.9055555555555557,114
MSC07,mem,mixed,0.8750000000000002,114
MSC02,mem,mixed,0.6250000000000002,114
MSC05,mem,mixed,0.95,114
MSC06,mem,mixed,0.9055555555555557,114
MSC07,mem,mixed,0.8750000000000002,114
MSC02,mem,mixed,0.6250000000000002,114
MSC05,mem,mixed,0.95,114
MSC06,mem,mixed,0.9055555555555557,114
MSC07,mem,mixed,0.8750000000000002,114
MSC02,mem,mixed,0.6250000000000002,114
MSC05,mem,mixed,0.95,114
MSC06,mem,mixed,0.9055555555555557,114
MSC07,mem,mixed,0.8750000000000002,114
MSC02,mem,mixed,0.6400000000000001,115
MSC05,mem,mixed,0.95,115
MSC06,mem,mixed,0.8944444444444446,115
MSC07,mem,mixed,0.865,115
MSC02,mem,mixed,0.6400000000000001,115
MSC05,mem,mixed,0.95,115
MSC06,mem,mixed,0.8944444444444446,115
MSC07,mem,mixed,0.865,115
MSC02,mem,mixed,0.6400000000000001,115
MSC05,mem,mixed,0.95,115
MSC06,mem,mixed,0.8944444444444446,115
MSC07,mem,mixed,0.865,115
MSC02,mem,mixed,0.6400000000000001,115
MSC05,mem,mixed,0.95,115
MSC06,mem,mixed,0.8944444444444446,115
MSC07,mem,mixed,0.865,115
MSC02,mem,mixed,0.6400000000000001,115
MSC05,mem,mixed,0.95,115
MSC06,mem,mixed,0.8944444444444446,115
MSC07,mem,mixed,0.865,115
MSC02,mem,mixed,0.6300000000000001,116
MSC05,mem,mixed,0.95,116
MSC06,mem,mixed,0.8944444444444446,116
MSC07,mem,mixed,0.8550000000000001,116
MSC02,mem,mixed,0.6300000000000001,116
MSC05,mem,mixed,0.95,116
MSC06,mem,mixed,0.8944444444444446,116
MSC07,mem,mixed,0.8550000000000001,116
MSC02,mem,mixed,0.6300000000000001,116
MSC05,mem,mixed,0.95,116
MSC06,mem,mixed,0.8944444444444446,116
MSC07,mem,mixed,0.8550000000000001,116
MSC02,mem,mixed,0.6300000000000001,116
MSC05,mem,mixed,0.95,116
MSC06,mem,mixed,0.8944444444444446,116
MSC07,mem,mixed,0.8550000000000001,116
MSC02,mem,mixed,0.6250000000000002,117
MSC05,mem,mixed,0.95,117
MSC06,mem,mixed,0.8944444444444446,117
MSC07,mem,mixed,0.8949999999999999,117
MSC02,mem,mixed,0.6250000000000002,117
MSC05,mem,mixed,0.95,117
MSC06,mem,mixed,0.8944444444444446,117
MSC07,mem,mixed,0.8949999999999999,117
MSC02,mem,mixed,0.6250000000000002,117
MSC05,mem,mixed,0.95,117
MSC06,mem,mixed,0.8944444444444446,117
MSC07,mem,mixed,0.8949999999999999,117
MSC02,mem,mixed,0.6250000000000002,117
MSC05,mem,mixed,0.95,117
MSC06,mem,mixed,0.8944444444444446,117
MSC07,mem,mixed,0.8949999999999999,117
MSC02,mem,mixed,0.6250000000000002,117
MSC05,mem,mixed,0.95,117
MSC06,mem,mixed,0.8944444444444446,117
MSC07,mem,mixed,0.8949999999999999,117
MSC02,mem,mixed,0.6250000000000002,118
MSC05,mem,mixed,0.95,118
MSC06,mem,mixed,0.9055555555555557,118
MSC07,mem,mixed,0.8949999999999999,118
MSC02,mem,mixed,0.6250000000000002,118
MSC05,mem,mixed,0.95,118
MSC06,mem,mixed,0.9055555555555557,118
MSC07,mem,mixed,0.8949999999999999,118
MSC02,mem,mixed,0.6250000000000002,118
MSC05,mem,mixed,0.95,118
MSC06,mem,mixed,0.9055555555555557,118
MSC07,mem,mixed,0.8949999999999999,118
MSC02,mem,mixed,0.6250000000000002,118
MSC05,mem,mixed,0.95,118
MSC06,mem,mixed,0.9055555555555557,118
MSC07,mem,mixed,0.8949999999999999,118
MSC02,mem,mixed,0.5850000000000001,119
MSC05,mem,mixed,0.95,119
MSC06,mem,mixed,0.9111111111111112,119
MSC07,mem,mixed,0.8949999999999999,119
MSC02,mem,mixed,0.5850000000000001,119
MSC05,mem,mixed,0.95,119
MSC06,mem,mixed,0.9111111111111112,119
MSC07,mem,mixed,0.8949999999999999,119
MSC02,mem,mixed,0.5850000000000001,119
MSC05,mem,mixed,0.95,119
MSC06,mem,mixed,0.9111111111111112,119
MSC07,mem,mixed,0.8949999999999999,119
MSC02,mem,mixed,0.5850000000000001,119
MSC05,mem,mixed,0.95,119
MSC06,mem,mixed,0.9111111111111112,119
MSC07,mem,mixed,0.8949999999999999,119
MSC02,mem,mixed,0.5850000000000001,120
MSC05,mem,mixed,0.9549999999999998,120
MSC06,mem,mixed,0.9055555555555557,120
MSC07,mem,mixed,0.885,120
MSC02,mem,mixed,0.5850000000000001,120
MSC05,mem,mixed,0.9549999999999998,120
MSC06,mem,mixed,0.9055555555555557,120
MSC07,mem,mixed,0.885,120
MSC02,mem,mixed,0.5850000000000001,120
MSC05,mem,mixed,0.9549999999999998,120
MSC06,mem,mixed,0.9055555555555557,120
MSC07,mem,mixed,0.885,120
MSC02,mem,mixed,0.5850000000000001,120
MSC05,mem,mixed,0.9549999999999998,120
MSC06,mem,mixed,0.9055555555555557,120
MSC07,mem,mixed,0.885,120
MSC02,mem,mixed,0.5850000000000001,120
MSC05,mem,mixed,0.9549999999999998,120
MSC06,mem,mixed,0.9055555555555557,120
MSC07,mem,mixed,0.885,120
MSC02,mem,mixed,0.5850000000000001,121
MSC05,mem,mixed,0.975,121
MSC06,mem,mixed,0.8944444444444446,121
MSC07,mem,mixed,0.875,121
MSC02,mem,mixed,0.5850000000000001,121
MSC05,mem,mixed,0.975,121
MSC06,mem,mixed,0.8944444444444446,121
MSC07,mem,mixed,0.875,121
MSC02,mem,mixed,0.5850000000000001,121
MSC05,mem,mixed,0.975,121
MSC06,mem,mixed,0.8944444444444446,121
MSC07,mem,mixed,0.875,121
MSC02,mem,mixed,0.5850000000000001,121
MSC05,mem,mixed,0.975,121
MSC06,mem,mixed,0.8944444444444446,121
MSC07,mem,mixed,0.875,121
MSC02,mem,mixed,0.5750000000000001,122
MSC05,mem,mixed,0.9850000000000001,122
MSC06,mem,mixed,0.8944444444444446,122
MSC07,mem,mixed,0.865,122
MSC02,mem,mixed,0.5750000000000001,122
MSC05,mem,mixed,0.9850000000000001,122
MSC06,mem,mixed,0.8944444444444446,122
MSC07,mem,mixed,0.865,122
MSC02,mem,mixed,0.5750000000000001,122
MSC05,mem,mixed,0.9850000000000001,122
MSC06,mem,mixed,0.8944444444444446,122
MSC07,mem,mixed,0.865,122
MSC02,mem,mixed,0.5750000000000001,122
MSC05,mem,mixed,0.9850000000000001,122
MSC06,mem,mixed,0.8944444444444446,122
MSC07,mem,mixed,0.865,122
MSC02,mem,mixed,0.5700000000000001,123
MSC05,mem,mixed,0.9850000000000001,123
MSC06,mem,mixed,0.8944444444444446,123
MSC07,mem,mixed,0.865,123
MSC02,mem,mixed,0.5700000000000001,123
MSC05,mem,mixed,0.9850000000000001,123
MSC06,mem,mixed,0.8944444444444446,123
MSC07,mem,mixed,0.865,123
MSC02,mem,mixed,0.5700000000000001,123
MSC05,mem,mixed,0.9850000000000001,123
MSC06,mem,mixed,0.8944444444444446,123
MSC07,mem,mixed,0.865,123
MSC02,mem,mixed,0.5700000000000001,123
MSC05,mem,mixed,0.9850000000000001,123
MSC06,mem,mixed,0.8944444444444446,123
MSC07,mem,mixed,0.865,123
MSC02,mem,mixed,0.5700000000000001,124
MSC05,mem,mixed,0.9850000000000001,124
MSC06,mem,mixed,0.888888888888889,124
MSC07,mem,mixed,0.875,124
MSC02,mem,mixed,0.5700000000000001,124
MSC05,mem,mixed,0.9850000000000001,124
MSC06,mem,mixed,0.888888888888889,124
MSC07,mem,mixed,0.875,124
MSC02,mem,mixed,0.5700000000000001,124
MSC05,mem,mixed,0.9850000000000001,124
MSC06,mem,mixed,0.888888888888889,124
MSC07,mem,mixed,0.875,124
MSC02,mem,mixed,0.5700000000000001,124
MSC05,mem,mixed,0.9850000000000001,124
MSC06,mem,mixed,0.888888888888889,124
MSC07,mem,mixed,0.875,124
MSC02,mem,mixed,0.5700000000000001,124
MSC05,mem,mixed,0.9850000000000001,124
MSC06,mem,mixed,0.888888888888889,124
MSC07,mem,mixed,0.875,124
MSC02,mem,mixed,0.5700000000000001,125
MSC05,mem,mixed,0.9850000000000001,125
MSC06,mem,mixed,0.888888888888889,125
MSC07,mem,mixed,0.885,125
MSC02,mem,mixed,0.5700000000000001,125
MSC05,mem,mixed,0.9850000000000001,125
MSC06,mem,mixed,0.888888888888889,125
MSC07,mem,mixed,0.885,125
MSC02,mem,mixed,0.5700000000000001,125
MSC05,mem,mixed,0.9850000000000001,125
MSC06,mem,mixed,0.888888888888889,125
MSC07,mem,mixed,0.885,125
MSC02,mem,mixed,0.5700000000000001,125
MSC05,mem,mixed,0.9850000000000001,125
MSC06,mem,mixed,0.888888888888889,125
MSC07,mem,mixed,0.885,125
MSC02,mem,mixed,0.5700000000000001,126
MSC05,mem,mixed,0.9850000000000001,126
MSC06,mem,mixed,0.888888888888889,126
MSC07,mem,mixed,0.8850000000000001,126
MSC02,mem,mixed,0.5700000000000001,126
MSC05,mem,mixed,0.9850000000000001,126
MSC06,mem,mixed,0.888888888888889,126
MSC07,mem,mixed,0.8850000000000001,126
MSC02,mem,mixed,0.5700000000000001,126
MSC05,mem,mixed,0.9850000000000001,126
MSC06,mem,mixed,0.888888888888889,126
MSC07,mem,mixed,0.8850000000000001,126
MSC02,mem,mixed,0.5700000000000001,126
MSC05,mem,mixed,0.9850000000000001,126
MSC06,mem,mixed,0.888888888888889,126
MSC07,mem,mixed,0.8850000000000001,126
MSC02,mem,mixed,0.5700000000000001,127
MSC05,mem,mixed,0.9850000000000001,127
MSC06,mem,mixed,0.8944444444444446,127
MSC07,mem,mixed,0.8700000000000001,127
MSC02,mem,mixed,0.5700000000000001,127
MSC05,mem,mixed,0.9850000000000001,127
MSC06,mem,mixed,0.8944444444444446,127
MSC07,mem,mixed,0.8700000000000001,127
MSC02,mem,mixed,0.5700000000000001,127
MSC05,mem,mixed,0.9850000000000001,127
MSC06,mem,mixed,0.8944444444444446,127
MSC07,mem,mixed,0.8700000000000001,127
MSC02,mem,mixed,0.5700000000000001,127
MSC05,mem,mixed,0.9850000000000001,127
MSC06,mem,mixed,0.8944444444444446,127
MSC07,mem,mixed,0.8700000000000001,127
MSC02,mem,mixed,0.5700000000000001,128
MSC05,mem,mixed,0.9850000000000001,128
MSC06,mem,mixed,0.8944444444444446,128
MSC07,mem,mixed,0.8550000000000001,128
MSC02,mem,mixed,0.5700000000000001,128
MSC05,mem,mixed,0.9850000000000001,128
MSC06,mem,mixed,0.8944444444444446,128
MSC07,mem,mixed,0.8550000000000001,128
MSC02,mem,mixed,0.5700000000000001,128
MSC05,mem,mixed,0.9850000000000001,128
MSC06,mem,mixed,0.8944444444444446,128
MSC07,mem,mixed,0.8550000000000001,128
MSC02,mem,mixed,0.5700000000000001,128
MSC05,mem,mixed,0.9850000000000001,128
MSC06,mem,mixed,0.8944444444444446,128
MSC07,mem,mixed,0.8550000000000001,128
MSC02,mem,mixed,0.5700000000000001,129
MSC05,mem,mixed,0.9899999999999999,129
MSC06,mem,mixed,0.9000000000000001,129
MSC07,mem,mixed,0.7899999999999999,129
MSC02,mem,mixed,0.5700000000000001,129
MSC05,mem,mixed,0.9899999999999999,129
MSC06,mem,mixed,0.9000000000000001,129
MSC07,mem,mixed,0.7899999999999999,129
MSC02,mem,mixed,0.5700000000000001,129
MSC05,mem,mixed,0.9899999999999999,129
MSC06,mem,mixed,0.9000000000000001,129
MSC07,mem,mixed,0.7899999999999999,129
MSC02,mem,mixed,0.5700000000000001,129
MSC05,mem,mixed,0.9899999999999999,129
MSC06,mem,mixed,0.9000000000000001,129
MSC07,mem,mixed,0.7899999999999999,129
MSC02,mem,mixed,0.5650000000000001,130
MSC05,mem,mixed,0.975,130
MSC06,mem,mixed,0.9000000000000001,130
MSC07,mem,mixed,0.77,130
MSC02,mem,mixed,0.5650000000000001,130
MSC05,mem,mixed,0.975,130
MSC06,mem,mixed,0.9000000000000001,130
MSC07,mem,mixed,0.77,130
MSC02,mem,mixed,0.5650000000000001,130
MSC05,mem,mixed,0.975,130
MSC06,mem,mixed,0.9000000000000001,130
MSC07,mem,mixed,0.77,130
MSC02,mem,mixed,0.5650000000000001,130
MSC05,mem,mixed,0.975,130
MSC06,mem,mixed,0.9000000000000001,130
MSC07,mem,mixed,0.77,130
MSC02,mem,mixed,0.5650000000000001,131
MSC05,mem,mixed,0.95,131
MSC06,mem,mixed,0.9000000000000001,131
MSC07,mem,mixed,0.75,131
MSC02,mem,mixed,0.5650000000000001,131
MSC05,mem,mixed,0.95,131
MSC06,mem,mixed,0.9000000000000001,131
MSC07,mem,mixed,0.75,131
MSC02,mem,mixed,0.5650000000000001,131
MSC05,mem,mixed,0.95,131
MSC06,mem,mixed,0.9000000000000001,131
MSC07,mem,mixed,0.75,131
MSC02,mem,mixed,0.5650000000000001,131
