sub,train_task,test_task,acc,frames
MSC02,mem,mixed,0.525,69
MSC05,mem,mixed,0.89,69
MSC06,mem,mixed,0.8222222222222222,69
MSC07,mem,mixed,0.77,69
MSC02,mem,mixed,0.535,70
MSC05,mem,mixed,0.8950000000000001,70
MSC06,mem,mixed,0.8222222222222222,70
MSC07,mem,mixed,0.7699999999999999,70
MSC02,mem,mixed,0.535,70
MSC05,mem,mixed,0.8950000000000001,70
MSC06,mem,mixed,0.8222222222222222,70
MSC07,mem,mixed,0.7699999999999999,70
MSC02,mem,mixed,0.535,70
MSC05,mem,mixed,0.8950000000000001,70
MSC06,mem,mixed,0.8222222222222222,70
MSC07,mem,mixed,0.7699999999999999,70
MSC02,mem,mixed,0.535,70
MSC05,mem,mixed,0.8950000000000001,70
MSC06,mem,mixed,0.8222222222222222,70
MSC07,mem,mixed,0.7699999999999999,70
MSC02,mem,mixed,0.535,70
MSC05,mem,mixed,0.8950000000000001,70
MSC06,mem,mixed,0.8222222222222222,70
MSC07,mem,mixed,0.7699999999999999,70
MSC02,mem,mixed,0.535,70
MSC05,mem,mixed,0.8950000000000001,70
MSC06,mem,mixed,0.8222222222222222,70
MSC07,mem,mixed,0.7699999999999999,70
MSC02,mem,mixed,0.535,70
MSC05,mem,mixed,0.8950000000000001,70
MSC06,mem,mixed,0.8222222222222222,70
MSC07,mem,mixed,0.7699999999999999,70
MSC02,mem,mixed,0.5250000000000001,71
MSC05,mem,mixed,0.9000000000000001,71
MSC06,mem,mixed,0.8222222222222222,71
MSC07,mem,mixed,0.78,71
MSC02,mem,mixed,0.5250000000000001,71
MSC05,mem,mixed,0.9000000000000001,71
MSC06,mem,mixed,0.8222222222222222,71
MSC07,mem,mixed,0.78,71
MSC02,mem,mixed,0.5250000000000001,71
MSC05,mem,mixed,0.9000000000000001,71
MSC06,mem,mixed,0.8222222222222222,71
MSC07,mem,mixed,0.78,71
MSC02,mem,mixed,0.5250000000000001,71
MSC05,mem,mixed,0.9000000000000001,71
MSC06,mem,mixed,0.8222222222222222,71
MSC07,mem,mixed,0.78,71
MSC02,mem,mixed,0.5250000000000001,71
MSC05,mem,mixed,0.9000000000000001,71
MSC06,mem,mixed,0.8222222222222222,71
MSC07,mem,mixed,0.78,71
MSC02,mem,mixed,0.5250000000000001,71
MSC05,mem,mixed,0.9000000000000001,71
MSC06,mem,mixed,0.8222222222222222,71
MSC07,mem,mixed,0.78,71
MSC02,mem,mixed,0.5250000000000001,71
MSC05,mem,mixed,0.9000000000000001,71
MSC06,mem,mixed,0.8222222222222222,71
MSC07,mem,mixed,0.78,71
MSC02,mem,mixed,0.5250000000000001,71
MSC05,mem,mixed,0.9000000000000001,71
MSC06,mem,mixed,0.8222222222222222,71
MSC07,mem,mixed,0.78,71
MSC02,mem,mixed,0.51,72
MSC05,mem,mixed,0.905,72
MSC06,mem,mixed,0.8166666666666667,72
MSC07,mem,mixed,0.7849999999999999,72
MSC02,mem,mixed,0.51,72
MSC05,mem,mixed,0.905,72
MSC06,mem,mixed,0.8166666666666667,72
MSC07,mem,mixed,0.7849999999999999,72
MSC02,mem,mixed,0.51,72
MSC05,mem,mixed,0.905,72
MSC06,mem,mixed,0.8166666666666667,72
MSC07,mem,mixed,0.7849999999999999,72
MSC02,mem,mixed,0.51,72
MSC05,mem,mixed,0.905,72
MSC06,mem,mixed,0.8166666666666667,72
MSC07,mem,mixed,0.7849999999999999,72
MSC02,mem,mixed,0.51,72
MSC05,mem,mixed,0.905,72
MSC06,mem,mixed,0.8166666666666667,72
MSC07,mem,mixed,0.7849999999999999,72
MSC02,mem,mixed,0.51,72
MSC05,mem,mixed,0.905,72
MSC06,mem,mixed,0.8166666666666667,72
MSC07,mem,mixed,0.7849999999999999,72
MSC02,mem,mixed,0.51,72
MSC05,mem,mixed,0.905,72
MSC06,mem,mixed,0.8166666666666667,72
MSC07,mem,mixed,0.7849999999999999,72
MSC02,mem,mixed,0.485,73
MSC05,mem,mixed,0.905,73
MSC06,mem,mixed,0.8222222222222222,73
MSC07,mem,mixed,0.78,73
MSC02,mem,mixed,0.485,73
MSC05,mem,mixed,0.905,73
MSC06,mem,mixed,0.8222222222222222,73
MSC07,mem,mixed,0.78,73
MSC02,mem,mixed,0.485,73
MSC05,mem,mixed,0.905,73
MSC06,mem,mixed,0.8222222222222222,73
MSC07,mem,mixed,0.78,73
MSC02,mem,mixed,0.485,73
MSC05,mem,mixed,0.905,73
MSC06,mem,mixed,0.8222222222222222,73
MSC07,mem,mixed,0.78,73
MSC02,mem,mixed,0.485,73
MSC05,mem,mixed,0.905,73
MSC06,mem,mixed,0.8222222222222222,73
MSC07,mem,mixed,0.78,73
MSC02,mem,mixed,0.485,73
MSC05,mem,mixed,0.905,73
MSC06,mem,mixed,0.8222222222222222,73
MSC07,mem,mixed,0.78,73
MSC02,mem,mixed,0.485,73
MSC05,mem,mixed,0.905,73
MSC06,mem,mixed,0.8222222222222222,73
MSC07,mem,mixed,0.78,73
MSC02,mem,mixed,0.475,74
MSC05,mem,mixed,0.905,74
MSC06,mem,mixed,0.8111111111111111,74
MSC07,mem,mixed,0.7899999999999999,74
MSC02,mem,mixed,0.475,74
MSC05,mem,mixed,0.905,74
MSC06,mem,mixed,0.8111111111111111,74
MSC07,mem,mixed,0.7899999999999999,74
MSC02,mem,mixed,0.475,74
MSC05,mem,mixed,0.905,74
MSC06,mem,mixed,0.8111111111111111,74
MSC07,mem,mixed,0.7899999999999999,74
MSC02,mem,mixed,0.475,74
MSC05,mem,mixed,0.905,74
MSC06,mem,mixed,0.8111111111111111,74
MSC07,mem,mixed,0.7899999999999999,74
MSC02,mem,mixed,0.475,74
MSC05,mem,mixed,0.905,74
MSC06,mem,mixed,0.8111111111111111,74
MSC07,mem,mixed,0.7899999999999999,74
MSC02,mem,mixed,0.475,74
MSC05,mem,mixed,0.905,74
MSC06,mem,mixed,0.8111111111111111,74
MSC07,mem,mixed,0.7899999999999999,74
MSC02,mem,mixed,0.475,74
MSC05,mem,mixed,0.905,74
MSC06,mem,mixed,0.8111111111111111,74
MSC07,mem,mixed,0.7899999999999999,74
MSC02,mem,mixed,0.5449999999999999,75
MSC05,mem,mixed,0.905,75
MSC06,mem,mixed,0.8166666666666668,75
MSC07,mem,mixed,0.7899999999999999,75
MSC02,mem,mixed,0.5449999999999999,75
MSC05,mem,mixed,0.905,75
MSC06,mem,mixed,0.8166666666666668,75
MSC07,mem,mixed,0.7899999999999999,75
MSC02,mem,mixed,0.5449999999999999,75
MSC05,mem,mixed,0.905,75
MSC06,mem,mixed,0.8166666666666668,75
MSC07,mem,mixed,0.7899999999999999,75
MSC02,mem,mixed,0.5449999999999999,75
MSC05,mem,mixed,0.905,75
MSC06,mem,mixed,0.8166666666666668,75
MSC07,mem,mixed,0.7899999999999999,75
MSC02,mem,mixed,0.5449999999999999,75
MSC05,mem,mixed,0.905,75
MSC06,mem,mixed,0.8166666666666668,75
MSC07,mem,mixed,0.7899999999999999,75
MSC02,mem,mixed,0.5449999999999999,75
MSC05,mem,mixed,0.905,75
MSC06,mem,mixed,0.8166666666666668,75
MSC07,mem,mixed,0.7899999999999999,75
MSC02,mem,mixed,0.5449999999999999,75
MSC05,mem,mixed,0.905,75
MSC06,mem,mixed,0.8166666666666668,75
MSC07,mem,mixed,0.7899999999999999,75
MSC02,mem,mixed,0.5349999999999999,76
MSC05,mem,mixed,0.89,76
MSC06,mem,mixed,0.8055555555555557,76
MSC07,mem,mixed,0.7899999999999999,76
MSC02,mem,mixed,0.5349999999999999,76
MSC05,mem,mixed,0.89,76
MSC06,mem,mixed,0.8055555555555557,76
MSC07,mem,mixed,0.7899999999999999,76
MSC02,mem,mixed,0.5349999999999999,76
MSC05,mem,mixed,0.89,76
MSC06,mem,mixed,0.8055555555555557,76
MSC07,mem,mixed,0.7899999999999999,76
MSC02,mem,mixed,0.5349999999999999,76
MSC05,mem,mixed,0.89,76
MSC06,mem,mixed,0.8055555555555557,76
MSC07,mem,mixed,0.7899999999999999,76
MSC02,mem,mixed,0.5349999999999999,76
MSC05,mem,mixed,0.89,76
MSC06,mem,mixed,0.8055555555555557,76
MSC07,mem,mixed,0.7899999999999999,76
MSC02,mem,mixed,0.5349999999999999,76
MSC05,mem,mixed,0.89,76
MSC06,mem,mixed,0.8055555555555557,76
MSC07,mem,mixed,0.7899999999999999,76
MSC02,mem,mixed,0.53,77
MSC05,mem,mixed,0.8950000000000001,77
MSC06,mem,mixed,0.788888888888889,77
MSC07,mem,mixed,0.7999999999999999,77
MSC02,mem,mixed,0.53,77
MSC05,mem,mixed,0.8950000000000001,77
MSC06,mem,mixed,0.788888888888889,77
MSC07,mem,mixed,0.7999999999999999,77
MSC02,mem,mixed,0.53,77
MSC05,mem,mixed,0.8950000000000001,77
MSC06,mem,mixed,0.788888888888889,77
MSC07,mem,mixed,0.7999999999999999,77
MSC02,mem,mixed,0.53,77
MSC05,mem,mixed,0.8950000000000001,77
MSC06,mem,mixed,0.788888888888889,77
MSC07,mem,mixed,0.7999999999999999,77
MSC02,mem,mixed,0.53,77
MSC05,mem,mixed,0.8950000000000001,77
MSC06,mem,mixed,0.788888888888889,77
MSC07,mem,mixed,0.7999999999999999,77
MSC02,mem,mixed,0.53,77
MSC05,mem,mixed,0.8950000000000001,77
MSC06,mem,mixed,0.788888888888889,77
MSC07,mem,mixed,0.7999999999999999,77
MSC02,mem,mixed,0.53,77
MSC05,mem,mixed,0.8950000000000001,77
MSC06,mem,mixed,0.788888888888889,77
MSC07,mem,mixed,0.7999999999999999,77
MSC02,mem,mixed,0.5450000000000002,78
MSC05,mem,mixed,0.9,78
MSC06,mem,mixed,0.8055555555555556,78
MSC07,mem,mixed,0.7999999999999999,78
MSC02,mem,mixed,0.5450000000000002,78
MSC05,mem,mixed,0.9,78
MSC06,mem,mixed,0.8055555555555556,78
MSC07,mem,mixed,0.7999999999999999,78
MSC02,mem,mixed,0.5450000000000002,78
MSC05,mem,mixed,0.9,78
MSC06,mem,mixed,0.8055555555555556,78
MSC07,mem,mixed,0.7999999999999999,78
MSC02,mem,mixed,0.5450000000000002,78
MSC05,mem,mixed,0.9,78
MSC06,mem,mixed,0.8055555555555556,78
MSC07,mem,mixed,0.7999999999999999,78
MSC02,mem,mixed,0.5450000000000002,78
MSC05,mem,mixed,0.9,78
MSC06,mem,mixed,0.8055555555555556,78
MSC07,mem,mixed,0.7999999999999999,78
MSC02,mem,mixed,0.5450000000000002,78
MSC05,mem,mixed,0.9,78
MSC06,mem,mixed,0.8055555555555556,78
MSC07,mem,mixed,0.7999999999999999,78
MSC02,mem,mixed,0.5450000000000002,78
MSC05,mem,mixed,0.9,78
MSC06,mem,mixed,0.8055555555555556,78
MSC07,mem,mixed,0.7999999999999999,78
MSC02,mem,mixed,0.54,79
MSC05,mem,mixed,0.9200000000000002,79
MSC06,mem,mixed,0.8,79
MSC07,mem,mixed,0.8049999999999999,79
MSC02,mem,mixed,0.54,79
MSC05,mem,mixed,0.9200000000000002,79
MSC06,mem,mixed,0.8,79
MSC07,mem,mixed,0.8049999999999999,79
MSC02,mem,mixed,0.54,79
MSC05,mem,mixed,0.9200000000000002,79
MSC06,mem,mixed,0.8,79
MSC07,mem,mixed,0.8049999999999999,79
MSC02,mem,mixed,0.54,79
MSC05,mem,mixed,0.9200000000000002,79
MSC06,mem,mixed,0.8,79
MSC07,mem,mixed,0.8049999999999999,79
MSC02,mem,mixed,0.54,79
MSC05,mem,mixed,0.9200000000000002,79
MSC06,mem,mixed,0.8,79
MSC07,mem,mixed,0.8049999999999999,79
MSC02,mem,mixed,0.54,79
MSC05,mem,mixed,0.9200000000000002,79
MSC06,mem,mixed,0.8,79
MSC07,mem,mixed,0.8049999999999999,79
MSC02,mem,mixed,0.535,80
MSC05,mem,mixed,0.93,80
MSC06,mem,mixed,0.7944444444444445,80
MSC07,mem,mixed,0.8099999999999999,80
MSC02,mem,mixed,0.535,80
MSC05,mem,mixed,0.93,80
MSC06,mem,mixed,0.7944444444444445,80
MSC07,mem,mixed,0.8099999999999999,80
MSC02,mem,mixed,0.535,80
MSC05,mem,mixed,0.93,80
MSC06,mem,mixed,0.7944444444444445,80
MSC07,mem,mixed,0.8099999999999999,80
MSC02,mem,mixed,0.535,80
MSC05,mem,mixed,0.93,80
MSC06,mem,mixed,0.7944444444444445,80
MSC07,mem,mixed,0.8099999999999999,80
MSC02,mem,mixed,0.535,80
MSC05,mem,mixed,0.93,80
MSC06,mem,mixed,0.7944444444444445,80
MSC07,mem,mixed,0.8099999999999999,80
MSC02,mem,mixed,0.535,80
MSC05,mem,mixed,0.93,80
MSC06,mem,mixed,0.7944444444444445,80
MSC07,mem,mixed,0.8099999999999999,80
MSC02,mem,mixed,0.525,81
MSC05,mem,mixed,0.93,81
MSC06,mem,mixed,0.8111111111111111,81
MSC07,mem,mixed,0.8150000000000001,81
MSC02,mem,mixed,0.525,81
MSC05,mem,mixed,0.93,81
MSC06,mem,mixed,0.8111111111111111,81
MSC07,mem,mixed,0.8150000000000001,81
MSC02,mem,mixed,0.525,81
MSC05,mem,mixed,0.93,81
MSC06,mem,mixed,0.8111111111111111,81
MSC07,mem,mixed,0.8150000000000001,81
MSC02,mem,mixed,0.525,81
MSC05,mem,mixed,0.93,81
MSC06,mem,mixed,0.8111111111111111,81
MSC07,mem,mixed,0.8150000000000001,81
MSC02,mem,mixed,0.525,81
MSC05,mem,mixed,0.93,81
MSC06,mem,mixed,0.8111111111111111,81
MSC07,mem,mixed,0.8150000000000001,81
MSC02,mem,mixed,0.525,81
MSC05,mem,mixed,0.93,81
MSC06,mem,mixed,0.8111111111111111,81
MSC07,mem,mixed,0.8150000000000001,81
MSC02,mem,mixed,0.525,81
MSC05,mem,mixed,0.93,81
MSC06,mem,mixed,0.8111111111111111,81
MSC07,mem,mixed,0.8150000000000001,81
MSC02,mem,mixed,0.525,82
MSC05,mem,mixed,0.93,82
MSC06,mem,mixed,0.8166666666666667,82
MSC07,mem,mixed,0.8400000000000001,82
MSC02,mem,mixed,0.525,82
MSC05,mem,mixed,0.93,82
MSC06,mem,mixed,0.8166666666666667,82
MSC07,mem,mixed,0.8400000000000001,82
MSC02,mem,mixed,0.525,82
MSC05,mem,mixed,0.93,82
MSC06,mem,mixed,0.8166666666666667,82
MSC07,mem,mixed,0.8400000000000001,82
MSC02,mem,mixed,0.525,82
MSC05,mem,mixed,0.93,82
MSC06,mem,mixed,0.8166666666666667,82
MSC07,mem,mixed,0.8400000000000001,82
MSC02,mem,mixed,0.525,82
MSC05,mem,mixed,0.93,82
MSC06,mem,mixed,0.8166666666666667,82
MSC07,mem,mixed,0.8400000000000001,82
MSC02,mem,mixed,0.525,82
MSC05,mem,mixed,0.93,82
MSC06,mem,mixed,0.8166666666666667,82
MSC07,mem,mixed,0.8400000000000001,82
MSC02,mem,mixed,0.48,83
MSC05,mem,mixed,0.9350000000000002,83
MSC06,mem,mixed,0.8277777777777777,83
MSC07,mem,mixed,0.8400000000000001,83
MSC02,mem,mixed,0.48,83
MSC05,mem,mixed,0.9350000000000002,83
MSC06,mem,mixed,0.8277777777777777,83
MSC07,mem,mixed,0.8400000000000001,83
MSC02,mem,mixed,0.48,83
MSC05,mem,mixed,0.9350000000000002,83
MSC06,mem,mixed,0.8277777777777777,83
MSC07,mem,mixed,0.8400000000000001,83
MSC02,mem,mixed,0.48,83
MSC05,mem,mixed,0.9350000000000002,83
MSC06,mem,mixed,0.8277777777777777,83
MSC07,mem,mixed,0.8400000000000001,83
MSC02,mem,mixed,0.48,83
MSC05,mem,mixed,0.9350000000000002,83
MSC06,mem,mixed,0.8277777777777777,83
MSC07,mem,mixed,0.8400000000000001,83
MSC02,mem,mixed,0.48,83
MSC05,mem,mixed,0.9350000000000002,83
MSC06,mem,mixed,0.8277777777777777,83
MSC07,mem,mixed,0.8400000000000001,83
MSC02,mem,mixed,0.5399999999999999,84
MSC05,mem,mixed,0.95,84
MSC06,mem,mixed,0.8555555555555555,84
MSC07,mem,mixed,0.835,84
MSC02,mem,mixed,0.5399999999999999,84
MSC05,mem,mixed,0.95,84
MSC06,mem,mixed,0.8555555555555555,84
MSC07,mem,mixed,0.835,84
MSC02,mem,mixed,0.5399999999999999,84
MSC05,mem,mixed,0.95,84
MSC06,mem,mixed,0.8555555555555555,84
MSC07,mem,mixed,0.835,84
MSC02,mem,mixed,0.5399999999999999,84
MSC05,mem,mixed,0.95,84
MSC06,mem,mixed,0.8555555555555555,84
MSC07,mem,mixed,0.835,84
MSC02,mem,mixed,0.5399999999999999,84
MSC05,mem,mixed,0.95,84
MSC06,mem,mixed,0.8555555555555555,84
MSC07,mem,mixed,0.835,84
MSC02,mem,mixed,0.5399999999999999,84
MSC05,mem,mixed,0.95,84
MSC06,mem,mixed,0.8555555555555555,84
MSC07,mem,mixed,0.835,84
MSC02,mem,mixed,0.535,85
MSC05,mem,mixed,0.9550000000000001,85
MSC06,mem,mixed,0.8555555555555555,85
MSC07,mem,mixed,0.845,85
MSC02,mem,mixed,0.535,85
MSC05,mem,mixed,0.9550000000000001,85
MSC06,mem,mixed,0.8555555555555555,85
MSC07,mem,mixed,0.845,85
MSC02,mem,mixed,0.535,85
MSC05,mem,mixed,0.9550000000000001,85
MSC06,mem,mixed,0.8555555555555555,85
MSC07,mem,mixed,0.845,85
MSC02,mem,mixed,0.535,85
MSC05,mem,mixed,0.9550000000000001,85
MSC06,mem,mixed,0.8555555555555555,85
MSC07,mem,mixed,0.845,85
MSC02,mem,mixed,0.535,85
MSC05,mem,mixed,0.9550000000000001,85
MSC06,mem,mixed,0.8555555555555555,85
MSC07,mem,mixed,0.845,85
MSC02,mem,mixed,0.535,85
MSC05,mem,mixed,0.9550000000000001,85
MSC06,mem,mixed,0.8555555555555555,85
MSC07,mem,mixed,0.845,85
MSC02,mem,mixed,0.545,86
MSC05,mem,mixed,0.9600000000000002,86
MSC06,mem,mixed,0.8444444444444443,86
MSC07,mem,mixed,0.8550000000000001,86
MSC02,mem,mixed,0.545,86
MSC05,mem,mixed,0.9600000000000002,86
MSC06,mem,mixed,0.8444444444444443,86
MSC07,mem,mixed,0.8550000000000001,86
MSC02,mem,mixed,0.545,86
MSC05,mem,mixed,0.9600000000000002,86
MSC06,mem,mixed,0.8444444444444443,86
MSC07,mem,mixed,0.8550000000000001,86
MSC02,mem,mixed,0.545,86
MSC05,mem,mixed,0.9600000000000002,86
MSC06,mem,mixed,0.8444444444444443,86
MSC07,mem,mixed,0.8550000000000001,86
MSC02,mem,mixed,0.545,86
MSC05,mem,mixed,0.9600000000000002,86
MSC06,mem,mixed,0.8444444444444443,86
MSC07,mem,mixed,0.8550000000000001,86
MSC02,mem,mixed,0.545,86
MSC05,mem,mixed,0.9600000000000002,86
MSC06,mem,mixed,0.8444444444444443,86
MSC07,mem,mixed,0.8550000000000001,86
MSC02,mem,mixed,0.545,87
MSC05,mem,mixed,0.9600000000000002,87
MSC06,mem,mixed,0.8611111111111109,87
MSC07,mem,mixed,0.8600000000000001,87
MSC02,mem,mixed,0.545,87
MSC05,mem,mixed,0.9600000000000002,87
MSC06,mem,mixed,0.8611111111111109,87
MSC07,mem,mixed,0.8600000000000001,87
MSC02,mem,mixed,0.545,87
MSC05,mem,mixed,0.9600000000000002,87
MSC06,mem,mixed,0.8611111111111109,87
MSC07,mem,mixed,0.8600000000000001,87
MSC02,mem,mixed,0.545,87
MSC05,mem,mixed,0.9600000000000002,87
MSC06,mem,mixed,0.8611111111111109,87
MSC07,mem,mixed,0.8600000000000001,87
MSC02,mem,mixed,0.545,87
MSC05,mem,mixed,0.9600000000000002,87
MSC06,mem,mixed,0.8611111111111109,87
MSC07,mem,mixed,0.8600000000000001,87
MSC02,mem,mixed,0.545,87
MSC05,mem,mixed,0.9600000000000002,87
MSC06,mem,mixed,0.8611111111111109,87
MSC07,mem,mixed,0.8600000000000001,87
MSC02,mem,mixed,0.5399999999999999,88
MSC05,mem,mixed,0.9600000000000002,88
MSC06,mem,mixed,0.8666666666666666,88
MSC07,mem,mixed,0.865,88
MSC02,mem,mixed,0.5399999999999999,88
MSC05,mem,mixed,0.9600000000000002,88
MSC06,mem,mixed,0.8666666666666666,88
MSC07,mem,mixed,0.865,88
MSC02,mem,mixed,0.5399999999999999,88
MSC05,mem,mixed,0.9600000000000002,88
MSC06,mem,mixed,0.8666666666666666,88
MSC07,mem,mixed,0.865,88
MSC02,mem,mixed,0.5399999999999999,88
MSC05,mem,mixed,0.9600000000000002,88
MSC06,mem,mixed,0.8666666666666666,88
MSC07,mem,mixed,0.865,88
MSC02,mem,mixed,0.5399999999999999,88
MSC05,mem,mixed,0.9600000000000002,88
MSC06,mem,mixed,0.8666666666666666,88
MSC07,mem,mixed,0.865,88
MSC02,mem,mixed,0.5399999999999999,88
MSC05,mem,mixed,0.9600000000000002,88
MSC06,mem,mixed,0.8666666666666666,88
MSC07,mem,mixed,0.865,88
MSC02,mem,mixed,0.5399999999999999,89
MSC05,mem,mixed,0.9600000000000002,89
MSC06,mem,mixed,0.8833333333333332,89
MSC07,mem,mixed,0.885,89
MSC02,mem,mixed,0.5399999999999999,89
MSC05,mem,mixed,0.9600000000000002,89
MSC06,mem,mixed,0.8833333333333332,89
MSC07,mem,mixed,0.885,89
MSC02,mem,mixed,0.5399999999999999,89
MSC05,mem,mixed,0.9600000000000002,89
MSC06,mem,mixed,0.8833333333333332,89
MSC07,mem,mixed,0.885,89
MSC02,mem,mixed,0.5399999999999999,89
MSC05,mem,mixed,0.9600000000000002,89
MSC06,mem,mixed,0.8833333333333332,89
MSC07,mem,mixed,0.885,89
MSC02,mem,mixed,0.5399999999999999,89
MSC05,mem,mixed,0.9600000000000002,89
MSC06,mem,mixed,0.8833333333333332,89
MSC07,mem,mixed,0.885,89
MSC02,mem,mixed,0.5399999999999999,89
MSC05,mem,mixed,0.9600000000000002,89
MSC06,mem,mixed,0.8833333333333332,89
MSC07,mem,mixed,0.885,89
MSC02,mem,mixed,0.5349999999999999,90
MSC05,mem,mixed,0.96,90
MSC06,mem,mixed,0.8888888888888887,90
MSC07,mem,mixed,0.89,90
MSC02,mem,mixed,0.5349999999999999,90
MSC05,mem,mixed,0.96,90
MSC06,mem,mixed,0.8888888888888887,90
MSC07,mem,mixed,0.89,90
MSC02,mem,mixed,0.5349999999999999,90
MSC05,mem,mixed,0.96,90
MSC06,mem,mixed,0.8888888888888887,90
MSC07,mem,mixed,0.89,90
MSC02,mem,mixed,0.5349999999999999,90
MSC05,mem,mixed,0.96,90
MSC06,mem,mixed,0.8888888888888887,90
MSC07,mem,mixed,0.89,90
MSC02,mem,mixed,0.5349999999999999,90
MSC05,mem,mixed,0.96,90
MSC06,mem,mixed,0.8888888888888887,90
MSC07,mem,mixed,0.89,90
MSC02,mem,mixed,0.5349999999999999,90
MSC05,mem,mixed,0.96,90
MSC06,mem,mixed,0.8888888888888887,90
MSC07,mem,mixed,0.89,90
MSC02,mem,mixed,0.545,91
MSC05,mem,mixed,0.9700000000000001,91
MSC06,mem,mixed,0.8833333333333332,91
MSC07,mem,mixed,0.9099999999999999,91
MSC02,mem,mixed,0.545,91
MSC05,mem,mixed,0.9700000000000001,91
MSC06,mem,mixed,0.8833333333333332,91
MSC07,mem,mixed,0.9099999999999999,91
MSC02,mem,mixed,0.545,91
MSC05,mem,mixed,0.9700000000000001,91
MSC06,mem,mixed,0.8833333333333332,91
MSC07,mem,mixed,0.9099999999999999,91
MSC02,mem,mixed,0.545,91
MSC05,mem,mixed,0.9700000000000001,91
MSC06,mem,mixed,0.8833333333333332,91
MSC07,mem,mixed,0.9099999999999999,91
MSC02,mem,mixed,0.545,91
MSC05,mem,mixed,0.9700000000000001,91
MSC06,mem,mixed,0.8833333333333332,91
MSC07,mem,mixed,0.9099999999999999,91
MSC02,mem,mixed,0.5600000000000002,92
MSC05,mem,mixed,0.97,92
MSC06,mem,mixed,0.8777777777777777,92
MSC07,mem,mixed,0.9200000000000002,92
MSC02,mem,mixed,0.5600000000000002,92
MSC05,mem,mixed,0.97,92
MSC06,mem,mixed,0.8777777777777777,92
MSC07,mem,mixed,0.9200000000000002,92
MSC02,mem,mixed,0.5600000000000002,92
MSC05,mem,mixed,0.97,92
MSC06,mem,mixed,0.8777777777777777,92
MSC07,mem,mixed,0.9200000000000002,92
MSC02,mem,mixed,0.5600000000000002,92
MSC05,mem,mixed,0.97,92
MSC06,mem,mixed,0.8777777777777777,92
MSC07,mem,mixed,0.9200000000000002,92
MSC02,mem,mixed,0.5600000000000002,92
MSC05,mem,mixed,0.97,92
MSC06,mem,mixed,0.8777777777777777,92
MSC07,mem,mixed,0.9200000000000002,92
MSC02,mem,mixed,0.5600000000000002,92
MSC05,mem,mixed,0.97,92
MSC06,mem,mixed,0.8777777777777777,92
MSC07,mem,mixed,0.9200000000000002,92
MSC02,mem,mixed,0.5700000000000001,93
MSC05,mem,mixed,0.975,93
MSC06,mem,mixed,0.8833333333333334,93
MSC07,mem,mixed,0.925,93
MSC02,mem,mixed,0.5700000000000001,93
MSC05,mem,mixed,0.975,93
MSC06,mem,mixed,0.8833333333333334,93
MSC07,mem,mixed,0.925,93
MSC02,mem,mixed,0.5700000000000001,93
MSC05,mem,mixed,0.975,93
MSC06,mem,mixed,0.8833333333333334,93
MSC07,mem,mixed,0.925,93
MSC02,mem,mixed,0.5700000000000001,93
MSC05,mem,mixed,0.975,93
MSC06,mem,mixed,0.8833333333333334,93
MSC07,mem,mixed,0.925,93
MSC02,mem,mixed,0.5700000000000001,93
MSC05,mem,mixed,0.975,93
MSC06,mem,mixed,0.8833333333333334,93
MSC07,mem,mixed,0.925,93
MSC02,mem,mixed,0.5700000000000001,94
MSC05,mem,mixed,0.975,94
MSC06,mem,mixed,0.8833333333333334,94
MSC07,mem,mixed,0.925,94
MSC02,mem,mixed,0.5700000000000001,94
MSC05,mem,mixed,0.975,94
MSC06,mem,mixed,0.8833333333333334,94
MSC07,mem,mixed,0.925,94
MSC02,mem,mixed,0.5700000000000001,94
MSC05,mem,mixed,0.975,94
MSC06,mem,mixed,0.8833333333333334,94
MSC07,mem,mixed,0.925,94
MSC02,mem,mixed,0.5700000000000001,94
MSC05,mem,mixed,0.975,94
MSC06,mem,mixed,0.8833333333333334,94
MSC07,mem,mixed,0.925,94
MSC02,mem,mixed,0.5700000000000001,94
MSC05,mem,mixed,0.975,94
MSC06,mem,mixed,0.8833333333333334,94
MSC07,mem,mixed,0.925,94
MSC02,mem,mixed,0.5700000000000001,94
MSC05,mem,mixed,0.975,94
MSC06,mem,mixed,0.8833333333333334,94
MSC07,mem,mixed,0.925,94
MSC02,mem,mixed,0.56,95
MSC05,mem,mixed,0.975,95
MSC06,mem,mixed,0.8833333333333332,95
MSC07,mem,mixed,0.8800000000000001,95
MSC02,mem,mixed,0.56,95
MSC05,mem,mixed,0.975,95
MSC06,mem,mixed,0.8833333333333332,95
MSC07,mem,mixed,0.8800000000000001,95
MSC02,mem,mixed,0.56,95
MSC05,mem,mixed,0.975,95
MSC06,mem,mixed,0.8833333333333332,95
MSC07,mem,mixed,0.8800000000000001,95
MSC02,mem,mixed,0.56,95
MSC05,mem,mixed,0.975,95
MSC06,mem,mixed,0.8833333333333332,95
MSC07,mem,mixed,0.8800000000000001,95
MSC02,mem,mixed,0.56,95
MSC05,mem,mixed,0.975,95
MSC06,mem,mixed,0.8833333333333332,95
MSC07,mem,mixed,0.8800000000000001,95
MSC02,mem,mixed,0.56,96
MSC05,mem,mixed,0.9649999999999999,96
MSC06,mem,mixed,0.8833333333333332,96
MSC07,mem,mixed,0.89,96
MSC02,mem,mixed,0.56,96
MSC05,mem,mixed,0.9649999999999999,96
MSC06,mem,mixed,0.8833333333333332,96
MSC07,mem,mixed,0.89,96
