,train_task,test_task,sub,acc
0,glass,semantic,MSC01,0.945
1,glass,motor,MSC01,0.9899999999999999
2,glass,mem,MSC01,0.8299999999999998
3,semantic,glass,MSC01,0.85
4,semantic,motor,MSC01,0.8150000000000001
5,semantic,mem,MSC01,0.6950000000000001
6,motor,glass,MSC01,0.795
7,motor,semantic,MSC01,0.9000000000000001
8,motor,mem,MSC01,0.6550000000000001
9,mem,glass,MSC01,0.945
10,mem,semantic,MSC01,0.9800000000000001
11,mem,motor,MSC01,0.97
12,glass,semantic,MSC02,0.82
13,glass,motor,MSC02,0.8
14,glass,mem,MSC02,0.7250000000000001
15,semantic,glass,MSC02,0.6300000000000001
16,semantic,motor,MSC02,0.515
17,semantic,mem,MSC02,0.5649999999999998
18,motor,glass,MSC02,0.6450000000000001
19,motor,semantic,MSC02,0.62
20,motor,mem,MSC02,0.5
21,mem,glass,MSC02,0.755
22,mem,semantic,MSC02,0.8900000000000002
23,mem,motor,MSC02,0.635
24,glass,semantic,MSC03,0.59
25,glass,motor,MSC03,0.8399999999999999
26,glass,mem,MSC03,0.5999999999999999
27,semantic,glass,MSC03,0.59
28,semantic,motor,MSC03,0.65
29,semantic,mem,MSC03,0.63
30,motor,glass,MSC03,0.57
31,motor,semantic,MSC03,0.45
32,motor,mem,MSC03,0.5199999999999999
33,mem,glass,MSC03,0.5299999999999999
34,mem,semantic,MSC03,0.655
35,mem,motor,MSC03,0.8450000000000001
36,glass,semantic,MSC04,0.8800000000000001
37,glass,motor,MSC04,0.8950000000000001
38,glass,mem,MSC04,0.7899999999999999
39,semantic,glass,MSC04,0.7999999999999999
40,semantic,motor,MSC04,0.5149999999999999
41,semantic,mem,MSC04,0.7899999999999999
42,motor,glass,MSC04,0.8399999999999999
43,motor,semantic,MSC04,0.63
44,motor,mem,MSC04,0.685
45,mem,glass,MSC04,0.9550000000000001
46,mem,semantic,MSC04,0.9100000000000001
47,mem,motor,MSC04,0.75
48,glass,semantic,MSC05,0.8499999999999999
49,glass,motor,MSC05,0.905
50,glass,mem,MSC05,0.975
51,semantic,glass,MSC05,0.8950000000000001
52,semantic,motor,MSC05,0.7250000000000001
53,semantic,mem,MSC05,0.86
54,motor,glass,MSC05,0.8150000000000001
55,motor,semantic,MSC05,0.7200000000000001
56,motor,mem,MSC05,0.9450000000000001
57,mem,glass,MSC05,0.95
58,mem,semantic,MSC05,0.8499999999999999
59,mem,motor,MSC05,0.95
60,glass,semantic,MSC06,0.9444444444444444
61,glass,motor,MSC06,0.8166666666666665
62,glass,mem,MSC06,0.9333333333333333
63,semantic,glass,MSC06,0.7888888888888889
64,semantic,motor,MSC06,0.73
65,semantic,mem,MSC06,0.845
66,motor,glass,MSC06,0.7277777777777777
67,motor,semantic,MSC06,0.7999999999999999
68,motor,mem,MSC06,0.8099999999999999
69,mem,glass,MSC06,0.85
70,mem,semantic,MSC06,0.97
71,mem,motor,MSC06,0.9399999999999998
72,glass,semantic,MSC07,1.0
73,glass,motor,MSC07,0.6850000000000002
74,glass,mem,MSC07,0.665
75,semantic,glass,MSC07,0.8950000000000001
76,semantic,motor,MSC07,0.5299999999999999
77,semantic,mem,MSC07,0.575
78,motor,glass,MSC07,0.6300000000000001
79,motor,semantic,MSC07,0.5599999999999998
80,motor,mem,MSC07,0.5399999999999999
81,mem,glass,MSC07,0.9450000000000001
82,mem,semantic,MSC07,0.9200000000000002
83,mem,motor,MSC07,0.7949999999999999
84,glass,semantic,MSC10,0.945
85,glass,motor,MSC10,0.8349999999999997
86,glass,mem,MSC10,0.8649999999999999
87,semantic,glass,MSC10,0.755
88,semantic,motor,MSC10,0.6500000000000001
89,semantic,mem,MSC10,0.875
90,motor,glass,MSC10,0.67
91,motor,semantic,MSC10,0.6650000000000001
92,motor,mem,MSC10,0.825
93,mem,glass,MSC10,0.8950000000000001
94,mem,semantic,MSC10,0.95
95,mem,motor,MSC10,0.8649999999999999
