sub,mixed,motor,mem
MSC01,0.8,0.95,0.85
MSC02,0.7,0.8,0.75
MSC03,0.8,0.9,0.75
MSC04,0.85,0.8,0.9
MSC05,0.7,0.85,0.85
MSC06,0.8,1.0,0.9
MSC07,0.9,0.9444444444444444,0.8
MSC10,0.8,0.85,0.85
