,train_sub,test_sub,task,acc
0,MSC01,MSC02,mixed,0.66
1,MSC01,MSC02,motor,0.5399999999999999
2,MSC01,MSC02,mem,0.9250000000000002
3,MSC01,MSC03,mixed,0.72
4,MSC01,MSC03,motor,0.5149999999999999
5,MSC01,MSC03,mem,0.8875
6,MSC01,MSC04,mixed,0.6950000000000001
7,MSC01,MSC04,motor,0.565
8,MSC01,MSC04,mem,0.8099999999999999
9,MSC01,MSC05,mixed,0.6100000000000001
10,MSC01,MSC05,motor,0.505
11,MSC01,MSC05,mem,0.6250000000000001
12,MSC01,MSC06,mixed,0.61
13,MSC01,MSC06,motor,0.5
14,MSC01,MSC06,mem,0.675
15,MSC01,MSC07,mixed,0.7899999999999999
16,MSC01,MSC07,motor,0.6500000000000001
17,MSC01,MSC07,mem,0.78
18,MSC01,MSC10,mixed,0.6450000000000002
19,MSC01,MSC10,motor,0.755
20,MSC01,MSC10,mem,0.85
21,MSC02,MSC01,mixed,0.5349999999999999
22,MSC02,MSC01,motor,0.5
23,MSC02,MSC01,mem,0.765
24,MSC02,MSC03,mixed,0.59
25,MSC02,MSC03,motor,0.5549999999999999
26,MSC02,MSC03,mem,0.68125
27,MSC02,MSC04,mixed,0.8049999999999999
28,MSC02,MSC04,motor,0.5249999999999999
29,MSC02,MSC04,mem,0.8950000000000001
30,MSC02,MSC05,mixed,0.615
31,MSC02,MSC05,motor,0.5649999999999998
32,MSC02,MSC05,mem,0.8549999999999999
33,MSC02,MSC06,mixed,0.6399999999999999
34,MSC02,MSC06,motor,0.5499999999999999
35,MSC02,MSC06,mem,0.7849999999999999
36,MSC02,MSC07,mixed,0.75
37,MSC02,MSC07,motor,0.5777777777777777
38,MSC02,MSC07,mem,0.775
39,MSC02,MSC10,mixed,0.5899999999999999
40,MSC02,MSC10,motor,0.5599999999999998
41,MSC02,MSC10,mem,0.6399999999999999
42,MSC03,MSC01,mixed,0.505
43,MSC03,MSC01,motor,0.51
44,MSC03,MSC01,mem,0.575
45,MSC03,MSC02,mixed,0.61
46,MSC03,MSC02,motor,0.78
47,MSC03,MSC02,mem,0.58125
48,MSC03,MSC04,mixed,0.505
49,MSC03,MSC04,motor,0.755
50,MSC03,MSC04,mem,0.525
51,MSC03,MSC05,mixed,0.76
52,MSC03,MSC05,motor,0.735
53,MSC03,MSC05,mem,0.8687500000000001
54,MSC03,MSC06,mixed,0.5850000000000001
55,MSC03,MSC06,motor,0.7000000000000001
56,MSC03,MSC06,mem,0.68125
57,MSC03,MSC07,mixed,0.5149999999999999
58,MSC03,MSC07,motor,0.9000000000000001
59,MSC03,MSC07,mem,0.5125
60,MSC03,MSC10,mixed,0.48500000000000004
61,MSC03,MSC10,motor,0.5
62,MSC03,MSC10,mem,0.71875
63,MSC04,MSC01,mixed,0.735
64,MSC04,MSC01,motor,0.5399999999999999
65,MSC04,MSC01,mem,0.8850000000000001
66,MSC04,MSC02,mixed,0.765
67,MSC04,MSC02,motor,0.8099999999999999
68,MSC04,MSC02,mem,0.67
69,MSC04,MSC03,mixed,0.7
70,MSC04,MSC03,motor,0.9
71,MSC04,MSC03,mem,0.63125
72,MSC04,MSC05,mixed,0.76
73,MSC04,MSC05,motor,0.5399999999999999
74,MSC04,MSC05,mem,0.5799999999999998
75,MSC04,MSC06,mixed,0.7999999999999999
76,MSC04,MSC06,motor,0.9333333333333333
77,MSC04,MSC06,mem,0.8700000000000001
78,MSC04,MSC07,mixed,0.565
79,MSC04,MSC07,motor,0.8166666666666667
80,MSC04,MSC07,mem,0.755
81,MSC04,MSC10,mixed,0.8
82,MSC04,MSC10,motor,0.85
83,MSC04,MSC10,mem,0.665
84,MSC05,MSC01,mixed,0.505
85,MSC05,MSC01,motor,0.5
86,MSC05,MSC01,mem,0.73
87,MSC05,MSC02,mixed,0.64
88,MSC05,MSC02,motor,0.52
89,MSC05,MSC02,mem,0.7899999999999999
90,MSC05,MSC03,mixed,0.725
91,MSC05,MSC03,motor,0.5800000000000001
92,MSC05,MSC03,mem,0.88125
93,MSC05,MSC04,mixed,0.5399999999999999
94,MSC05,MSC04,motor,0.54
95,MSC05,MSC04,mem,0.74
96,MSC05,MSC06,mixed,0.72
97,MSC05,MSC06,motor,0.7222222222222223
98,MSC05,MSC06,mem,0.9349999999999998
99,MSC05,MSC07,mixed,0.7
100,MSC05,MSC07,motor,0.7055555555555556
101,MSC05,MSC07,mem,0.76
102,MSC05,MSC10,mixed,0.595
103,MSC05,MSC10,motor,0.6950000000000001
104,MSC05,MSC10,mem,0.54
105,MSC06,MSC01,mixed,0.705
106,MSC06,MSC01,motor,0.5055555555555555
107,MSC06,MSC01,mem,0.8650000000000002
108,MSC06,MSC02,mixed,0.5650000000000001
109,MSC06,MSC02,motor,0.55
110,MSC06,MSC02,mem,0.825
111,MSC06,MSC03,mixed,0.5900000000000001
112,MSC06,MSC03,motor,0.5555555555555556
113,MSC06,MSC03,mem,0.90625
114,MSC06,MSC04,mixed,0.835
115,MSC06,MSC04,motor,0.6388888888888888
116,MSC06,MSC04,mem,0.8449999999999998
117,MSC06,MSC05,mixed,0.5349999999999999
118,MSC06,MSC05,motor,0.5111111111111111
119,MSC06,MSC05,mem,0.6599999999999999
120,MSC06,MSC07,mixed,0.515
121,MSC06,MSC07,motor,0.7716049382716048
122,MSC06,MSC07,mem,0.605
123,MSC06,MSC10,mixed,0.555
124,MSC06,MSC10,motor,0.6944444444444444
125,MSC06,MSC10,mem,0.8399999999999999
126,MSC07,MSC01,mixed,0.865
127,MSC07,MSC01,motor,0.5
128,MSC07,MSC01,mem,0.725
129,MSC07,MSC02,mixed,0.8100000000000002
130,MSC07,MSC02,motor,0.5111111111111111
