,mixed,train,test
0,0.9,MSC02,MSC01
1,0.5,MSC02,MSC01
2,0.75,MSC02,MSC01
3,0.6,MSC02,MSC01
4,0.65,MSC02,MSC01
5,0.75,MSC02,MSC01
6,0.55,MSC02,MSC01
7,0.75,MSC02,MSC01
8,0.55,MSC02,MSC01
9,0.75,MSC02,MSC01
