,motor,train,test
0,0.95,MSC03,MSC02
1,1.0,MSC03,MSC02
2,0.95,MSC03,MSC02
3,0.95,MSC03,MSC02
4,1.0,MSC03,MSC02
5,1.0,MSC03,MSC02
6,1.0,MSC03,MSC02
7,1.0,MSC03,MSC02
8,1.0,MSC03,MSC02
9,0.95,MSC03,MSC02
