,mixed,train,test
0,0.5,MSC06,MSC05
1,0.55,MSC06,MSC05
2,0.5,MSC06,MSC05
3,0.55,MSC06,MSC05
4,0.55,MSC06,MSC05
5,0.6,MSC06,MSC05
6,0.65,MSC06,MSC05
7,0.65,MSC06,MSC05
8,0.65,MSC06,MSC05
9,0.65,MSC06,MSC05
