,mem,train,test
0,0.8,MSC10,MSC07
1,0.8,MSC10,MSC07
2,0.75,MSC10,MSC07
3,0.8,MSC10,MSC07
4,0.65,MSC10,MSC07
5,0.8,MSC10,MSC07
6,0.8,MSC10,MSC07
7,0.8,MSC10,MSC07
8,0.8,MSC10,MSC07
9,0.85,MSC10,MSC07
