,mem,train,test
0,0.95,MSC01,MSC06
1,0.95,MSC01,MSC06
2,0.95,MSC01,MSC06
3,0.95,MSC01,MSC06
4,1.0,MSC01,MSC06
5,0.95,MSC01,MSC06
6,1.0,MSC01,MSC06
7,0.95,MSC01,MSC06
8,0.95,MSC01,MSC06
9,0.95,MSC01,MSC06
