,mem,train,test
0,0.7,MSC04,MSC03
1,0.9,MSC04,MSC03
2,0.95,MSC04,MSC03
3,0.8,MSC04,MSC03
4,0.7,MSC04,MSC03
5,0.7,MSC04,MSC03
6,0.9,MSC04,MSC03
7,0.7,MSC04,MSC03
8,0.7,MSC04,MSC03
9,0.7,MSC04,MSC03
