,mixed,train,test
0,0.85,MSC07,MSC01
1,0.8,MSC07,MSC01
2,0.75,MSC07,MSC01
3,0.95,MSC07,MSC01
4,0.95,MSC07,MSC01
5,0.95,MSC07,MSC01
6,0.95,MSC07,MSC01
7,0.95,MSC07,MSC01
8,0.95,MSC07,MSC01
9,0.9,MSC07,MSC01
