,mem,train,test
0,0.95,MSC07,MSC10
1,0.95,MSC07,MSC10
2,0.95,MSC07,MSC10
3,0.95,MSC07,MSC10
4,0.95,MSC07,MSC10
5,0.9,MSC07,MSC10
6,0.95,MSC07,MSC10
7,0.9,MSC07,MSC10
8,0.9,MSC07,MSC10
9,0.95,MSC07,MSC10
