,mem,train,test
0,0.9,MSC01,MSC03
1,0.8,MSC01,MSC03
2,0.8,MSC01,MSC03
3,0.75,MSC01,MSC03
4,0.75,MSC01,MSC03
5,0.7,MSC01,MSC03
6,0.7,MSC01,MSC03
7,0.75,MSC01,MSC03
8,0.75,MSC01,MSC03
9,0.8,MSC01,MSC03
