,mem,train,test
0,1.0,MSC07,MSC05
1,1.0,MSC07,MSC05
2,0.9,MSC07,MSC05
3,1.0,MSC07,MSC05
4,1.0,MSC07,MSC05
5,1.0,MSC07,MSC05
6,0.95,MSC07,MSC05
7,1.0,MSC07,MSC05
8,1.0,MSC07,MSC05
9,1.0,MSC07,MSC05
