,motor,train,test
0,0.75,MSC10,MSC06
1,0.75,MSC10,MSC06
2,0.6,MSC10,MSC06
3,0.7,MSC10,MSC06
4,0.65,MSC10,MSC06
5,0.8,MSC10,MSC06
6,0.65,MSC10,MSC06
7,0.75,MSC10,MSC06
8,0.65,MSC10,MSC06
9,0.65,MSC10,MSC06
