,motor,train,test
0,0.6,MSC06,MSC07
1,0.6,MSC06,MSC07
2,0.6,MSC06,MSC07
3,0.55,MSC06,MSC07
4,0.7,MSC06,MSC07
5,0.6,MSC06,MSC07
6,0.55,MSC06,MSC07
7,1.0,MSC06,MSC07
8,0.55,MSC06,MSC07
9,0.7,MSC06,MSC07
