train,test,task,acc
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.75
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.85
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC06,Motor,0.8
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,1.0
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
MSC01,MSC07,Motor,0.95
