,mixed,train,test
0,0.6,MSC06,MSC04
1,0.6,MSC06,MSC04
2,0.6,MSC06,MSC04
3,0.6,MSC06,MSC04
4,0.6,MSC06,MSC04
5,0.75,MSC06,MSC04
6,0.75,MSC06,MSC04
7,1.0,MSC06,MSC04
8,0.8,MSC06,MSC04
9,0.65,MSC06,MSC04
