,mem,train,test
0,0.95,MSC06,MSC03
1,1.0,MSC06,MSC03
2,0.9,MSC06,MSC03
3,1.0,MSC06,MSC03
4,0.9,MSC06,MSC03
5,1.0,MSC06,MSC03
6,0.85,MSC06,MSC03
7,0.75,MSC06,MSC03
8,1.0,MSC06,MSC03
9,0.9,MSC06,MSC03
