,mixed,train,test
0,0.75,MSC04,MSC01
1,0.9,MSC04,MSC01
2,0.85,MSC04,MSC01
3,0.9,MSC04,MSC01
4,0.75,MSC04,MSC01
5,0.85,MSC04,MSC01
6,0.85,MSC04,MSC01
7,0.85,MSC04,MSC01
8,0.7,MSC04,MSC01
9,0.85,MSC04,MSC01
