,motor,train,test
0,0.95,MSC01,MSC07
1,0.95,MSC01,MSC07
2,1.0,MSC01,MSC07
3,0.95,MSC01,MSC07
4,0.95,MSC01,MSC07
5,1.0,MSC01,MSC07
6,0.95,MSC01,MSC07
7,0.95,MSC01,MSC07
8,0.95,MSC01,MSC07
9,1.0,MSC01,MSC07
