,mixed,train,test
0,0.85,MSC04,MSC10
1,0.95,MSC04,MSC10
2,0.9,MSC04,MSC10
3,0.9,MSC04,MSC10
4,0.7,MSC04,MSC10
5,0.85,MSC04,MSC10
6,0.9,MSC04,MSC10
7,0.85,MSC04,MSC10
8,0.8,MSC04,MSC10
9,0.85,MSC04,MSC10
