,motor,train,test
0,0.7,MSC03,MSC07
1,0.75,MSC03,MSC07
2,0.8,MSC03,MSC07
3,0.7,MSC03,MSC07
4,0.75,MSC03,MSC07
5,0.85,MSC03,MSC07
6,0.9,MSC03,MSC07
7,0.7,MSC03,MSC07
8,0.7,MSC03,MSC07
9,0.9,MSC03,MSC07
