,mixed,train,test
0,0.65,MSC02,MSC10
1,0.5,MSC02,MSC10
2,0.6,MSC02,MSC10
3,0.5,MSC02,MSC10
4,0.6,MSC02,MSC10
5,0.65,MSC02,MSC10
6,0.5,MSC02,MSC10
7,0.65,MSC02,MSC10
8,0.5,MSC02,MSC10
9,0.6,MSC02,MSC10
