,mixed,train,test
0,0.75,MSC10,MSC05
1,0.8,MSC10,MSC05
2,0.8,MSC10,MSC05
3,0.8,MSC10,MSC05
4,0.7,MSC10,MSC05
5,0.75,MSC10,MSC05
6,0.7,MSC10,MSC05
7,0.55,MSC10,MSC05
8,0.65,MSC10,MSC05
9,0.8,MSC10,MSC05
