,mem,train,test
0,0.75,MSC10,MSC02
1,0.8,MSC10,MSC02
2,0.85,MSC10,MSC02
3,0.75,MSC10,MSC02
4,0.95,MSC10,MSC02
5,0.65,MSC10,MSC02
6,0.8,MSC10,MSC02
7,0.75,MSC10,MSC02
8,0.75,MSC10,MSC02
9,0.8,MSC10,MSC02
