,motor,train,test
0,0.5,MSC02,MSC04
1,0.6,MSC02,MSC04
2,0.6,MSC02,MSC04
3,0.5,MSC02,MSC04
4,0.6,MSC02,MSC04
5,0.65,MSC02,MSC04
6,0.55,MSC02,MSC04
7,0.6,MSC02,MSC04
8,0.6,MSC02,MSC04
9,0.6,MSC02,MSC04
