,mixed,train,test
0,0.8,MSC02,MSC04
1,0.5,MSC02,MSC04
2,0.5,MSC02,MSC04
3,0.55,MSC02,MSC04
4,0.6,MSC02,MSC04
5,0.75,MSC02,MSC04
6,0.55,MSC02,MSC04
7,0.7,MSC02,MSC04
8,0.55,MSC02,MSC04
9,0.65,MSC02,MSC04
